ENSMUSP00000113685	ENSMUSG00000055436	Mus_musculus_strain_reference_(CL57BL6)
ENSEBUP00000022820	ENSEBUG00000014055	Eptatretus_burgeri
ENSHHUP00000023739	ENSHHUG00000014895	Hucho_hucho
ENSNBRP00000013837	ENSNBRG00000010656	Neolamprologus_brichardi
ENSNBRP00000026456	ENSNBRG00000020213	Neolamprologus_brichardi
ENSORLP00020026766	ENSORLG00020009393	Oryzias_latipes_ASM223471v1
ENSGALP00000051680	ENSGALG00000043541	Gallus_gallus
ENSLOCP00000011752	ENSLOCG00000009617	Lepisosteus_oculatus
ENSCHIP00000030190	ENSCHIG00000025052	Capra_hircus
ENSPCOP00000026107	ENSPCOG00000025365	Propithecus_coquereli
ENSPCIP00000002542	ENSPCIG00000002083	Phascolarctos_cinereus
ENSCJPP00005009148	ENSCJPG00005008085	Coturnix_japonica
ENSAOCP00000032194	ENSAOCG00000024368	Amphiprion_ocellaris
ENSCJPP00005009147	ENSCJPG00005008084	Coturnix_japonica
ENSPPYP00000001451	ENSPPYG00000001245	Pongo_abelii
ENSGACP00000023592	ENSGACG00000017855	Gasterosteus_aculeatus
ENSMAMP00000022276	ENSMAMG00000015002	Mastacembelus_armatus
ENSHHUP00000083770	ENSHHUG00000048592	Hucho_hucho
ENSMUGP00000019065	ENSMUGG00000016122	Meriones_unguiculatus
ENSCPRP00005018281	ENSCPRG00005012756	Crocodylus_porosus
ENSCSEP00000021825	ENSCSEG00000013934	Cynoglossus_semilaevis
ENSNSUP00000008739	ENSNSUG00000006728	Notechis_scutatus
ENSATEP00000013564	ENSATEG00000009464	Anabas_testudineus
ENSEASP00005011142	ENSEASG00005007847	Equus_asinus_asinus
ENSLCOP00000011709	ENSLCOG00000008504	Lepidothrix_coronata
ENSCGRP00001014326	ENSCGRG00001015222	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000028544	ENSPEMG00000024051	Peromyscus_maniculatus_bairdii
ENSCGRP00001010075	ENSCGRG00001012043	Cricetulus_griseus_CHOK1GS_HDv1
ENSSDUP00000025833	ENSSDUG00000018738	Seriola_dumerili
ENSLAFP00000011601	ENSLAFG00000013853	Loxodonta_africana
ENSFCAP00000055860	ENSFCAG00000012448	Felis_catus
ENSHGLP00100025045	ENSHGLG00100018382	Heterocephalus_glaber_HetGla_1.0
ENSNMEP00000011630	ENSNMEG00000010927	Numida_meleagris
ENSTSYP00000029741	ENSTSYG00000036957	Carlito_syrichta
ENSPVAP00000011232	ENSPVAG00000011918	Pteropus_vampyrus
ENSXCOP00000023817	ENSXCOG00000017792	Xiphophorus_couchianus
ENSXCOP00000023819	ENSXCOG00000017793	Xiphophorus_couchianus
ENSMSIP00000004709	ENSMSIG00000004248	Mus_spicilegus
ENSPMGP00000001048	ENSPMGG00000000954	Periophthalmus_magnuspinnatus
ENSDORP00000000624	ENSDORG00000000669	Dipodomys_ordii
ENSLBEP00000032034	ENSLBEG00000024167	Labrus_bergylta
ENSPMEP00000024489	ENSPMEG00000006824	Poecilia_mexicana
ENSBIXP00005010231	ENSBIXG00005014913	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGMOP00000002404	ENSGMOG00000002255	Gadus_morhua
ENSPMGP00000001053	ENSPMGG00000000960	Periophthalmus_magnuspinnatus
ENSBSLP00000004990	ENSBSLG00000002635	Betta_splendens
ENSRROP00000032009	ENSRROG00000039667	Rhinopithecus_roxellana
ENSTBEP00000008121	ENSTBEG00000009367	Tupaia_belangeri
ENSP00000334538	ENSG00000153914	Homo_sapiens
ENSAMXP00000008947	ENSAMXG00000008655	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHBUP00000005670	ENSHBUG00000007092	Haplochromis_burtoni
ENSXMAP00000019232	ENSXMAG00000019180	Xiphophorus_maculatus
ENSGAFP00000023482	ENSGAFG00000015857	Gambusia_affinis
ENSPSIP00000005582	ENSPSIG00000005152	Pelodiscus_sinensis
ENSMOCP00000011146	ENSMOCG00000011388	Microtus_ochrogaster
ENSSMAP00000032459	ENSSMAG00000019897	Scophthalmus_maximus
ENSBIXP00000009092	ENSBIXG00000014817	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMLEP00000034887	ENSMLEG00000041592	Mandrillus_leucophaeus
ENSVPAP00000010674	ENSVPAG00000011465	Vicugna_pacos
ENSGALP00000018421	ENSGALG00000011305	Gallus_gallus
ENSCCAP00000021756	ENSCCAG00000028686	Cebus_capucinus_imitator
ENSHGLP00100004225	ENSHGLG00100003207	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000007142	ENSCLAG00000005024	Chinchilla_lanigera
ENSSDAP00000008909	ENSSDAG00000008115	Spermophilus_dauricus
ENSPSMP00000026101	ENSPSMG00000018301	Prolemur_simus
ENSXCOP00000020182	ENSXCOG00000015127	Xiphophorus_couchianus
ENSFCAP00000049386	ENSFCAG00000036884	Felis_catus
ENSOMEP00000035277	ENSOMEG00000022450	Oryzias_melastigma
ENSTRUP00000044501	ENSTRUG00000017369	Takifugu_rubripes
ENSMNEP00000012937	ENSMNEG00000030723	Macaca_nemestrina
ENSSSCP00000052655	ENSSSCG00000032726	Sus_scrofa_strain_reference
ENSCATP00000041941	ENSCATG00000043613	Cercocebus_atys
ENSATEP00000013529	ENSATEG00000009450	Anabas_testudineus
ENSANAP00000027135	ENSANAG00000031358	Aotus_nancymaae
ENSMUNP00000017343	ENSMUNG00000013326	Melopsittacus_undulatus
ENSLSDP00000007572	ENSLSDG00000005681	Lonchura_striata_domestica
ENSAOCP00000024859	ENSAOCG00000012039	Amphiprion_ocellaris
ENSMVIP00005008671	ENSMVIG00005006443	Manacus_vitellinus
ENSLCRP00005059565	ENSLCRG00005022053	Larimichthys_crocea
ENSSMRP00000000430	ENSSMRG00000000402	Salvator_merianae
ENSONIP00000003309	ENSONIG00000002642	Oreochromis_niloticus
ENSTSYP00000018195	ENSTSYG00000033270	Carlito_syrichta
ENSMAMP00000004579	ENSMAMG00000003108	Mastacembelus_armatus
ENSBMUP00000007716	ENSBMUG00000006055	Bos_mutus
ENSPCIP00000023434	ENSPCIG00000017750	Phascolarctos_cinereus
ENSFHEP00000028925	ENSFHEG00000013348	Fundulus_heteroclitus
ENSLACP00000007416	ENSLACG00000006575	Latimeria_chalumnae
ENSACLP00000028967	ENSACLG00000019647	Astatotilapia_calliptera
ENSUAMP00000029412	ENSUAMG00000022662	Ursus_americanus
ENSUAMP00000029411	ENSUAMG00000022661	Ursus_americanus
ENSSPAP00000029651	ENSSPAG00000022298	Stegastes_partitus
ENSTGEP00000021661	ENSTGEG00000017488	Theropithecus_gelada
ENSSFOP00015007612	ENSSFOG00015004995	Scleropages_formosus
ENSSLDP00000020831	ENSSLDG00000016285	Seriola_lalandi_dorsalis
ENSSDUP00000014285	ENSSDUG00000010395	Seriola_dumerili
ENSOCUP00000025591	ENSOCUG00000024114	Oryctolagus_cuniculus
ENSPCAP00000011844	ENSPCAG00000012684	Procavia_capensis
ENSTRUP00000006903	ENSTRUG00000022058	Takifugu_rubripes
ENSTRUP00000006901	ENSTRUG00000002960	Takifugu_rubripes
ENSLCRP00005007623	ENSLCRG00005003711	Larimichthys_crocea
ENSLCAP00010028166	ENSLCAG00010013240	Lates_calcarifer
ENSPMGP00000021012	ENSPMGG00000017031	Periophthalmus_magnuspinnatus
ENSGMOP00000017056	ENSGMOG00000015896	Gadus_morhua
ENSXETP00000039875	ENSXETG00000000022	Xenopus_tropicalis
ENSPFOP00000014964	ENSPFOG00000014895	Poecilia_formosa
ENSCJPP00005017875	ENSCJPG00005014523	Coturnix_japonica
ENSAMEP00000011951	ENSAMEG00000011327	Ailuropoda_melanoleuca
ENSCMIP00000001627	ENSCMIG00000001022	Callorhinchus_milii
ENSODEP00000008425	ENSODEG00000006289	Octodon_degus
ENSSPAP00000021813	ENSSPAG00000016483	Stegastes_partitus
ENSOARP00000006434	ENSOARG00000006005	Ovis_aries
ENSAMXP00005040895	ENSAMXG00005019164	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCCNP00000010248	ENSCCNG00000010755	Castor_canadensis
ENSUAMP00000010191	ENSUAMG00000008405	Ursus_americanus
ENSFHEP00000019075	ENSFHEG00000020971	Fundulus_heteroclitus
ENSSCAP00000002260	ENSSCAG00000001995	Serinus_canaria
ENSSCAP00000002264	ENSSCAG00000001998	Serinus_canaria
ENSCGRP00000002914	ENSCGRG00000002130	Cricetulus_griseus_CriGri_1.0
ENSSPUP00000021002	ENSSPUG00000016145	Sphenodon_punctatus
ENSPMAP00000004884	ENSPMAG00000004397	Petromyzon_marinus
ENSCGOP00000051970	ENSCGOG00000022950	Cottoperca_gobio
