ENSCGRP00001008913	ENSCGRG00001011047	Cricetulus_griseus_CHOK1GS_HDv1
ENSOANP00000030348	ENSOANG00000030888	Ornithorhynchus_anatinus
ENSARWP00000008925	ENSARWG00000006244	Apteryx_rowi
ENSMLEP00000032356	ENSMLEG00000040379	Mandrillus_leucophaeus
ENSCPGP00000008140	ENSCPGG00000005791	Calidris_pygmaea
ENSNBRP00000025272	ENSNBRG00000019301	Neolamprologus_brichardi
ENSSMAP00000000673	ENSSMAG00000000427	Scophthalmus_maximus
ENSECAP00000015527	ENSECAG00000018008	Equus_caballus
ENSACLP00000005414	ENSACLG00000003637	Astatotilapia_calliptera
ENSHBUP00000029538	ENSHBUG00000014202	Haplochromis_burtoni
ENSMICP00000046765	ENSMICG00000004877	Microcebus_murinus
ENSMAUP00000000241	ENSMAUG00000000223	Mesocricetus_auratus
ENSSTOP00000006075	ENSSTOG00000006781	Ictidomys_tridecemlineatus
ENSGAFP00000021351	ENSGAFG00000014386	Gambusia_affinis
ENSKMAP00000017228	ENSKMAG00000012819	Kryptolebias_marmoratus
ENSSPUP00000001874	ENSSPUG00000001456	Sphenodon_punctatus
ENSGACP00000014869	ENSGACG00000011249	Gasterosteus_aculeatus
ENSDARP00000134942	ENSDARG00000103792	Danio_rerio
ENSLSDP00000011978	ENSLSDG00000008665	Lonchura_striata_domestica
ENSDORP00000017452	ENSDORG00000024138	Dipodomys_ordii
ENSPTEP00000043677	ENSPTEG00000039728	Piliocolobus_tephrosceles
ENSPKIP00000025605	ENSPKIG00000008415	Paramormyrops_kingsleyae
ENSVVUP00000035732	ENSVVUG00000025691	Vulpes_vulpes
ENSLBEP00000032500	ENSLBEG00000024382	Labrus_bergylta
ENSLCAP00010051791	ENSLCAG00010024112	Lates_calcarifer
ENSANAP00000012612	ENSANAG00000024237	Aotus_nancymaae
ENSPVIP00000003451	ENSPVIG00000002900	Pogona_vitticeps
ENSBSLP00000043695	ENSBSLG00000020761	Betta_splendens
ENSCABP00000026006	ENSCABG00000019126	Chelonoidis_abingdonii
ENSP00000479326	ENSG00000274600	Homo_sapiens
ENSCJPP00005024971	ENSCJPG00005019643	Coturnix_japonica
ENSHGLP00100009124	ENSHGLG00100006781	Heterocephalus_glaber_HetGla_1.0
ENSELUP00000020692	ENSELUG00000019930	Esox_lucius
ENSMPUP00000004062	ENSMPUG00000004096	Mustela_putorius_furo
ENSPMEP00000004779	ENSPMEG00000006112	Poecilia_mexicana
ENSPVAP00000005891	ENSPVAG00000006232	Pteropus_vampyrus
ENSSCAP00000005320	ENSSCAG00000004253	Serinus_canaria
ENSHGLP00000023636	ENSHGLG00000016862	Heterocephalus_glaber_HetGla_female_1.0
ENSMMUP00000053274	ENSMMUG00000009048	Macaca_mulatta
ENSMMMP00000000966	ENSMMMG00000000905	Marmota_marmota_marmota
ENSAHAP00000006425	ENSAHAG00000004845	Apteryx_haastii
ENSUAMP00000012923	ENSUAMG00000010426	Ursus_americanus
ENSEEEP00000000415	ENSEEEG00000000299	Electrophorus_electricus
ENSMGAP00000001456	ENSMGAG00000001909	Meleagris_gallopavo
ENSDARP00000145113	ENSDARG00000001154	Danio_rerio
ENSCPUP00000018203	ENSCPUG00000012533	Calidris_pugnax
ENSNLEP00000047859	ENSNLEG00000034464	Nomascus_leucogenys
ENSPTEP00000043085	ENSPTEG00000039288	Piliocolobus_tephrosceles
ENSNPEP00000004548	ENSNPEG00000003466	Nothoprocta_perdicaria
ENSCGRP00001016456	ENSCGRG00001016758	Cricetulus_griseus_CHOK1GS_HDv1
ENSCHOP00000005354	ENSCHOG00000006060	Choloepus_hoffmanni
ENSHGLP00100000202	ENSHGLG00100000172	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010017707	ENSUPAG00010014026	Urocitellus_parryii
ENSGAGP00000021843	ENSGAGG00000016030	Gopherus_agassizii
ENSLCOP00000012947	ENSLCOG00000009333	Lepidothrix_coronata	ENSLCOT00000013718
ENSPPRP00000007122	ENSPPRG00000002377	Panthera_pardus
ENSMOCP00000002011	ENSMOCG00000001578	Microtus_ochrogaster
ENSLCRP00005016472	ENSLCRG00005006855	Larimichthys_crocea
ENSPLAP00000005331	ENSPLAG00000007245	Poecilia_latipinna
ENSORLP00020018071	ENSORLG00020019260	Oryzias_latipes_ASM223471v1
ENSTGEP00000028488	ENSTGEG00000022925	Theropithecus_gelada
ENSAPOP00000002777	ENSAPOG00000004260	Acanthochromis_polyacanthus
ENSGAFP00000006455	ENSGAFG00000004364	Gambusia_affinis
ENSCHIP00000005086	ENSCHIG00000009208	Capra_hircus
ENSCATP00000015068	ENSCATG00000031523	Cercocebus_atys
ENSTTRP00000015850	ENSTTRG00000016717	Tursiops_truncatus
ENSGALP00000072562	ENSGALG00000051038	Gallus_gallus
ENSCJPP00005004324	ENSCJPG00005004303	Coturnix_japonica
ENSFHEP00000007921	ENSFHEG00000009093	Fundulus_heteroclitus
ENSPLAP00000005239	ENSPLAG00000007132	Poecilia_latipinna
ENSPEMP00000008277	ENSPEMG00000009932	Peromyscus_maniculatus_bairdii
ENSGWIP00000016034	ENSGWIG00000008690	Gouania_willdenowi
ENSCGRP00015008457	ENSCGRG00015006363	Cricetulus_griseus_CriGri-PICR
ENSMODP00000048635	ENSMODG00000014734	Monodelphis_domestica
ENSLBEP00000003603	ENSLBEG00000002753	Labrus_bergylta
ENSSARP00000004628	ENSSARG00000005089	Sorex_araneus
MGP_SPRETEiJ_P0042462	MGP_SPRETEiJ_G0021404	Mus_spretus_strain_SPRET/EiJ
ENSPCOP00000011700	ENSPCOG00000017375	Propithecus_coquereli
ENSCPOP00000020068	ENSCPOG00000020553	Cavia_porcellus
ENSACIP00000029151	ENSACIG00000022560	Amphilophus_citrinellus
ENSFDAP00000013616	ENSFDAG00000000340	Fukomys_damarensis
ENSACIP00000012123	ENSACIG00000009408	Amphilophus_citrinellus
ENSTNIP00000019329	ENSTNIG00000016236	Tetraodon_nigroviridis
ENSGMOP00000007205	ENSGMOG00000006756	Gadus_morhua
ENSPSIP00000008446	ENSPSIG00000007624	Pelodiscus_sinensis
ENSSHAP00000013432	ENSSHAG00000011482	Sarcophilus_harrisii
ENSBMUP00000031998	ENSBMUG00000023851	Bos_mutus
ENSCPBP00000022161	ENSCPBG00000015868	Chrysemys_picta_bellii
ENSEBUP00000026136	ENSEBUG00000016098	Eptatretus_burgeri	ENSEBUT00000026712
ENSP00000345824	ENSG00000005379	Homo_sapiens
ENSARWP00000013726	ENSARWG00000009485	Apteryx_rowi
ENSLAFP00000019761	ENSLAFG00000017924	Loxodonta_africana
ENSVVUP00000016914	ENSVVUG00000011976	Vulpes_vulpes
ENSOCUP00000044434	ENSOCUG00000004542	Oryctolagus_cuniculus
ENSORLP00000035540	ENSORLG00000023648	Oryzias_latipes_ASM223467v1
ENSCHAP00000057887	ENSCHAG00000026118	Clupea_harengus
ENSDCDP00000036883	ENSDCDG00000024706	Denticeps_clupeoides
ENSNGAP00000021270	ENSNGAG00000020503	Nannospalax_galili
ENSCPRP00005011204	ENSCPRG00005007909	Crocodylus_porosus
ENSMEUP00000006363	ENSMEUG00000006936	Notamacropus_eugenii
ENSPANP00000015908	ENSPANG00000020965	Papio_anubis
ENSORLP00000005441	ENSORLG00000004343	Oryzias_latipes_ASM223467v1
ENSEBUP00000011640	ENSEBUG00000007461	Eptatretus_burgeri	ENSEBUT00000012213
ENSMLUP00000016884	ENSMLUG00000002845	Myotis_lucifugus
ENSPNYP00000022218	ENSPNYG00000016783	Pundamilia_nyererei
ENSMOCP00000005578	ENSMOCG00000005039	Microtus_ochrogaster
ENSAMXP00005056746	ENSAMXG00005025161	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005004108	ENSAMXG00005002527	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSODEP00000015092	ENSODEG00000011140	Octodon_degus
ENSMNEP00000018949	ENSMNEG00000033362	Macaca_nemestrina
ENSAPOP00000005418	ENSAPOG00000007168	Acanthochromis_polyacanthus
ENSUMAP00000031750	ENSUMAG00000022815	Ursus_maritimus
ENSRROP00000005839	ENSRROG00000023788	Rhinopithecus_roxellana
ENSPPRP00000028751	ENSPPRG00000021010	Panthera_pardus
ENSP00000261655	ENSG00000060709	Homo_sapiens
ENSPPAP00000029410	ENSPPAG00000037701	Pan_paniscus
ENSNGAP00000003110	ENSNGAG00000003104	Nannospalax_galili
ENSRNOP00000010755	ENSRNOG00000007957	Rattus_norvegicus
ENSLCAP00010023247	ENSLCAG00010010900	Lates_calcarifer
ENSTBEP00000012236	ENSTBEG00000014061	Tupaia_belangeri
ENSFCAP00000054445	ENSFCAG00000031758	Felis_catus
ENSNPEP00000013989	ENSNPEG00000010458	Nothoprocta_perdicaria
ENSTGEP00000007812	ENSTGEG00000006405	Theropithecus_gelada
ENSPCIP00000020527	ENSPCIG00000015613	Phascolarctos_cinereus
ENSCAFP00020018976	ENSCAFG00020015065	Canis_lupus_dingo
ENSCGRP00001013776	ENSCGRG00001014823	Cricetulus_griseus_CHOK1GS_HDv1
ENSATEP00000007498	ENSATEG00000005286	Anabas_testudineus
ENSETEP00000005057	ENSETEG00000006232	Echinops_telfairi
ENSDNVP00000007879	ENSDNVG00000005610	Dromaius_novaehollandiae
ENSMMUP00000047105	ENSMMUG00000018087	Macaca_mulatta
ENSGALP00000068510	ENSGALG00000043026	Gallus_gallus
ENSOMEP00000026920	ENSOMEG00000009069	Oryzias_melastigma
ENSODEP00000013503	ENSODEG00000009979	Octodon_degus
MGP_SPRETEiJ_P0073705	MGP_SPRETEiJ_G0028775	Mus_spretus_strain_SPRET/EiJ
ENSAOCP00000017285	ENSAOCG00000022317	Amphiprion_ocellaris
ENSAMXP00000000410	ENSAMXG00000000393	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSOGAP00000021990	ENSOGAG00000031258	Otolemur_garnettii
ENSPNAP00000002513	ENSPNAG00000008889	Pygocentrus_nattereri
ENSMUNP00000017132	ENSMUNG00000013166	Melopsittacus_undulatus
ENSSDAP00000008231	ENSSDAG00000007520	Spermophilus_dauricus
ENSCPOP00000025030	ENSCPOG00000009749	Cavia_porcellus
ENSPVAP00000002194	ENSPVAG00000002319	Pteropus_vampyrus
ENSLCRP00005039248	ENSLCRG00005015203	Larimichthys_crocea
ENSCAFP00000025777	ENSCAFG00000017493	Canis_lupus_familiaris
ENSGAGP00000003882	ENSGAGG00000003174	Gopherus_agassizii
ENSBSLP00000032421	ENSBSLG00000015282	Betta_splendens
ENSPSIP00000007561	ENSPSIG00000006866	Pelodiscus_sinensis
FBpp0293366	FBgn0262483	Drosophila_melanogaster
ENSUMAP00000027910	ENSUMAG00000020157	Ursus_maritimus
ENSACAP00000012625	ENSACAG00000012879	Anolis_carolinensis
ENSUPAP00010016846	ENSUPAG00010013428	Urocitellus_parryii
ENSMVIP00005006380	ENSMVIG00005004855	Manacus_vitellinus	ENSMVIT00005007293
ENSXCOP00000007296	ENSXCOG00000005648	Xiphophorus_couchianus
ENSAOWP00000000104	ENSAOWG00000000095	Apteryx_owenii
ENSACIP00000015808	ENSACIG00000012193	Amphilophus_citrinellus
ENSCPBP00000014138	ENSCPBG00000010478	Chrysemys_picta_bellii
ENSABRP00000007788	ENSABRG00000007125	Anser_brachyrhynchus
ENSOARP00000016907	ENSOARG00000015746	Ovis_aries
ENSZALP00000004231	ENSZALG00000004008	Zonotrichia_albicollis
ENSFHEP00000026299	ENSFHEG00000009049	Fundulus_heteroclitus
ENSAPLP00000029765	ENSAPLG00000012892	Anas_platyrhynchos_platyrhynchos
ENSPSIP00000008210	ENSPSIG00000007542	Pelodiscus_sinensis
MGP_SPRETEiJ_P0030490	MGP_SPRETEiJ_G0017783	Mus_spretus_strain_SPRET/EiJ
ENSPREP00000011853	ENSPREG00000008052	Poecilia_reticulata
ENSELUP00000023441	ENSELUG00000022301	Esox_lucius
ENSSDUP00000014845	ENSSDUG00000010840	Seriola_dumerili
ENSBSLP00000043690	ENSBSLG00000020756	Betta_splendens
ENSOGAP00000015965	ENSOGAG00000025159	Otolemur_garnettii
ENSSLDP00000025592	ENSSLDG00000019867	Seriola_lalandi_dorsalis
ENSMUGP00000030690	ENSMUGG00000025508	Meriones_unguiculatus
ENSSPAP00000021045	ENSSPAG00000015853	Stegastes_partitus
ENSCVAP00000027700	ENSCVAG00000014265	Cyprinodon_variegatus
ENSXMAP00000005664	ENSXMAG00000005635	Xiphophorus_maculatus
ENSECAP00000043980	ENSECAG00000009720	Equus_caballus
ENSOANP00000007517	ENSOANG00000004747	Ornithorhynchus_anatinus
ENSMLUP00000005582	ENSMLUG00000006101	Myotis_lucifugus
ENSATEP00000028658	ENSATEG00000019740	Anabas_testudineus
ENSNPEP00000015760	ENSNPEG00000011756	Nothoprocta_perdicaria	ENSNPET00000016152
ENSMAUP00000025540	ENSMAUG00000022036	Mesocricetus_auratus
ENSFHEP00000027071	ENSFHEG00000010359	Fundulus_heteroclitus
ENSDCDP00000008428	ENSDCDG00000004306	Denticeps_clupeoides
ENSOANP00000031521	ENSOANG00000032264	Ornithorhynchus_anatinus
ENSLACP00000018899	ENSLACG00000016630	Latimeria_chalumnae
ENSCGRP00000016061	ENSCGRG00000011657	Cricetulus_griseus_CriGri_1.0
ENSPMJP00000025770	ENSPMJG00000018849	Parus_major
ENSGALP00000074065	ENSGALG00000002579	Gallus_gallus
ENSCANP00000026009	ENSCANG00000036421	Colobus_angolensis_palliatus
ENSCJPP00005002406	ENSCJPG00005002608	Coturnix_japonica
ENSXCOP00000006089	ENSXCOG00000004711	Xiphophorus_couchianus
ENSGAFP00000009600	ENSGAFG00000006531	Gambusia_affinis
ENSCMIP00000005811	ENSCMIG00000003351	Callorhinchus_milii
ENSBIXP00000013862	ENSBIXG00000018716	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPNYP00000022250	ENSPNYG00000016804	Pundamilia_nyererei
ENSHHUP00000021055	ENSHHUG00000013167	Hucho_hucho
ENSRNOP00000073070	ENSRNOG00000022893	Rattus_norvegicus
ENSTSYP00000027477	ENSTSYG00000026574	Carlito_syrichta
ENSMFAP00000029302	ENSMFAG00000041895	Macaca_fascicularis
ENSPMGP00000004905	ENSPMGG00000004145	Periophthalmus_magnuspinnatus
ENSNBRP00000021084	ENSNBRG00000016178	Neolamprologus_brichardi
ENSFALP00000009935	ENSFALG00000009515	Ficedula_albicollis
ENSRNOP00000054476	ENSRNOG00000030452	Rattus_norvegicus
ENSRROP00000024601	ENSRROG00000036099	Rhinopithecus_roxellana
ENSPSMP00000005794	ENSPSMG00000004329	Prolemur_simus
ENSVURP00010017382	ENSVURG00010012904	Vombatus_ursinus
ENSMMOP00000002237	ENSMMOG00000001836	Mola_mola
ENSPMAP00000007554	ENSPMAG00000006840	Petromyzon_marinus	ENSPMAT00000007588
ENSCLAP00000023929	ENSCLAG00000016421	Chinchilla_lanigera
ENSACLP00000007892	ENSACLG00000005363	Astatotilapia_calliptera
