ENSXCOP00000009568	ENSXCOG00000007288	Xiphophorus_couchianus
ENSHGLP00000001451	ENSHGLG00000001120	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000009121	ENSCPOG00000010156	Cavia_porcellus
ENSSPUP00000016318	ENSSPUG00000012629	Sphenodon_punctatus
ENSHHUP00000058045	ENSHHUG00000034557	Hucho_hucho
ENSACLP00000032590	ENSACLG00000022099	Astatotilapia_calliptera
ENSMMMP00000015145	ENSMMMG00000013504	Marmota_marmota_marmota
ENSNGAP00000025384	ENSNGAG00000023356	Nannospalax_galili
ENSCMIP00000038486	ENSCMIG00000016149	Callorhinchus_milii
ENSMVIP00005001117	ENSMVIG00005000878	Manacus_vitellinus
ENSZALP00000008383	ENSZALG00000007312	Zonotrichia_albicollis
ENSPSIP00000002772	ENSPSIG00000002694	Pelodiscus_sinensis
ENSMSIP00000028750	ENSMSIG00000024134	Mus_spicilegus
ENSFALP00000003364	ENSFALG00000003232	Ficedula_albicollis
ENSAPOP00000024421	ENSAPOG00000006857	Acanthochromis_polyacanthus
ENSCPGP00000018892	ENSCPGG00000013202	Calidris_pygmaea
ENSHHUP00000029347	ENSHHUG00000018725	Hucho_hucho
ENSSMAP00000023501	ENSSMAG00000014332	Scophthalmus_maximus
ENSMICP00000044153	ENSMICG00000015799	Microcebus_murinus
ENSMZEP00005020458	ENSMZEG00005015336	Maylandia_zebra
ENSCPGP00000023622	ENSCPGG00000016346	Calidris_pygmaea
ENSSDUP00000019778	ENSSDUG00000014367	Seriola_dumerili
ENSKMAP00000014488	ENSKMAG00000010879	Kryptolebias_marmoratus
ENSCJPP00005010862	ENSCJPG00005009398	Coturnix_japonica
ENSNBRP00000023230	ENSNBRG00000017769	Neolamprologus_brichardi
ENSORLP00015010233	ENSORLG00015011046	Oryzias_latipes_ASM223469v1
ENSPCOP00000016457	ENSPCOG00000019990	Propithecus_coquereli
ENSSMAP00000023729	ENSSMAG00000014471	Scophthalmus_maximus
ENSMICP00000045983	ENSMICG00000027798	Microcebus_murinus
ENSLSDP00000023532	ENSLSDG00000016524	Lonchura_striata_domestica
ENSPTRP00000045960	ENSPTRG00000018494	Pan_troglodytes
ENSCSAP00000017014	ENSCSAG00000000995	Chlorocebus_sabaeus
ENSELUP00000022522	ENSELUG00000021472	Esox_lucius
ENSLAFP00000005076	ENSLAFG00000006048	Loxodonta_africana
ENSMALP00000031614	ENSMALG00000021805	Monopterus_albus
ENSXMAP00000002893	ENSXMAG00000002885	Xiphophorus_maculatus
ENSLCAP00010016805	ENSLCAG00010007987	Lates_calcarifer
ENSLCAP00010015424	ENSLCAG00010007307	Lates_calcarifer
ENSDNVP00000009917	ENSDNVG00000007011	Dromaius_novaehollandiae
ENSNPEP00000010102	ENSNPEG00000007577	Nothoprocta_perdicaria
ENSPPAP00000024258	ENSPPAG00000035272	Pan_paniscus
ENSATEP00000019183	ENSATEG00000013348	Anabas_testudineus
ENSMAMP00000016984	ENSMAMG00000011496	Mastacembelus_armatus
ENSEEEP00000012780	ENSEEEG00000006422	Electrophorus_electricus
ENSSDAP00000002180	ENSSDAG00000002089	Spermophilus_dauricus
ENSTGUP00000000989	ENSTGUG00000000966	Taeniopygia_guttata
ENSPPAP00000025131	ENSPPAG00000035699	Pan_paniscus
ENSKMAP00000024383	ENSKMAG00000018069	Kryptolebias_marmoratus
ENSMMMP00000016386	ENSMMMG00000014554	Marmota_marmota_marmota
ENSCHOP00000010630	ENSCHOG00000012017	Choloepus_hoffmanni
ENSFDAP00000010788	ENSFDAG00000018478	Fukomys_damarensis
ENSTGEP00000024332	ENSTGEG00000019669	Theropithecus_gelada
ENSEEEP00000032502	ENSEEEG00000015494	Electrophorus_electricus
ENSCSEP00000032303	ENSCSEG00000020725	Cynoglossus_semilaevis
ENSSLDP00000025236	ENSSLDG00000019626	Seriola_lalandi_dorsalis
ENSLCRP00005018910	ENSLCRG00005007773	Larimichthys_crocea
ENSLCAP00010023375	ENSLCAG00010010982	Lates_calcarifer
ENSDCDP00000003694	ENSDCDG00000001886	Denticeps_clupeoides
ENSLCAP00010023370	ENSLCAG00010010981	Lates_calcarifer
ENSCCNP00000027592	ENSCCNG00000026666	Castor_canadensis
ENSCANP00000020185	ENSCANG00000033516	Colobus_angolensis_palliatus
ENSPNYP00000013824	ENSPNYG00000010479	Pundamilia_nyererei
ENSCHIP00000018075	ENSCHIG00000017657	Capra_hircus
ENSUAMP00000035555	ENSUAMG00000027002	Ursus_americanus
ENSSCAP00000022547	ENSSCAG00000016196	Serinus_canaria
ENSCPUP00000024455	ENSCPUG00000016589	Calidris_pugnax
ENSACLP00000039247	ENSACLG00000026485	Astatotilapia_calliptera
ENSLCRP00005039000	ENSLCRG00005015120	Larimichthys_crocea
ENSSLDP00000007012	ENSSLDG00000005559	Seriola_lalandi_dorsalis
ENSMSIP00000036641	ENSMSIG00000030510	Mus_spicilegus
ENSSHAP00000011893	ENSSHAG00000010205	Sarcophilus_harrisii
ENSBMUP00000022838	ENSBMUG00000017163	Bos_mutus
ENSPCIP00000012724	ENSPCIG00000010127	Phascolarctos_cinereus
ENSGACP00000015250	ENSGACG00000011533	Gasterosteus_aculeatus
ENSCVAP00000023502	ENSCVAG00000006901	Cyprinodon_variegatus
ENSPVAP00000000110	ENSPVAG00000000121	Pteropus_vampyrus
ENSTRUP00000047144	ENSTRUG00000018416	Takifugu_rubripes
ENSMODP00000032258	ENSMODG00000014503	Monodelphis_domestica
ENSOARP00000003647	ENSOARG00000003416	Ovis_aries
ENSSDAP00000010068	ENSSDAG00000009171	Spermophilus_dauricus
ENSRBIP00000037157	ENSRBIG00000042169	Rhinopithecus_bieti
ENSLACP00000010409	ENSLACG00000009169	Latimeria_chalumnae
ENSDCDP00000035788	ENSDCDG00000023955	Denticeps_clupeoides
ENSPVIP00000031688	ENSPVIG00000023292	Pogona_vitticeps
ENSPMJP00000020551	ENSPMJG00000015301	Parus_major
ENSPRNP00000037199	ENSPRNG00000018543	Parambassis_ranga
ENSP00000483313	ENSG00000158195	Homo_sapiens
ENSPVAP00000003860	ENSPVAG00000004080	Pteropus_vampyrus
ENSSMAP00000020590	ENSSMAG00000012555	Scophthalmus_maximus
ENSGALP00000012535	ENSGALG00000007740	Gallus_gallus
ENSFDAP00000014712	ENSFDAG00000002129	Fukomys_damarensis
ENSSDUP00000009433	ENSSDUG00000006920	Seriola_dumerili
ENSMMOP00000024128	ENSMMOG00000018369	Mola_mola
ENSCSAP00000011534	ENSCSAG00000015445	Chlorocebus_sabaeus
ENSAPOP00000034601	ENSAPOG00000000679	Acanthochromis_polyacanthus
ENSEASP00005013593	ENSEASG00005009488	Equus_asinus_asinus
ENSPCIP00000038618	ENSPCIG00000028393	Phascolarctos_cinereus
ENSPLAP00000022366	ENSPLAG00000006854	Poecilia_latipinna
ENSCVAP00000006472	ENSCVAG00000008037	Cyprinodon_variegatus
ENSVURP00010026871	ENSVURG00010020608	Vombatus_ursinus
ENSPMGP00000028633	ENSPMGG00000023029	Periophthalmus_magnuspinnatus
ENSEASP00005032928	ENSEASG00005022517	Equus_asinus_asinus
ENSPEMP00000015160	ENSPEMG00000014759	Peromyscus_maniculatus_bairdii
ENSSSCP00000009922	ENSSSCG00000009300	Sus_scrofa_strain_reference
ENSAOCP00000005122	ENSAOCG00000008587	Amphiprion_ocellaris
ENSORLP00000013868	ENSORLG00000011056	Oryzias_latipes_ASM223467v1
ENSGAFP00000004303	ENSGAFG00000002932	Gambusia_affinis
ENSDCDP00000033248	ENSDCDG00000022715	Denticeps_clupeoides	ENSDCDT00000042799
ENSBBBP00000003712	ENSBBBG00000002463	Bison_bison_bison
ENSOPRP00000011632	ENSOPRG00000012743	Ochotona_princeps
ENSVPAP00000000561	ENSVPAG00000000607	Vicugna_pacos
ENSNBRP00000013616	ENSNBRG00000010545	Neolamprologus_brichardi
ENSCPRP00005004471	ENSCPRG00005003258	Crocodylus_porosus
ENSHGLP00100002773	ENSHGLG00100002152	Heterocephalus_glaber_HetGla_1.0
ENSDNOP00000003023	ENSDNOG00000003928	Dasypus_novemcinctus
ENSXCOP00000012670	ENSXCOG00000009575	Xiphophorus_couchianus
ENSMVIP00005007580	ENSMVIG00005005670	Manacus_vitellinus
ENSPTIP00000015195	ENSPTIG00000014362	Panthera_tigris_altaica
ENSHBUP00000019422	ENSHBUG00000021571	Haplochromis_burtoni
ENSCHAP00000021566	ENSCHAG00000010846	Clupea_harengus
ENSNLEP00000015485	ENSNLEG00000012748	Nomascus_leucogenys
ENSMAMP00000001528	ENSMAMG00000001084	Mastacembelus_armatus
ENSCPOP00000003690	ENSCPOG00000004089	Cavia_porcellus
ENSSMAP00000034454	ENSSMAG00000021077	Scophthalmus_maximus
ENSMUGP00000024668	ENSMUGG00000020605	Meriones_unguiculatus
ENSMALP00000023745	ENSMALG00000016554	Monopterus_albus
ENSSFOP00015033802	ENSSFOG00015021571	Scleropages_formosus
ENSPCIP00000047486	ENSPCIG00000034938	Phascolarctos_cinereus
ENSMZEP00005029384	ENSMZEG00005021919	Maylandia_zebra
ENSXMAP00000035794	ENSXMAG00000027249	Xiphophorus_maculatus
MGP_CAROLIEiJ_P0072192	MGP_CAROLIEiJ_G0028026	Mus_caroli_strain_CAROLI_EIJ
ENSCPRP00005018094	ENSCPRG00005012622	Crocodylus_porosus
ENSGAFP00000023239	ENSGAFG00000015694	Gambusia_affinis
ENSBIXP00005002416	ENSBIXG00005008790	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAMXP00005048526	ENSAMXG00005022198	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMODP00000026097	ENSMODG00000020870	Monodelphis_domestica
ENSPNAP00000035274	ENSPNAG00000025096	Pygocentrus_nattereri
ENSPSMP00000035903	ENSPSMG00000024695	Prolemur_simus
ENSCAFP00000005750	ENSCAFG00000003854	Canis_lupus_familiaris
ENSMALP00000021662	ENSMALG00000015140	Monopterus_albus
ENSRBIP00000033610	ENSRBIG00000040551	Rhinopithecus_bieti
ENSORLP00020010688	ENSORLG00020011617	Oryzias_latipes_ASM223471v1
ENSAPLP00000019584	ENSAPLG00000005025	Anas_platyrhynchos_platyrhynchos
ENSFHEP00000026426	ENSFHEG00000009276	Fundulus_heteroclitus
ENSMLUP00000008282	ENSMLUG00000009096	Myotis_lucifugus
ENSCGOP00000003064	ENSCGOG00000001603	Cottoperca_gobio
ENSOMEP00000025912	ENSOMEG00000007420	Oryzias_melastigma
ENSBIXP00000016872	ENSBIXG00000020956	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAMXP00000029795	ENSAMXG00000013526	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMODP00000053507	ENSMODG00000008795	Monodelphis_domestica
ENSKMAP00000016959	ENSKMAG00000012651	Kryptolebias_marmoratus
ENSTSYP00000034647	ENSTSYG00000014297	Carlito_syrichta
ENSHHUP00000069596	ENSHHUG00000040996	Hucho_hucho
ENSXCOP00000026985	ENSXCOG00000020158	Xiphophorus_couchianus
ENSSDUP00000023788	ENSSDUG00000017280	Seriola_dumerili
ENSAOCP00000015017	ENSAOCG00000019754	Amphiprion_ocellaris
ENSPKIP00000002287	ENSPKIG00000020242	Paramormyrops_kingsleyae
ENSELUP00000013934	ENSELUG00000014003	Esox_lucius
ENSAMEP00000011549	ENSAMEG00000010979	Ailuropoda_melanoleuca
ENSNSUP00000019047	ENSNSUG00000013901	Notechis_scutatus
ENSNPEP00000008781	ENSNPEG00000006603	Nothoprocta_perdicaria
ENSBIXP00005003264	ENSBIXG00005009436	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAMEP00000001954	ENSAMEG00000001835	Ailuropoda_melanoleuca
ENSPPRP00000011982	ENSPPRG00000005663	Panthera_pardus
ENSXETP00000010882	ENSXETG00000016552	Xenopus_tropicalis
ENSECRP00000014544	ENSECRG00000009707	Erpetoichthys_calabaricus
ENSXMAP00000011634	ENSXMAG00000011611	Xiphophorus_maculatus
ENSPTEP00000042025	ENSPTEG00000038398	Piliocolobus_tephrosceles
ENSEBUP00000025738	ENSEBUG00000015857	Eptatretus_burgeri
ENSPEMP00000035048	ENSPEMG00000027638	Peromyscus_maniculatus_bairdii
ENSPANP00000015291	ENSPANG00000007144	Papio_anubis
ENSPLAP00000012830	ENSPLAG00000016235	Poecilia_latipinna
MGP_SPRETEiJ_P0075009	MGP_SPRETEiJ_G0029024	Mus_spretus_strain_SPRET/EiJ
ENSECAP00000019769	ENSECAG00000022222	Equus_caballus
ENSOARP00000006591	ENSOARG00000006155	Ovis_aries
ENSCAPP00000016300	ENSCAPG00000016214	Cavia_aperea
ENSLBEP00000004736	ENSLBEG00000003642	Labrus_bergylta
ENSMMOP00000021064	ENSMMOG00000016022	Mola_mola
ENSPMGP00000029514	ENSPMGG00000023745	Periophthalmus_magnuspinnatus
ENSPRNP00000025261	ENSPRNG00000012814	Parambassis_ranga
ENSSCAP00000010443	ENSSCAG00000007921	Serinus_canaria
ENSLOCP00000016883	ENSLOCG00000013694	Lepisosteus_oculatus
ENSSDUP00000012101	ENSSDUG00000008811	Seriola_dumerili
ENSPREP00000030284	ENSPREG00000020511	Poecilia_reticulata
ENSONIP00000002788	ENSONIG00000002236	Oreochromis_niloticus
ENSSDUP00000029902	ENSSDUG00000021561	Seriola_dumerili
ENSGAFP00000010488	ENSGAFG00000007094	Gambusia_affinis
ENSBTAP00000019468	ENSBTAG00000014619	Bos_taurus
ENSHGLP00100005525	ENSHGLG00100004186	Heterocephalus_glaber_HetGla_1.0
ENSCCEP00000012199	ENSCCEG00000011815	Cyanistes_caeruleus
ENSACLP00000029054	ENSACLG00000019704	Astatotilapia_calliptera
ENSODEP00000007170	ENSODEG00000005353	Octodon_degus
ENSARWP00000003601	ENSARWG00000002688	Apteryx_rowi
ENSPCAP00000009215	ENSPCAG00000009891	Procavia_capensis
ENSAOWP00000021336	ENSAOWG00000014414	Apteryx_owenii
ENSLBEP00000026755	ENSLBEG00000020279	Labrus_bergylta
ENSIPUP00000033976	ENSIPUG00000022826	Ictalurus_punctatus
ENSORLP00000010598	ENSORLG00000008438	Oryzias_latipes_ASM223467v1
ENSLACP00000002799	ENSLACG00000002503	Latimeria_chalumnae
ENSHHUP00000029352	ENSHHUG00000018727	Hucho_hucho
ENSGAGP00000019998	ENSGAGG00000014731	Gopherus_agassizii
ENSPMGP00000008234	ENSPMGG00000006825	Periophthalmus_magnuspinnatus
ENSHHUP00000000407	ENSHHUG00000000287	Hucho_hucho
ENSPKIP00000028733	ENSPKIG00000010237	Paramormyrops_kingsleyae
ENSORLP00000008352	ENSORLG00000006655	Oryzias_latipes_ASM223467v1
ENSMLEP00000031916	ENSMLEG00000040168	Mandrillus_leucophaeus
ENSMFAP00000008708	ENSMFAG00000001141	Macaca_fascicularis
ENSMUNP00000009812	ENSMUNG00000007744	Melopsittacus_undulatus
ENSCPBP00000008214	ENSCPBG00000006429	Chrysemys_picta_bellii
ENSSMAP00000018354	ENSSMAG00000011240	Scophthalmus_maximus
ENSMALP00000005754	ENSMALG00000004131	Monopterus_albus
ENSLAFP00000015415	ENSLAFG00000018395	Loxodonta_africana
ENSPEMP00000011054	ENSPEMG00000011815	Peromyscus_maniculatus_bairdii
ENSGWIP00000039069	ENSGWIG00000019885	Gouania_willdenowi
ENSELUP00000014467	ENSELUG00000014559	Esox_lucius
ENSCAFP00000010208	ENSCAFG00000006841	Canis_lupus_familiaris
ENSMEUP00000006396	ENSMEUG00000007015	Notamacropus_eugenii
ENSCCAP00000024035	ENSCCAG00000029799	Cebus_capucinus_imitator
ENSACIP00000008049	ENSACIG00000006306	Amphilophus_citrinellus
MGP_PahariEiJ_P0085888	MGP_PahariEiJ_G0030679	Mus_pahari_strain_PAHARI_EIJ
ENSAOCP00000005468	ENSAOCG00000002386	Amphiprion_ocellaris
ENSNMEP00000004041	ENSNMEG00000004503	Numida_meleagris
ENSPMGP00000010825	ENSPMGG00000008968	Periophthalmus_magnuspinnatus
ENSIPUP00000029870	ENSIPUG00000020198	Ictalurus_punctatus
ENSCAFP00020022873	ENSCAFG00020018061	Canis_lupus_dingo
ENSPMEP00000029107	ENSPMEG00000014633	Poecilia_mexicana
ENSORLP00015020869	ENSORLG00015022044	Oryzias_latipes_ASM223469v1
ENSCPUP00000019580	ENSCPUG00000013457	Calidris_pugnax
ENSLBEP00000017393	ENSLBEG00000013405	Labrus_bergylta
ENSHHUP00000057098	ENSHHUG00000034052	Hucho_hucho
ENSOPRP00000002149	ENSOPRG00000002324	Ochotona_princeps
ENSNBRP00000028345	ENSNBRG00000021582	Neolamprologus_brichardi
MGP_SPRETEiJ_P0067442	MGP_SPRETEiJ_G0027562	Mus_spretus_strain_SPRET/EiJ
ENSBMUP00000031320	ENSBMUG00000023380	Bos_mutus
ENSETEP00000001140	ENSETEG00000001414	Echinops_telfairi
ENSPTEP00000011259	ENSPTEG00000012701	Piliocolobus_tephrosceles
ENSXCOP00000011463	ENSXCOG00000008652	Xiphophorus_couchianus
ENSCLAP00000020378	ENSCLAG00000013958	Chinchilla_lanigera
ENSMAMP00000026087	ENSMAMG00000017471	Mastacembelus_armatus
ENSATEP00000025348	ENSATEG00000017583	Anabas_testudineus
ENSCPRP00005002525	ENSCPRG00005001836	Crocodylus_porosus
ENSNBRP00000022027	ENSNBRG00000016883	Neolamprologus_brichardi
ENSFHEP00000015062	ENSFHEG00000016672	Fundulus_heteroclitus
ENSCANP00000038951	ENSCANG00000043152	Colobus_angolensis_palliatus
ENSRNOP00000065380	ENSRNOG00000048898	Rattus_norvegicus
ENSSPAP00000022456	ENSSPAG00000016958	Stegastes_partitus
ENSTTRP00000006855	ENSTTRG00000007243	Tursiops_truncatus
ENSAPEP00000034543	ENSAPEG00000024532	Amphiprion_percula
ENSCHAP00000060048	ENSCHAG00000026894	Clupea_harengus	ENSCHAT00000064653
ENSPMGP00000007016	ENSPMGG00000005856	Periophthalmus_magnuspinnatus
ENSFHEP00000030054	ENSFHEG00000015150	Fundulus_heteroclitus
ENSSTOP00000031635	ENSSTOG00000031549	Ictidomys_tridecemlineatus
ENSMAUP00000011580	ENSMAUG00000012124	Mesocricetus_auratus
MGP_SPRETEiJ_P0023842	MGP_SPRETEiJ_G0016071	Mus_spretus_strain_SPRET/EiJ
ENSHCOP00000014766	ENSHCOG00000018215	Hippocampus_comes
ENSACIP00000012384	ENSACIG00000009661	Amphilophus_citrinellus
ENSCVAP00000007899	ENSCVAG00000009621	Cyprinodon_variegatus
ENSPNYP00000019654	ENSPNYG00000014817	Pundamilia_nyererei
ENSAPOP00000014120	ENSAPOG00000016984	Acanthochromis_polyacanthus
ENSONIP00000017762	ENSONIG00000014127	Oreochromis_niloticus
ENSSHAP00000005592	ENSSHAG00000004886	Sarcophilus_harrisii
ENSPANP00000009157	ENSPANG00000009058	Papio_anubis
ENSIPUP00000030775	ENSIPUG00000020771	Ictalurus_punctatus
ENSHHUP00000023465	ENSHHUG00000014724	Hucho_hucho
ENSAPEP00000022059	ENSAPEG00000015644	Amphiprion_percula
ENSFCAP00000008785	ENSFCAG00000009474	Felis_catus
ENSCSAVP00000010971	ENSCSAVG00000006426	Ciona_savignyi
ENSCGOP00000028721	ENSCGOG00000013444	Cottoperca_gobio
ENSNMEP00000024503	ENSNMEG00000020812	Numida_meleagris
ENSBBBP00000002066	ENSBBBG00000011194	Bison_bison_bison
ENSPPAP00000001237	ENSPPAG00000004961	Pan_paniscus
ENSANAP00000023737	ENSANAG00000029609	Aotus_nancymaae
ENSCABP00000021820	ENSCABG00000016082	Chelonoidis_abingdonii
ENSVURP00010006860	ENSVURG00010005317	Vombatus_ursinus
ENSMUNP00000014677	ENSMUNG00000011409	Melopsittacus_undulatus
ENSCCNP00000004886	ENSCCNG00000005201	Castor_canadensis
ENSECAP00000000057	ENSECAG00000000050	Equus_caballus
ENSPVIP00000003979	ENSPVIG00000003238	Pogona_vitticeps
ENSAOWP00000001291	ENSAOWG00000000940	Apteryx_owenii
ENSPREP00000014610	ENSPREG00000009886	Poecilia_reticulata
ENSOPRP00000006536	ENSOPRG00000007138	Ochotona_princeps
ENSXCOP00000005869	ENSXCOG00000004556	Xiphophorus_couchianus
ENSCCAP00000011345	ENSCCAG00000023365	Cebus_capucinus_imitator
ENSDARP00000147881	ENSDARG00000060349	Danio_rerio
ENSMFAP00000005261	ENSMFAG00000002297	Macaca_fascicularis
ENSORLP00020018205	ENSORLG00020019158	Oryzias_latipes_ASM223471v1
ENSAOWP00000017318	ENSAOWG00000011848	Apteryx_owenii
ENSTGUP00000011910	ENSTGUG00000011551	Taeniopygia_guttata
ENSFCAP00000016492	ENSFCAG00000026437	Felis_catus
ENSBBBP00000004690	ENSBBBG00000013586	Bison_bison_bison
ENSPFOP00000006773	ENSPFOG00000006805	Poecilia_formosa
ENSCATP00000010036	ENSCATG00000029269	Cercocebus_atys
ENSABRP00000024057	ENSABRG00000020213	Anser_brachyrhynchus
ENSCPBP00000029040	ENSCPBG00000020488	Chrysemys_picta_bellii
ENSPRNP00000012173	ENSPRNG00000006795	Parambassis_ranga
ENSOMEP00000020263	ENSOMEG00000022117	Oryzias_melastigma
ENSECRP00000012150	ENSECRG00000008096	Erpetoichthys_calabaricus
ENSBSLP00000055701	ENSBSLG00000026037	Betta_splendens
ENSLCOP00000001403	ENSLCOG00000001150	Lepidothrix_coronata
ENSGMOP00000012115	ENSGMOG00000011327	Gadus_morhua
ENSNMEP00000022668	ENSNMEG00000019387	Numida_meleagris
ENSBSLP00000049381	ENSBSLG00000023477	Betta_splendens
ENSCSEP00000032790	ENSCSEG00000021055	Cynoglossus_semilaevis
ENSDCDP00000013596	ENSDCDG00000009555	Denticeps_clupeoides
ENSMNEP00000009937	ENSMNEG00000029371	Macaca_nemestrina
ENSATEP00000021553	ENSATEG00000014945	Anabas_testudineus
ENSMLUP00000001671	ENSMLUG00000001835	Myotis_lucifugus
ENSLBEP00000023231	ENSLBEG00000017818	Labrus_bergylta
ENSLSDP00000000471	ENSLSDG00000000396	Lonchura_striata_domestica
ENSMVIP00005025960	ENSMVIG00005018115	Manacus_vitellinus
ENSMMOP00000019195	ENSMMOG00000014531	Mola_mola
ENSAMEP00000017261	ENSAMEG00000016334	Ailuropoda_melanoleuca
ENSTGUP00000012435	ENSTGUG00000012072	Taeniopygia_guttata
ENSDCDP00000035384	ENSDCDG00000023796	Denticeps_clupeoides
ENSDORP00000009212	ENSDORG00000009800	Dipodomys_ordii
ENSPMJP00000025139	ENSPMJG00000018431	Parus_major
ENSHCOP00000001934	ENSHCOG00000003025	Hippocampus_comes
ENSXCOP00000025690	ENSXCOG00000019195	Xiphophorus_couchianus
ENSPSIP00000013996	ENSPSIG00000012488	Pelodiscus_sinensis
ENSBIXP00000033526	ENSBIXG00000016330	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTNIP00000015211	ENSTNIG00000012245	Tetraodon_nigroviridis
ENSCHIP00000009164	ENSCHIG00000012119	Capra_hircus
ENSSPAP00000027759	ENSSPAG00000020929	Stegastes_partitus
ENSDCDP00000054778	ENSDCDG00000032553	Denticeps_clupeoides
ENSPNAP00000035948	ENSPNAG00000026345	Pygocentrus_nattereri
ENSRNOP00000073555	ENSRNOG00000009805	Rattus_norvegicus
ENSRROP00000032727	ENSRROG00000040004	Rhinopithecus_roxellana
ENSMGAP00000000828	ENSMGAG00000001349	Meleagris_gallopavo
ENSMUSP00000098848	ENSMUSG00000073006	Mus_musculus_strain_reference_(CL57BL6)
ENSGALP00000073956	ENSGALG00000017103	Gallus_gallus
ENSAMXP00000037993	ENSAMXG00000043707	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEASP00005009363	ENSEASG00005006690	Equus_asinus_asinus
ENSPSMP00000010856	ENSPSMG00000007838	Prolemur_simus
ENSONIP00000016899	ENSONIG00000013440	Oreochromis_niloticus
ENSP00000376367	ENSG00000112290	Homo_sapiens
ENSMICP00000042410	ENSMICG00000032077	Microcebus_murinus
ENSCCEP00000027229	ENSCCEG00000023792	Cyanistes_caeruleus
ENSCHAP00000049306	ENSCHAG00000022646	Clupea_harengus
ENSOANP00000001463	ENSOANG00000000937	Ornithorhynchus_anatinus
ENSXETP00000043765	ENSXETG00000010125	Xenopus_tropicalis
ENSPNAP00000027685	ENSPNAG00000013214	Pygocentrus_nattereri
ENSGAGP00000004684	ENSGAGG00000003856	Gopherus_agassizii
ENSDARP00000126299	ENSDARG00000023940	Danio_rerio
ENSPRNP00000040501	ENSPRNG00000019883	Parambassis_ranga
ENSFCAP00000007285	ENSFCAG00000007866	Felis_catus
ENSCPBP00000020672	ENSCPBG00000014863	Chrysemys_picta_bellii
ENSSPAP00000028093	ENSSPAG00000021162	Stegastes_partitus
ENSCJAP00000010073	ENSCJAG00000005488	Callithrix_jacchus
ENSCCNP00000017318	ENSCCNG00000017632	Castor_canadensis
ENSMFAP00000010294	ENSMFAG00000006706	Macaca_fascicularis
ENSPVIP00000028767	ENSPVIG00000021272	Pogona_vitticeps
ENSAMXP00000014928	ENSAMXG00000014501	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSRROP00000003234	ENSRROG00000012791	Rhinopithecus_roxellana
ENSPCOP00000013399	ENSPCOG00000018308	Propithecus_coquereli
ENSIPUP00000009995	ENSIPUG00000006830	Ictalurus_punctatus
ENSSPAP00000003675	ENSSPAG00000002775	Stegastes_partitus
ENSPLAP00000016615	ENSPLAG00000020803	Poecilia_latipinna
ENSGWIP00000054441	ENSGWIG00000026023	Gouania_willdenowi
ENSMOCP00000016648	ENSMOCG00000015492	Microtus_ochrogaster
ENSGACP00000007637	ENSGACG00000005777	Gasterosteus_aculeatus
ENSAHAP00000001137	ENSAHAG00000000972	Apteryx_haastii
ENSSLDP00000029354	ENSSLDG00000022661	Seriola_lalandi_dorsalis
MGP_CAROLIEiJ_P0092516	MGP_CAROLIEiJ_G0033342	Mus_caroli_strain_CAROLI_EIJ
ENSPMGP00000022004	ENSPMGG00000017820	Periophthalmus_magnuspinnatus
ENSMAMP00000026270	ENSMAMG00000017618	Mastacembelus_armatus
ENSECRP00000009865	ENSECRG00000006604	Erpetoichthys_calabaricus
ENSHHUP00000082953	ENSHHUG00000048179	Hucho_hucho
ENSSMRP00000015548	ENSSMRG00000012089	Salvator_merianae
ENSCGRP00001012258	ENSCGRG00001013706	Cricetulus_griseus_CHOK1GS_HDv1
ENSSPUP00000014500	ENSSPUG00000011179	Sphenodon_punctatus
ENSNLEP00000035875	ENSNLEG00000003477	Nomascus_leucogenys
ENSAHAP00000021771	ENSAHAG00000015296	Apteryx_haastii
ENSHHUP00000050742	ENSHHUG00000030600	Hucho_hucho
ENSCGRP00001002877	ENSCGRG00001003303	Cricetulus_griseus_CHOK1GS_HDv1
ENSVPAP00000004039	ENSVPAG00000004345	Vicugna_pacos
FBpp0302981	FBgn0041781	Drosophila_melanogaster	FBtr0329949
ENSPPYP00000022721	ENSPPYG00000020301	Pongo_abelii
ENSLSDP00000007152	ENSLSDG00000005383	Lonchura_striata_domestica
ENSLCAP00010024256	ENSLCAG00010011364	Lates_calcarifer
ENSPLAP00000023755	ENSPLAG00000009357	Poecilia_latipinna
ENSLCRP00005005324	ENSLCRG00005002734	Larimichthys_crocea
ENSETEP00000007471	ENSETEG00000009198	Echinops_telfairi
ENSHBUP00000011370	ENSHBUG00000013021	Haplochromis_burtoni
ENSDCDP00000054787	ENSDCDG00000032556	Denticeps_clupeoides
ENSNGAP00000016822	ENSNGAG00000017438	Nannospalax_galili
ENSCCEP00000012197	ENSCCEG00000011811	Cyanistes_caeruleus
ENSSHAP00000015943	ENSSHAG00000013579	Sarcophilus_harrisii
ENSMLUP00000001643	ENSMLUG00000001800	Myotis_lucifugus
