ENSCJPP00005012248	ENSCJPG00005010434	Coturnix_japonica
ENSORLP00015019227	ENSORLG00015020311	Oryzias_latipes_ASM223469v1
ENSPSMP00000037445	ENSPSMG00000025737	Prolemur_simus
ENSMAUP00000013096	ENSMAUG00000013223	Mesocricetus_auratus
ENSDNOP00000028708	ENSDNOG00000040331	Dasypus_novemcinctus
ENSMPUP00000010792	ENSMPUG00000010879	Mustela_putorius_furo
ENSNVIP00000000750	ENSNVIG00000000654	Neovison_vison
ENSHGLP00100004179	ENSHGLG00100003178	Heterocephalus_glaber_HetGla_1.0
ENSMMUP00000054189	ENSMMUG00000022130	Macaca_mulatta
ENSDNOP00000031099	ENSDNOG00000034475	Dasypus_novemcinctus
ENSCABP00000018601	ENSCABG00000013746	Chelonoidis_abingdonii
ENSCINP00000015561	ENSCING00000007592	Ciona_intestinalis
ENSECAP00000023810	ENSECAG00000011532	Equus_caballus
ENSCVAP00000010856	ENSCVAG00000013044	Cyprinodon_variegatus
ENSOCUP00000049756	ENSOCUG00000035896	Oryctolagus_cuniculus
ENSHBUP00000028390	ENSHBUG00000012145	Haplochromis_burtoni
ENSCAPP00000011885	ENSCAPG00000012856	Cavia_aperea
ENSPANP00000000541	ENSPANG00000023869	Papio_anubis
ENSNSUP00000025320	ENSNSUG00000018233	Notechis_scutatus
ENSBMUP00000029172	ENSBMUG00000021836	Bos_mutus
ENSPTIP00000018440	ENSPTIG00000016567	Panthera_tigris_altaica
ENSUMAP00000009678	ENSUMAG00000007319	Ursus_maritimus
ENSBIXP00000011130	ENSBIXG00000016461	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLCOP00000006453	ENSLCOG00000004789	Lepidothrix_coronata
ENSVPAP00000010199	ENSVPAG00000010952	Vicugna_pacos
ENSOARP00000019041	ENSOARG00000017744	Ovis_aries
ENSCATP00000024187	ENSCATG00000035598	Cercocebus_atys
ENSHGLP00000020698	ENSHGLG00000014804	Heterocephalus_glaber_HetGla_female_1.0
ENSBTAP00000051734	ENSBTAG00000031205	Bos_taurus
ENSMNEP00000002794	ENSMNEG00000012820	Macaca_nemestrina
ENSOCUP00000028880	ENSOCUG00000015749	Oryctolagus_cuniculus
ENSMALP00000025032	ENSMALG00000017422	Monopterus_albus
ENSOANP00000004684	ENSOANG00000002949	Ornithorhynchus_anatinus
ENSRROP00000000653	ENSRROG00000002439	Rhinopithecus_roxellana
ENSVURP00010028852	ENSVURG00010022090	Vombatus_ursinus
ENSSTOP00000026557	ENSSTOG00000029563	Ictidomys_tridecemlineatus
ENSRROP00000003486	ENSRROG00000013782	Rhinopithecus_roxellana
ENSMICP00000051662	ENSMICG00000049147	Microcebus_murinus
ENSCAFP00000041030	ENSCAFG00000012516	Canis_lupus_familiaris
ENSMICP00000020393	ENSMICG00000027607	Microcebus_murinus
ENSBIXP00005019430	ENSBIXG00005022622	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSANAP00000038661	ENSANAG00000036774	Aotus_nancymaae
ENSONIP00000014920	ENSONIG00000011852	Oreochromis_niloticus
ENSHCOP00000015912	ENSHCOG00000019605	Hippocampus_comes
ENSOARP00000009915	ENSOARG00000009240	Ovis_aries
ENSCSAP00000010406	ENSCSAG00000014288	Chlorocebus_sabaeus
ENSOARP00000015099	ENSOARG00000014068	Ovis_aries
ENSOARP00000009328	ENSOARG00000008692	Ovis_aries
ENSCPOP00000023382	ENSCPOG00000027135	Cavia_porcellus
ENSCGRP00001021379	ENSCGRG00001020246	Cricetulus_griseus_CHOK1GS_HDv1
ENSDORP00000008047	ENSDORG00000008571	Dipodomys_ordii
ENSMSIP00000015543	ENSMSIG00000013347	Mus_spicilegus
ENSMGAP00000016369	ENSMGAG00000015426	Meleagris_gallopavo
ENSPANP00000007134	ENSPANG00000009423	Papio_anubis
ENSCHAP00000059020	ENSCHAG00000026509	Clupea_harengus
ENSTNIP00000005439	ENSTNIG00000002873	Tetraodon_nigroviridis
ENSAHAP00000003310	ENSAHAG00000002621	Apteryx_haastii
ENSPMEP00000033793	ENSPMEG00000022546	Poecilia_mexicana
ENSPANP00000030127	ENSPANG00000008455	Papio_anubis
ENSDNVP00000002243	ENSDNVG00000001629	Dromaius_novaehollandiae
ENSMUGP00000001950	ENSMUGG00000001839	Meriones_unguiculatus
ENSCSAP00000014334	ENSCSAG00000018322	Chlorocebus_sabaeus
ENSMICP00000049293	ENSMICG00000047186	Microcebus_murinus
ENSMOCP00000001472	ENSMOCG00000001114	Microtus_ochrogaster
ENSMNEP00000040161	ENSMNEG00000042976	Macaca_nemestrina
ENSPNAP00000025405	ENSPNAG00000010466	Pygocentrus_nattereri
ENSBTAP00000055366	ENSBTAG00000045504	Bos_taurus
ENSPPRP00000019458	ENSPPRG00000010809	Panthera_pardus
ENSPCOP00000029519	ENSPCOG00000027468	Propithecus_coquereli
ENSOARP00000004573	ENSOARG00000004274	Ovis_aries
ENSCJAP00000041423	ENSCJAG00000038745	Callithrix_jacchus
ENSLOCP00000017779	ENSLOCG00000014445	Lepisosteus_oculatus
ENSZALP00000016502	ENSZALG00000013397	Zonotrichia_albicollis
ENSPTRP00000038799	ENSPTRG00000022505	Pan_troglodytes
ENSOGAP00000016009	ENSOGAG00000029691	Otolemur_garnettii
ENSACIP00000016380	ENSACIG00000012752	Amphilophus_citrinellus
ENSTGEP00000022932	ENSTGEG00000018561	Theropithecus_gelada
ENSPCOP00000003409	ENSPCOG00000010245	Propithecus_coquereli
ENSPLAP00000002567	ENSPLAG00000003887	Poecilia_latipinna
ENSBIXP00005028356	ENSBIXG00005007977	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPPYP00000019026	ENSPPYG00000016992	Pongo_abelii
ENSAPOP00000004854	ENSAPOG00000006493	Acanthochromis_polyacanthus
ENSANAP00000028179	ENSANAG00000031943	Aotus_nancymaae
ENSSDAP00000025088	ENSSDAG00000022818	Spermophilus_dauricus
ENSOPRP00000008763	ENSOPRG00000009590	Ochotona_princeps
ENSSLDP00000004129	ENSSLDG00000003261	Seriola_lalandi_dorsalis
ENSCCNP00000022151	ENSCCNG00000021822	Castor_canadensis
ENSCJAP00000007609	ENSCJAG00000004192	Callithrix_jacchus
ENSGGOP00000045819	ENSGGOG00000040767	Gorilla_gorilla
ENSDNOP00000021861	ENSDNOG00000042761	Dasypus_novemcinctus
ENSCPOP00000005711	ENSCPOG00000006337	Cavia_porcellus
ENSCHIP00000017973	ENSCHIG00000017592	Capra_hircus
ENSBMUP00000016640	ENSBMUG00000012626	Bos_mutus
ENSNVIP00000019430	ENSNVIG00000015203	Neovison_vison
ENSCSAP00000007346	ENSCSAG00000011155	Chlorocebus_sabaeus
ENSSBOP00000000943	ENSSBOG00000004077	Saimiri_boliviensis_boliviensis
ENSCCAP00000037948	ENSCCAG00000036803	Cebus_capucinus_imitator
ENSPTEP00000013066	ENSPTEG00000014624	Piliocolobus_tephrosceles
ENSRBIP00000002319	ENSRBIG00000011362	Rhinopithecus_bieti
ENSMMUP00000004386	ENSMMUG00000003295	Macaca_mulatta
ENSCLAP00000022261	ENSCLAG00000015266	Chinchilla_lanigera
ENSMUSP00000033683	ENSMUSG00000031320	Mus_musculus_strain_reference_(CL57BL6)
ENSCPOP00000027464	ENSCPOG00000026308	Cavia_porcellus
ENSJJAP00000016408	ENSJJAG00000018263	Jaculus_jaculus
ENSMFAP00000016526	ENSMFAG00000031430	Macaca_fascicularis
ENSLACP00000003362	ENSLACG00000003006	Latimeria_chalumnae
ENSRNOP00000043988	ENSRNOG00000029574	Rattus_norvegicus
ENSEASP00005015456	ENSEASG00005010786	Equus_asinus_asinus
ENSANAP00000003143	ENSANAG00000019443	Aotus_nancymaae
ENSKMAP00000020030	ENSKMAG00000014895	Kryptolebias_marmoratus
