ENSPMAP00000006078	ENSPMAG00000005513	Petromyzon_marinus	ENSPMAT00000006107
ENSEBUP00000015605	ENSEBUG00000009804	Eptatretus_burgeri	ENSEBUT00000016181
ENSSLDP00000005981	ENSSLDG00000004788	Seriola_lalandi_dorsalis
ENSUMAP00000010020	ENSUMAG00000007537	Ursus_maritimus
ENSNVIP00000006016	ENSNVIG00000004822	Neovison_vison
ENSRROP00000003593	ENSRROG00000014250	Rhinopithecus_roxellana
ENSANAP00000036920	ENSANAG00000035957	Aotus_nancymaae
ENSTSYP00000014514	ENSTSYG00000027887	Carlito_syrichta
ENSCANP00000021494	ENSCANG00000034187	Colobus_angolensis_palliatus
ENSPTEP00000001669	ENSPTEG00000001859	Piliocolobus_tephrosceles
ENSMMUP00000074814	ENSMMUG00000062350	Macaca_mulatta
ENSTSYP00000026554	ENSTSYG00000006208	Carlito_syrichta
ENSPSMP00000005587	ENSPSMG00000004257	Prolemur_simus
ENSMICP00000049029	ENSMICG00000012351	Microcebus_murinus
ENSMOCP00000024935	ENSMOCG00000021202	Microtus_ochrogaster
ENSPEMP00000014080	ENSPEMG00000025760	Peromyscus_maniculatus_bairdii
ENSMUGP00000026567	ENSMUGG00000022127	Meriones_unguiculatus
ENSUPAP00010015766	ENSUPAG00010012628	Urocitellus_parryii
ENSMUGP00000029929	ENSMUGG00000024863	Meriones_unguiculatus
ENSCABP00000010869	ENSCABG00000008146	Chelonoidis_abingdonii
ENSGAGP00000012606	ENSGAGG00000009677	Gopherus_agassizii
ENSCMIP00000047342	ENSCMIG00000019413	Callorhinchus_milii
ENSCINP00000024283	ENSCING00000013171	Ciona_intestinalis
ENSCSAVP00000014356	ENSCSAVG00000008411	Ciona_savignyi
