ENSPTIP00000023628	ENSPTIG00000019645	Panthera_tigris_altaica
ENSLOCP00000014792	ENSLOCG00000012028	Lepisosteus_oculatus
ENSMPUP00000009054	ENSMPUG00000009129	Mustela_putorius_furo
ENSGACP00000009405	ENSGACG00000007039	Gasterosteus_aculeatus
ENSMFAP00000037873	ENSMFAG00000038064	Macaca_fascicularis
ENSAOWP00000004503	ENSAOWG00000003166	Apteryx_owenii
ENSCHIP00000009640	ENSCHIG00000012374	Capra_hircus
ENSAPOP00000021876	ENSAPOG00000002720	Acanthochromis_polyacanthus
MGP_CAROLIEiJ_P0069372	MGP_CAROLIEiJ_G0027465	Mus_caroli_strain_CAROLI_EIJ
ENSXCOP00000002985	ENSXCOG00000002371	Xiphophorus_couchianus
ENSCATP00000042261	ENSCATG00000043627	Cercocebus_atys
ENSSPUP00000005115	ENSSPUG00000003136	Sphenodon_punctatus
ENSMMMP00000004267	ENSMMMG00000003638	Marmota_marmota_marmota
ENSGAFP00000011809	ENSGAFG00000007976	Gambusia_affinis
ENSSFOP00015025968	ENSSFOG00015016648	Scleropages_formosus
ENSCGRP00015024665	ENSCGRG00015018723	Cricetulus_griseus_CriGri-PICR
ENSLCAP00010007690	ENSLCAG00010003734	Lates_calcarifer
ENSSLDP00000009986	ENSSLDG00000007943	Seriola_lalandi_dorsalis
ENSRROP00000004414	ENSRROG00000017985	Rhinopithecus_roxellana
ENSFDAP00000004396	ENSFDAG00000013641	Fukomys_damarensis
ENSOARP00000004154	ENSOARG00000003887	Ovis_aries
ENSAPOP00000034022	ENSAPOG00000022997	Acanthochromis_polyacanthus
ENSPREP00000031694	ENSPREG00000021469	Poecilia_reticulata
ENSCSEP00000031727	ENSCSEG00000020330	Cynoglossus_semilaevis
ENSMVIP00005012812	ENSMVIG00005009204	Manacus_vitellinus
ENSBBBP00000017543	ENSBBBG00000010032	Bison_bison_bison
ENSTBEP00000009959	ENSTBEG00000011507	Tupaia_belangeri
ENSPNAP00000034240	ENSPNAG00000023412	Pygocentrus_nattereri
ENSPKIP00000008828	ENSPKIG00000024133	Paramormyrops_kingsleyae	ENSPKIT00000032915
ENSCGOP00000037927	ENSCGOG00000013828	Cottoperca_gobio
ENSSCAP00000023930	ENSSCAG00000017127	Serinus_canaria
ENSHHUP00000083387	ENSHHUG00000048376	Hucho_hucho
ENSMAMP00000005845	ENSMAMG00000003967	Mastacembelus_armatus
ENSMALP00000002016	ENSMALG00000001447	Monopterus_albus
ENSTRUP00000043884	ENSTRUG00000017128	Takifugu_rubripes
ENSNGAP00000006173	ENSNGAG00000009045	Nannospalax_galili
ENSSMAP00000006946	ENSSMAG00000004251	Scophthalmus_maximus
ENSPNYP00000009228	ENSPNYG00000006997	Pundamilia_nyererei
ENSACIP00000026398	ENSACIG00000020460	Amphilophus_citrinellus
ENSCLAP00000000738	ENSCLAG00000000585	Chinchilla_lanigera
ENSCPUP00000012830	ENSCPUG00000009114	Calidris_pugnax
ENSTBEP00000015090	ENSTBEG00000017351	Tupaia_belangeri
ENSGALP00000057620	ENSGALG00000011109	Gallus_gallus
ENSOPRP00000008989	ENSOPRG00000009834	Ochotona_princeps
ENSATEP00000023172	ENSATEG00000016053	Anabas_testudineus
ENSELUP00000021566	ENSELUG00000020634	Esox_lucius
ENSPTEP00000021042	ENSPTEG00000022165	Piliocolobus_tephrosceles
ENSGWIP00000038691	ENSGWIG00000018232	Gouania_willdenowi
ENSLACP00000021152	ENSLACG00000018583	Latimeria_chalumnae
ENSPTRP00000069952	ENSPTRG00000016244	Pan_troglodytes
ENSLAFP00000010097	ENSLAFG00000012079	Loxodonta_africana
ENSCJAP00000025013	ENSCJAG00000013551	Callithrix_jacchus
ENSPTIP00000014245	ENSPTIG00000013656	Panthera_tigris_altaica
ENSPNYP00000003895	ENSPNYG00000003014	Pundamilia_nyererei
ENSCGRP00001013683	ENSCGRG00001014731	Cricetulus_griseus_CHOK1GS_HDv1
ENSCABP00000007579	ENSCABG00000003904	Chelonoidis_abingdonii
ENSSCAP00000020736	ENSSCAG00000014944	Serinus_canaria
ENSCHOP00000001003	ENSCHOG00000001128	Choloepus_hoffmanni
ENSTTRP00000015240	ENSTTRG00000016082	Tursiops_truncatus
ENSORLP00015005841	ENSORLG00015006678	Oryzias_latipes_ASM223469v1
ENSTGEP00000016621	ENSTGEG00000013386	Theropithecus_gelada
ENSPPRP00000003055	ENSPPRG00000022975	Panthera_pardus
ENSLACP00000010110	ENSLACG00000008912	Latimeria_chalumnae
ENSHBUP00000023520	ENSHBUG00000004443	Haplochromis_burtoni
ENSUMAP00000034624	ENSUMAG00000024932	Ursus_maritimus
ENSHHUP00000041130	ENSHHUG00000024493	Hucho_hucho
ENSVPAP00000008562	ENSVPAG00000009198	Vicugna_pacos
ENSPEMP00000010183	ENSPEMG00000012207	Peromyscus_maniculatus_bairdii
ENSFCAP00000038654	ENSFCAG00000003342	Felis_catus
ENSDCDP00000012256	ENSDCDG00000004583	Denticeps_clupeoides	ENSDCDT00000014868
ENSAPOP00000023690	ENSAPOG00000001043	Acanthochromis_polyacanthus
ENSRROP00000028817	ENSRROG00000038181	Rhinopithecus_roxellana
ENSMZEP00005004594	ENSMZEG00005003538	Maylandia_zebra
ENSMMOP00000001887	ENSMMOG00000001587	Mola_mola
ENSVVUP00000028570	ENSVVUG00000020911	Vulpes_vulpes
ENSSLDP00000019477	ENSSLDG00000015264	Seriola_lalandi_dorsalis
ENSNSUP00000015461	ENSNSUG00000011432	Notechis_scutatus
ENSXMAP00000034641	ENSXMAG00000009503	Xiphophorus_maculatus
