ENSCATP00000016216	ENSCATG00000032048	Cercocebus_atys
ENSDNOP00000020547	ENSDNOG00000047242	Dasypus_novemcinctus
ENSCCAP00000028933	ENSCCAG00000032476	Cebus_capucinus_imitator
ENSNSUP00000028705	ENSNSUG00000020411	Notechis_scutatus
ENSECAP00000048716	ENSECAG00000016922	Equus_caballus
ENSPPRP00000007091	ENSPPRG00000002335	Panthera_pardus
ENSGMOP00000019818	ENSGMOG00000018418	Gadus_morhua
ENSNGAP00000024551	ENSNGAG00000022779	Nannospalax_galili
ENSMSIP00000016990	ENSMSIG00000014553	Mus_spicilegus
ENSCJAP00000067851	ENSCJAG00000068874	Callithrix_jacchus
ENSMOCP00000010111	ENSMOCG00000010314	Microtus_ochrogaster
ENSCPUP00000027045	ENSCPUG00000018210	Calidris_pugnax
ENSCAFP00020032599	ENSCAFG00020025397	Canis_lupus_dingo
ENSCCNP00000000725	ENSCCNG00000000822	Castor_canadensis
ENSPANP00000008302	ENSPANG00000013367	Papio_anubis
ENSMZEP00005006243	ENSMZEG00005004859	Maylandia_zebra
ENSOCUP00000039222	ENSOCUG00000009989	Oryctolagus_cuniculus
ENSCPUP00000009829	ENSCPUG00000006975	Calidris_pugnax
ENSNVIP00000001474	ENSNVIG00000001180	Neovison_vison
ENSSHAP00000012913	ENSSHAG00000011046	Sarcophilus_harrisii
ENSSARP00000006175	ENSSARG00000006805	Sorex_araneus
ENSCHIP00000019778	ENSCHIG00000018649	Capra_hircus
ENSCJPP00005001511	ENSCJPG00005001526	Coturnix_japonica
ENSXCOP00000026928	ENSXCOG00000020112	Xiphophorus_couchianus
ENSMAUP00000024526	ENSMAUG00000021361	Mesocricetus_auratus
ENSMSIP00000038085	ENSMSIG00000031722	Mus_spicilegus
ENSMALP00000020725	ENSMALG00000014500	Monopterus_albus
ENSSLDP00000019174	ENSSLDG00000015046	Seriola_lalandi_dorsalis
ENSECRP00000014523	ENSECRG00000009691	Erpetoichthys_calabaricus
ENSVVUP00000021130	ENSVVUG00000015543	Vulpes_vulpes
ENSMLUP00000019721	ENSMLUG00000006675	Myotis_lucifugus
ENSRROP00000045850	ENSRROG00000045795	Rhinopithecus_roxellana
ENSPTEP00000021368	ENSPTEG00000022427	Piliocolobus_tephrosceles
ENSHGLP00000017780	ENSHGLG00000012721	Heterocephalus_glaber_HetGla_female_1.0
ENSSCAP00000006534	ENSSCAG00000005110	Serinus_canaria
ENSSTOP00000000350	ENSSTOG00000000386	Ictidomys_tridecemlineatus
ENSAMXP00005015143	ENSAMXG00005008024	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSTOP00000007904	ENSSTOG00000008823	Ictidomys_tridecemlineatus
ENSTGUP00000001370	ENSTGUG00000001325	Taeniopygia_guttata
ENSMUGP00000002434	ENSMUGG00000002289	Meriones_unguiculatus
ENSPMGP00000002103	ENSPMGG00000001879	Periophthalmus_magnuspinnatus
ENSDORP00000016797	ENSDORG00000029373	Dipodomys_ordii
ENSEEEP00000018877	ENSEEEG00000009262	Electrophorus_electricus
ENSAOCP00000024031	ENSAOCG00000010516	Amphiprion_ocellaris
ENSMMOP00000024018	ENSMMOG00000018279	Mola_mola
ENSZALP00000014634	ENSZALG00000012136	Zonotrichia_albicollis
ENSCSAVP00000013467	ENSCSAVG00000007903	Ciona_savignyi
ENSVURP00010025870	ENSVURG00010019816	Vombatus_ursinus
ENSCCNP00000003286	ENSCCNG00000003537	Castor_canadensis
ENSFALP00000000602	ENSFALG00000000581	Ficedula_albicollis
ENSJJAP00000017215	ENSJJAG00000018843	Jaculus_jaculus
ENSLCOP00000011486	ENSLCOG00000008345	Lepidothrix_coronata
ENSCLAP00000014711	ENSCLAG00000010152	Chinchilla_lanigera
ENSOPRP00000004637	ENSOPRG00000005034	Ochotona_princeps
ENSXETP00000026901	ENSXETG00000009532	Xenopus_tropicalis
ENSVVUP00000022913	ENSVVUG00000016768	Vulpes_vulpes
ENSAMEP00000007788	ENSAMEG00000007318	Ailuropoda_melanoleuca
MGP_PahariEiJ_P0079817	MGP_PahariEiJ_G0028874	Mus_pahari_strain_PAHARI_EIJ
ENSPCOP00000004799	ENSPCOG00000013163	Propithecus_coquereli
ENSRNOP00000072209	ENSRNOG00000051507	Rattus_norvegicus
ENSTNIP00000012033	ENSTNIG00000009173	Tetraodon_nigroviridis
ENSECAP00000043153	ENSECAG00000015264	Equus_caballus
ENSHGLP00000024427	ENSHGLG00000017413	Heterocephalus_glaber_HetGla_female_1.0
ENSDNOP00000019832	ENSDNOG00000031644	Dasypus_novemcinctus
ENSMAUP00000000440	ENSMAUG00000000371	Mesocricetus_auratus
ENSORLP00020021232	ENSORLG00020022471	Oryzias_latipes_ASM223471v1
ENSPPYP00000014127	ENSPPYG00000012654	Pongo_abelii
ENSLCRP00005040884	ENSLCRG00005015742	Larimichthys_crocea
ENSATEP00000020707	ENSATEG00000014436	Anabas_testudineus
ENSMOCP00000003167	ENSMOCG00000002524	Microtus_ochrogaster
ENSAPEP00000032478	ENSAPEG00000023063	Amphiprion_percula
ENSDARP00000124918	ENSDARG00000007377	Danio_rerio
ENSPTEP00000002472	ENSPTEG00000002915	Piliocolobus_tephrosceles
ENSAPOP00000031943	ENSAPOG00000019513	Acanthochromis_polyacanthus
ENSUPAP00010015518	ENSUPAG00010012419	Urocitellus_parryii
ENSPVAP00000007928	ENSPVAG00000008394	Pteropus_vampyrus
ENSOGAP00000022310	ENSOGAG00000009893	Otolemur_garnettii
ENSAMEP00000018749	ENSAMEG00000017744	Ailuropoda_melanoleuca
ENSIPUP00000012652	ENSIPUG00000008600	Ictalurus_punctatus
ENSMLUP00000020133	ENSMLUG00000025896	Myotis_lucifugus
ENSGALP00000052577	ENSGALG00000029295	Gallus_gallus
ENSOPRP00000010968	ENSOPRG00000012018	Ochotona_princeps
ENSDARP00000122392	ENSDARG00000035869	Danio_rerio
ENSAHAP00000006414	ENSAHAG00000004832	Apteryx_haastii
ENSNBRP00000015030	ENSNBRG00000011620	Neolamprologus_brichardi
ENSSLDP00000009392	ENSSLDG00000007462	Seriola_lalandi_dorsalis
ENSNLEP00000004434	ENSNLEG00000003653	Nomascus_leucogenys
ENSMUGP00000001235	ENSMUGG00000001165	Meriones_unguiculatus
ENSCGRP00015011270	ENSCGRG00015008681	Cricetulus_griseus_CriGri-PICR
ENSSPAP00000020230	ENSSPAG00000015272	Stegastes_partitus
ENSBIXP00005002310	ENSBIXG00005008688	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDNOP00000018830	ENSDNOG00000046915	Dasypus_novemcinctus
ENSDNOP00000025803	ENSDNOG00000046882	Dasypus_novemcinctus
ENSCPUP00000005256	ENSCPUG00000003861	Calidris_pugnax
ENSPCIP00000034913	ENSPCIG00000025816	Phascolarctos_cinereus
ENSPVIP00000024590	ENSPVIG00000018518	Pogona_vitticeps
ENSNLEP00000003895	ENSNLEG00000003217	Nomascus_leucogenys
ENSBBBP00000002807	ENSBBBG00000011893	Bison_bison_bison
MGP_CAROLIEiJ_P0064530	MGP_CAROLIEiJ_G0026506	Mus_caroli_strain_CAROLI_EIJ
ENSCJAP00000029630	ENSCJAG00000016087	Callithrix_jacchus
ENSMMOP00000022385	ENSMMOG00000017006	Mola_mola
ENSBIXP00000017052	ENSBIXG00000021092	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSDUP00000026434	ENSSDUG00000019177	Seriola_dumerili
ENSLSDP00000011421	ENSLSDG00000008377	Lonchura_striata_domestica
ENSANAP00000038459	ENSANAG00000036668	Aotus_nancymaae
ENSTTRP00000004333	ENSTTRG00000004611	Tursiops_truncatus
ENSOANP00000012278	ENSOANG00000007708	Ornithorhynchus_anatinus
ENSCGRP00015015211	ENSCGRG00015011676	Cricetulus_griseus_CriGri-PICR
ENSNGAP00000022404	ENSNGAG00000021284	Nannospalax_galili
ENSOARP00000016555	ENSOARG00000015431	Ovis_aries
ENSGGOP00000010896	ENSGGOG00000011173	Gorilla_gorilla
ENSDCDP00000029101	ENSDCDG00000020792	Denticeps_clupeoides	ENSDCDT00000038230
ENSMPUP00000014982	ENSMPUG00000015093	Mustela_putorius_furo
ENSTRUP00000049713	ENSTRUG00000023138	Takifugu_rubripes
ENSNGAP00000002071	ENSNGAG00000001599	Nannospalax_galili
ENSPFOP00000013440	ENSPFOG00000013348	Poecilia_formosa
ENSPLAP00000004976	ENSPLAG00000006774	Poecilia_latipinna
MGP_CAROLIEiJ_P0064731	MGP_CAROLIEiJ_G0026542	Mus_caroli_strain_CAROLI_EIJ
ENSELUP00000004814	ENSELUG00000000186	Esox_lucius
ENSPNAP00000024673	ENSPNAG00000009343	Pygocentrus_nattereri
ENSCCEP00000009051	ENSCCEG00000009246	Cyanistes_caeruleus
ENSPTEP00000021669	ENSPTEG00000022670	Piliocolobus_tephrosceles
ENSSPAP00000025852	ENSSPAG00000019521	Stegastes_partitus
ENSEASP00005006651	ENSEASG00005004910	Equus_asinus_asinus
ENSPTIP00000018475	ENSPTIG00000016587	Panthera_tigris_altaica
ENSHGLP00100004721	ENSHGLG00100003569	Heterocephalus_glaber_HetGla_1.0
ENSPMJP00000016455	ENSPMJG00000012426	Parus_major
ENSAPOP00000005017	ENSAPOG00000006647	Acanthochromis_polyacanthus
ENSBIXP00005032361	ENSBIXG00005012889	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSARP00000001180	ENSSARG00000001295	Sorex_araneus
ENSHCOP00000015539	ENSHCOG00000019185	Hippocampus_comes
ENSSCAP00000017039	ENSSCAG00000012395	Serinus_canaria
ENSPMGP00000027528	ENSPMGG00000022216	Periophthalmus_magnuspinnatus
ENSPVIP00000018098	ENSPVIG00000013858	Pogona_vitticeps
ENSECAP00000036568	ENSECAG00000024539	Equus_caballus
ENSCGOP00000007439	ENSCGOG00000003667	Cottoperca_gobio
ENSCINP00000022156	ENSCING00000019466	Ciona_intestinalis
ENSSMRP00000020447	ENSSMRG00000015912	Salvator_merianae
ENSAPEP00000017850	ENSAPEG00000012782	Amphiprion_percula
ENSBIXP00000036026	ENSBIXG00000003449	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMUSP00000023884	ENSMUSG00000023120	Mus_musculus_strain_reference_(CL57BL6)
ENSMVIP00005016436	ENSMVIG00005011814	Manacus_vitellinus
ENSBIXP00000015960	ENSBIXG00000020284	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNBRP00000002395	ENSNBRG00000001916	Neolamprologus_brichardi
ENSCAFP00000048265	ENSCAFG00000000643	Canis_lupus_familiaris
ENSBBBP00000019788	ENSBBBG00000001634	Bison_bison_bison
ENSSDAP00000004268	ENSSDAG00000004024	Spermophilus_dauricus
ENSTGEP00000011298	ENSTGEG00000009236	Theropithecus_gelada
ENSTNIP00000007987	ENSTNIG00000005306	Tetraodon_nigroviridis
ENSMGAP00000012982	ENSMGAG00000012325	Meleagris_gallopavo
ENSXMAP00000018535	ENSXMAG00000018490	Xiphophorus_maculatus
ENSAMXP00000020696	ENSAMXG00000020090	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMOCP00000022007	ENSMOCG00000019177	Microtus_ochrogaster
ENSDNOP00000024135	ENSDNOG00000045656	Dasypus_novemcinctus
ENSBTAP00000005575	ENSBTAG00000004256	Bos_taurus
ENSCINP00000030331	ENSCING00000018645	Ciona_intestinalis
ENSMAUP00000013678	ENSMAUG00000013651	Mesocricetus_auratus
ENSMSIP00000008501	ENSMSIG00000007546	Mus_spicilegus
MGP_PahariEiJ_P0079622	MGP_PahariEiJ_G0028837	Mus_pahari_strain_PAHARI_EIJ
ENSMFAP00000037820	ENSMFAG00000038147	Macaca_fascicularis
ENSMMUP00000074038	ENSMMUG00000001338	Macaca_mulatta
ENSCVAP00000002293	ENSCVAG00000003390	Cyprinodon_variegatus
ENSCSAP00000018954	ENSCSAG00000019446	Chlorocebus_sabaeus
ENSPVIP00000008747	ENSPVIG00000007029	Pogona_vitticeps
ENSCCNP00000007226	ENSCCNG00000007729	Castor_canadensis
ENSDCDP00000026295	ENSDCDG00000019519	Denticeps_clupeoides
ENSMMMP00000012620	ENSMMMG00000011266	Marmota_marmota_marmota
ENSPMJP00000007270	ENSPMJG00000005987	Parus_major
ENSNSUP00000016455	ENSNSUG00000012144	Notechis_scutatus
ENSPFOP00000009868	ENSPFOG00000009860	Poecilia_formosa
ENSCPRP00005009338	ENSCPRG00005006625	Crocodylus_porosus
ENSSSCP00000027977	ENSSSCG00000023873	Sus_scrofa_strain_reference
ENSTNIP00000017014	ENSTNIG00000014006	Tetraodon_nigroviridis
ENSNPEP00000020685	ENSNPEG00000015388	Nothoprocta_perdicaria
MGP_SPRETEiJ_P0067249	MGP_SPRETEiJ_G0027522	Mus_spretus_strain_SPRET/EiJ
ENSOGAP00000014293	ENSOGAG00000015963	Otolemur_garnettii
ENSNPEP00000015875	ENSNPEG00000011833	Nothoprocta_perdicaria
ENSSDUP00000011198	ENSSDUG00000008171	Seriola_dumerili
ENSCINP00000016169	ENSCING00000007892	Ciona_intestinalis
ENSCHIP00000021849	ENSCHIG00000020039	Capra_hircus
ENSUAMP00000005515	ENSUAMG00000004889	Ursus_americanus
ENSHGLP00100005223	ENSHGLG00100003961	Heterocephalus_glaber_HetGla_1.0
ENSSPUP00000020564	ENSSPUG00000015782	Sphenodon_punctatus
ENSUAMP00000016572	ENSUAMG00000013009	Ursus_americanus
ENSPMAP00000007808	ENSPMAG00000007013	Petromyzon_marinus
ENSBIXP00005009134	ENSBIXG00005001834	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMUNP00000018702	ENSMUNG00000014305	Melopsittacus_undulatus
ENSELUP00000015432	ENSELUG00000015400	Esox_lucius
ENSMGAP00000004865	ENSMGAG00000004993	Meleagris_gallopavo
ENSPEMP00000018564	ENSPEMG00000017117	Peromyscus_maniculatus_bairdii
ENSLOCP00000020578	ENSLOCG00000016658	Lepisosteus_oculatus
ENSARWP00000027208	ENSARWG00000018392	Apteryx_rowi
ENSMMUP00000026911	ENSMMUG00000020441	Macaca_mulatta
ENSCPGP00000009641	ENSCPGG00000006849	Calidris_pygmaea
ENSMPUP00000015018	ENSMPUG00000015128	Mustela_putorius_furo
ENSTBEP00000000324	ENSTBEG00000000376	Tupaia_belangeri
ENSXETP00000017793	ENSXETG00000002041	Xenopus_tropicalis
ENSNGAP00000018515	ENSNGAG00000018618	Nannospalax_galili
ENSUPAP00010007079	ENSUPAG00010005709	Urocitellus_parryii
ENSPCIP00000045825	ENSPCIG00000022473	Phascolarctos_cinereus
ENSORLP00015011344	ENSORLG00015012203	Oryzias_latipes_ASM223469v1
ENSDNOP00000023854	ENSDNOG00000040720	Dasypus_novemcinctus
ENSMLUP00000016237	ENSMLUG00000027317	Myotis_lucifugus
ENSSPUP00000000501	ENSSPUG00000000404	Sphenodon_punctatus
ENSCHOP00000009651	ENSCHOG00000010898	Choloepus_hoffmanni
ENSPCOP00000011478	ENSPCOG00000017257	Propithecus_coquereli
ENSLACP00000017570	ENSLACG00000015477	Latimeria_chalumnae
ENSGAFP00000016660	ENSGAFG00000011235	Gambusia_affinis
ENSPNYP00000020984	ENSPNYG00000015861	Pundamilia_nyererei
ENSCHOP00000004799	ENSCHOG00000005420	Choloepus_hoffmanni
ENSAPEP00000028006	ENSAPEG00000019752	Amphiprion_percula
ENSCPOP00000022697	ENSCPOG00000015536	Cavia_porcellus
ENSGACP00000006862	ENSGACG00000005185	Gasterosteus_aculeatus
ENSBMUP00000010598	ENSBMUG00000008184	Bos_mutus
ENSDCDP00000029145	ENSDCDG00000020805	Denticeps_clupeoides
ENSSSCP00000064035	ENSSSCG00000003619	Sus_scrofa_strain_reference
ENSGALP00000005708	ENSGALG00000003614	Gallus_gallus
ENSPNAP00000004006	ENSPNAG00000010441	Pygocentrus_nattereri
ENSLCRP00005049667	ENSLCRG00005018735	Larimichthys_crocea
ENSAPOP00000032598	ENSAPOG00000020604	Acanthochromis_polyacanthus
ENSNPEP00000012941	ENSNPEG00000009604	Nothoprocta_perdicaria
ENSIPUP00000034372	ENSIPUG00000023075	Ictalurus_punctatus
ENSUPAP00010014202	ENSUPAG00010011416	Urocitellus_parryii
ENSMVIP00005004253	ENSMVIG00005003280	Manacus_vitellinus
ENSSDAP00000014794	ENSSDAG00000013304	Spermophilus_dauricus
ENSLAFP00000006784	ENSLAFG00000008095	Loxodonta_africana
ENSEEUP00000004776	ENSEEUG00000005234	Erinaceus_europaeus
ENSHHUP00000075283	ENSHHUG00000044110	Hucho_hucho
ENSCHIP00000029219	ENSCHIG00000024430	Capra_hircus
ENSMSIP00000035553	ENSMSIG00000029587	Mus_spicilegus
ENSHHUP00000061512	ENSHHUG00000036434	Hucho_hucho
ENSANAP00000036614	ENSANAG00000035808	Aotus_nancymaae
ENSFCAP00000029543	ENSFCAG00000010031	Felis_catus
ENSCAPP00000011883	ENSCAPG00000012846	Cavia_aperea
ENSHGLP00000006942	ENSHGLG00000005071	Heterocephalus_glaber_HetGla_female_1.0
ENSUAMP00000032569	ENSUAMG00000024867	Ursus_americanus
ENSACAP00000003333	ENSACAG00000003415	Anolis_carolinensis
ENSCVAP00000031514	ENSCVAG00000000884	Cyprinodon_variegatus
ENSEBUP00000019622	ENSEBUG00000012188	Eptatretus_burgeri
ENSTSYP00000016821	ENSTSYG00000035618	Carlito_syrichta
ENSSFOP00015005476	ENSSFOG00015003583	Scleropages_formosus
ENSLBEP00000035935	ENSLBEG00000026870	Labrus_bergylta
ENSCSEP00000013017	ENSCSEG00000008401	Cynoglossus_semilaevis
ENSOANP00000005048	ENSOANG00000003176	Ornithorhynchus_anatinus
ENSNGAP00000011305	ENSNGAG00000013478	Nannospalax_galili
ENSPCAP00000000323	ENSPCAG00000000346	Procavia_capensis
ENSNMEP00000008105	ENSNMEG00000007985	Numida_meleagris
ENSBIXP00000032782	ENSBIXG00000015430	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSRROP00000016778	ENSRROG00000032519	Rhinopithecus_roxellana
ENSGACP00000017183	ENSGACG00000012974	Gasterosteus_aculeatus
ENSOGAP00000001386	ENSOGAG00000001558	Otolemur_garnettii
ENSDORP00000025510	ENSDORG00000002669	Dipodomys_ordii
ENSMICP00000018876	ENSMICG00000032683	Microcebus_murinus
ENSAPLP00000006555	ENSAPLG00000006932	Anas_platyrhynchos_platyrhynchos
ENSSMAP00000014317	ENSSMAG00000008784	Scophthalmus_maximus
ENSNVIP00000019064	ENSNVIG00000014941	Neovison_vison
ENSUMAP00000027225	ENSUMAG00000019764	Ursus_maritimus
ENSMMOP00000025147	ENSMMOG00000019097	Mola_mola
ENSHGLP00000006345	ENSHGLG00000004640	Heterocephalus_glaber_HetGla_female_1.0
ENSBSLP00000052095	ENSBSLG00000024637	Betta_splendens
ENSKMAP00000007857	ENSKMAG00000005902	Kryptolebias_marmoratus
ENSMEUP00000013533	ENSMEUG00000014824	Notamacropus_eugenii
ENSANAP00000007168	ENSANAG00000021632	Aotus_nancymaae
ENSDNOP00000014343	ENSDNOG00000018474	Dasypus_novemcinctus
ENSMLEP00000002142	ENSMLEG00000008532	Mandrillus_leucophaeus
ENSCHAP00000029467	ENSCHAG00000014138	Clupea_harengus	ENSCHAT00000032017
ENSVVUP00000035068	ENSVVUG00000025226	Vulpes_vulpes
ENSEEEP00000030290	ENSEEEG00000014521	Electrophorus_electricus
ENSETEP00000011602	ENSETEG00000014299	Echinops_telfairi
ENSCATP00000033169	ENSCATG00000039600	Cercocebus_atys
ENSJHYP00000003176	ENSJHYG00000002624	Junco_hyemalis
ENSLBEP00000004423	ENSLBEG00000003392	Labrus_bergylta
ENSVPAP00000006233	ENSVPAG00000006712	Vicugna_pacos
ENSOARP00000022422	ENSOARG00000020862	Ovis_aries
ENSDNOP00000024701	ENSDNOG00000043208	Dasypus_novemcinctus
ENSMUGP00000018338	ENSMUGG00000015535	Meriones_unguiculatus
ENSTGEP00000021027	ENSTGEG00000016934	Theropithecus_gelada
MGP_CAROLIEiJ_P0038114	MGP_CAROLIEiJ_G0019751	Mus_caroli_strain_CAROLI_EIJ
ENSCAPP00000007975	ENSCAPG00000009770	Cavia_aperea
ENSAMEP00000015549	ENSAMEG00000014703	Ailuropoda_melanoleuca
ENSHHUP00000064902	ENSHHUG00000038340	Hucho_hucho
ENSCMIP00000023544	ENSCMIG00000010497	Callorhinchus_milii
ENSPSIP00000005628	ENSPSIG00000005195	Pelodiscus_sinensis
ENSPSMP00000019399	ENSPSMG00000013646	Prolemur_simus
ENSPTRP00000020031	ENSPTRG00000011650	Pan_troglodytes
ENSXMAP00000028014	ENSXMAG00000003359	Xiphophorus_maculatus
ENSPCAP00000009735	ENSPCAG00000010440	Procavia_capensis
ENSSMRP00000007550	ENSSMRG00000006061	Salvator_merianae
ENSTGEP00000004919	ENSTGEG00000004118	Theropithecus_gelada
ENSFHEP00000029130	ENSFHEG00000013661	Fundulus_heteroclitus
ENSTSYP00000012156	ENSTSYG00000013243	Carlito_syrichta
ENSMUSP00000065544	ENSMUSG00000037458	Mus_musculus_strain_reference_(CL57BL6)
ENSOANP00000021522	ENSOANG00000013638	Ornithorhynchus_anatinus
ENSCANP00000005688	ENSCANG00000019234	Colobus_angolensis_palliatus
ENSP00000234111	ENSG00000115758	Homo_sapiens
ENSGWIP00000008766	ENSGWIG00000005236	Gouania_willdenowi
ENSACAP00000012470	ENSACAG00000012600	Anolis_carolinensis
ENSHGLP00100010827	ENSHGLG00100008036	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00001025635	ENSCGRG00001023178	Cricetulus_griseus_CHOK1GS_HDv1
ENSBSLP00000052412	ENSBSLG00000024741	Betta_splendens
ENSAOWP00000003396	ENSAOWG00000002387	Apteryx_owenii
ENSKMAP00000002217	ENSKMAG00000001732	Kryptolebias_marmoratus
ENSTGUP00000013433	ENSTGUG00000013045	Taeniopygia_guttata
ENSMAMP00000019229	ENSMAMG00000012944	Mastacembelus_armatus
ENSSCAP00000007924	ENSSCAG00000006075	Serinus_canaria
ENSDCDP00000038570	ENSDCDG00000025856	Denticeps_clupeoides
ENSLAFP00000007996	ENSLAFG00000009535	Loxodonta_africana
ENSPNYP00000027212	ENSPNYG00000020519	Pundamilia_nyererei
ENSJJAP00000004719	ENSJJAG00000009723	Jaculus_jaculus
ENSPANP00000045149	ENSPANG00000021935	Papio_anubis
ENSPMAP00000003134	ENSPMAG00000002855	Petromyzon_marinus
ENSBMUP00000012208	ENSBMUG00000009348	Bos_mutus
ENSBMUP00000021942	ENSBMUG00000016530	Bos_mutus
ENSDNOP00000029508	ENSDNOG00000039278	Dasypus_novemcinctus
ENSXMAP00000002415	ENSXMAG00000002403	Xiphophorus_maculatus
ENSCSEP00000004473	ENSCSEG00000002908	Cynoglossus_semilaevis
ENSRNOP00000031505	ENSRNOG00000024788	Rattus_norvegicus
ENSBIXP00005031963	ENSBIXG00005001320	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSONIP00000020687	ENSONIG00000016427	Oreochromis_niloticus
ENSDNOP00000025043	ENSDNOG00000037311	Dasypus_novemcinctus
ENSHBUP00000013110	ENSHBUG00000014875	Haplochromis_burtoni
ENSATEP00000036065	ENSATEG00000024789	Anabas_testudineus
ENSBTAP00000010441	ENSBTAG00000007943	Bos_taurus
ENSJHYP00000009372	ENSJHYG00000007396	Junco_hyemalis
ENSLCAP00010028831	ENSLCAG00010013514	Lates_calcarifer
ENSLCAP00010041018	ENSLCAG00010019244	Lates_calcarifer
ENSBBBP00000003086	ENSBBBG00000012177	Bison_bison_bison
ENSMNEP00000004219	ENSMNEG00000019639	Macaca_nemestrina
ENSORLP00015012475	ENSORLG00015013359	Oryzias_latipes_ASM223469v1
ENSAOCP00000010786	ENSAOCG00000015005	Amphiprion_ocellaris
ENSVVUP00000001757	ENSVVUG00000001437	Vulpes_vulpes
ENSPMEP00000016434	ENSPMEG00000019083	Poecilia_mexicana
ENSOMEP00000028439	ENSOMEG00000011535	Oryzias_melastigma
ENSCGRP00001002006	ENSCGRG00001002023	Cricetulus_griseus_CHOK1GS_HDv1
ENSONIP00000003103	ENSONIG00000002480	Oreochromis_niloticus
ENSPTEP00000021512	ENSPTEG00000022543	Piliocolobus_tephrosceles
ENSCHIP00000033430	ENSCHIG00000027003	Capra_hircus
ENSPPAP00000001066	ENSPPAG00000004476	Pan_paniscus
ENSBTAP00000051287	ENSBTAG00000039994	Bos_taurus
ENSEASP00005001749	ENSEASG00005001310	Equus_asinus_asinus
ENSMLUP00000000729	ENSMLUG00000000798	Myotis_lucifugus
ENSCATP00000044309	ENSCATG00000044645	Cercocebus_atys
ENSSPAP00000020266	ENSSPAG00000015281	Stegastes_partitus
ENSORLP00000003831	ENSORLG00000003069	Oryzias_latipes_ASM223467v1
ENSFALP00000006165	ENSFALG00000005919	Ficedula_albicollis
ENSONIP00000007986	ENSONIG00000006334	Oreochromis_niloticus
ENSBSLP00000024275	ENSBSLG00000012363	Betta_splendens
ENSONIP00000007985	ENSONIG00000006333	Oreochromis_niloticus
ENSAOCP00000004197	ENSAOCG00000007751	Amphiprion_ocellaris
ENSLACP00000015806	ENSLACG00000013920	Latimeria_chalumnae
ENSMSIP00000014637	ENSMSIG00000012578	Mus_spicilegus
ENSTGEP00000019071	ENSTGEG00000015350	Theropithecus_gelada
ENSETEP00000013219	ENSETEG00000016301	Echinops_telfairi
ENSEASP00005022258	ENSEASG00005015199	Equus_asinus_asinus
ENSTRUP00000021916	ENSTRUG00000020120	Takifugu_rubripes
ENSMMUP00000008270	ENSMMUG00000006285	Macaca_mulatta
ENSSSCP00000071030	ENSSSCG00000027121	Sus_scrofa_strain_reference
ENSMLEP00000026568	ENSMLEG00000037479	Mandrillus_leucophaeus
ENSACLP00000008601	ENSACLG00000005854	Astatotilapia_calliptera
ENSCSAVP00000008753	ENSCSAVG00000005190	Ciona_savignyi
ENSCANP00000018458	ENSCANG00000032678	Colobus_angolensis_palliatus
ENSRNOP00000007999	ENSRNOG00000005333	Rattus_norvegicus
ENSORLP00000022229	ENSORLG00000017758	Oryzias_latipes_ASM223467v1
ENSPNAP00000005427	ENSPNAG00000011650	Pygocentrus_nattereri
ENSABRP00000024121	ENSABRG00000020264	Anser_brachyrhynchus
ENSVPAP00000010211	ENSVPAG00000010964	Vicugna_pacos
ENSODEP00000007512	ENSODEG00000005603	Octodon_degus
ENSPANP00000046748	ENSPANG00000002432	Papio_anubis
ENSORLP00020030882	ENSORLG00020015594	Oryzias_latipes_ASM223471v1
ENSPTEP00000017714	ENSPTEG00000019208	Piliocolobus_tephrosceles
ENSCCNP00000017712	ENSCCNG00000018019	Castor_canadensis
ENSNSUP00000016839	ENSNSUG00000012421	Notechis_scutatus
ENSACAP00000009060	ENSACAG00000009207	Anolis_carolinensis
ENSCSEP00000028425	ENSCSEG00000018171	Cynoglossus_semilaevis
