ENSCMIP00000013548	ENSCMIG00000006782	Callorhinchus_milii
ENSORLP00015024503	ENSORLG00015005107	Oryzias_latipes_ASM223469v1
ENSORLP00015004292	ENSORLG00015005063	Oryzias_latipes_ASM223469v1
ENSORLP00000031069	ENSORLG00000024631	Oryzias_latipes_ASM223467v1
ENSORLP00000040096	ENSORLG00000028741	Oryzias_latipes_ASM223467v1
ENSORLP00020009230	ENSORLG00020010142	Oryzias_latipes_ASM223471v1
ENSORLP00020009250	ENSORLG00020010174	Oryzias_latipes_ASM223471v1
ENSGWIP00000055811	ENSGWIG00000026513	Gouania_willdenowi
ENSTRUP00000046622	ENSTRUG00000018217	Takifugu_rubripes
ENSTNIP00000015232	ENSTNIG00000012265	Tetraodon_nigroviridis
ENSMMOP00000025452	ENSMMOG00000019317	Mola_mola
ENSLBEP00000020089	ENSLBEG00000015270	Labrus_bergylta	ENSLBET00000021163
ENSLBEP00000020403	ENSLBEG00000015496	Labrus_bergylta	ENSLBET00000021516
ENSCGOP00000013985	ENSCGOG00000006654	Cottoperca_gobio
ENSGACP00000011594	ENSGACG00000008721	Gasterosteus_aculeatus	ENSGACT00000011617
ENSPMGP00000023739	ENSPMGG00000019194	Periophthalmus_magnuspinnatus
ENSSMAP00000026881	ENSSMAG00000016394	Scophthalmus_maximus
ENSCSEP00000027691	ENSCSEG00000017679	Cynoglossus_semilaevis
ENSSDUP00000026771	ENSSDUG00000019298	Seriola_dumerili
ENSSLDP00000026132	ENSSLDG00000020127	Seriola_lalandi_dorsalis
ENSLCAP00010012723	ENSLCAG00010005971	Lates_calcarifer
ENSATEP00000018207	ENSATEG00000012461	Anabas_testudineus
ENSATEP00000018316	ENSATEG00000012688	Anabas_testudineus
ENSONIP00000016765	ENSONIG00000013332	Oreochromis_niloticus
ENSMAMP00000011943	ENSMAMG00000008053	Mastacembelus_armatus
ENSMAMP00000012220	ENSMAMG00000008123	Mastacembelus_armatus
ENSMALP00000002825	ENSMALG00000002086	Monopterus_albus
ENSEBUP00000005764	ENSEBUG00000003875	Eptatretus_burgeri
ENSPMAP00000010707	ENSPMAG00000009738	Petromyzon_marinus
ENSCVAP00000000644	ENSCVAG00000001593	Cyprinodon_variegatus
ENSELUP00000017852	ENSELUG00000000691	Esox_lucius
ENSELUP00000037871	ENSELUG00000017735	Esox_lucius
ENSHHUP00000009808	ENSHHUG00000005257	Hucho_hucho
ENSEEEP00000028418	ENSEEEG00000013638	Electrophorus_electricus
ENSEEEP00000028444	ENSEEEG00000013676	Electrophorus_electricus
ENSAMXP00005045883	ENSAMXG00005018687	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006537	ENSAMXG00000006306	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000006743	ENSPNAG00000002509	Pygocentrus_nattereri
ENSDARP00000118057	ENSDARG00000009499	Danio_rerio
ENSIPUP00000028944	ENSIPUG00000019547	Ictalurus_punctatus
ENSMALP00000029286	ENSMALG00000020182	Monopterus_albus
ENSPKIP00000035372	ENSPKIG00000014330	Paramormyrops_kingsleyae	ENSPKIT00000016301
ENSSFOP00015025914	ENSSFOG00015016537	Scleropages_formosus
ENSSFOP00015025502	ENSSFOG00015016404	Scleropages_formosus
ENSSFOP00015025641	ENSSFOG00015016426	Scleropages_formosus
ENSPKIP00000035197	ENSPKIG00000014230	Paramormyrops_kingsleyae	ENSPKIT00000016125
ENSPKIP00000035125	ENSPKIG00000014197	Paramormyrops_kingsleyae	ENSPKIT00000016052
ENSEBUP00000015375	ENSEBUG00000009686	Eptatretus_burgeri
ENSMVIP00005023707	ENSMVIG00005016537	Manacus_vitellinus
ENSLACP00000005696	ENSLACG00000005061	Latimeria_chalumnae
ENSJJAP00000010640	ENSJJAG00000014032	Jaculus_jaculus
ENSSHAP00000019542	ENSSHAG00000016595	Sarcophilus_harrisii
ENSSHAP00000019302	ENSSHAG00000016393	Sarcophilus_harrisii
ENSVURP00010001863	ENSVURG00010001445	Vombatus_ursinus
ENSVURP00010001636	ENSVURG00010001331	Vombatus_ursinus
ENSPCIP00000046990	ENSPCIG00000026821	Phascolarctos_cinereus
ENSPCIP00000036548	ENSPCIG00000026913	Phascolarctos_cinereus
ENSPCIP00000054160	ENSPCIG00000035321	Phascolarctos_cinereus
ENSMEUP00000002967	ENSMEUG00000003181	Notamacropus_eugenii
ENSMODP00000020821	ENSMODG00000016253	Monodelphis_domestica
ENSXETP00000046983	ENSXETG00000010516	Xenopus_tropicalis
ENSLACP00000003488	ENSLACG00000003111	Latimeria_chalumnae
ENSCMIP00000013624	ENSCMIG00000006500	Callorhinchus_milii
