ENSCINP00000030120	ENSCING00000018496	Ciona_intestinalis	ENSCINT00000031081
ENSCSAVP00000008817	ENSCSAVG00000005231	Ciona_savignyi	ENSCSAVT00000008930
ENSHHUP00000031239	ENSHHUG00000019854	Hucho_hucho
ENSMUGP00000010984	ENSMUGG00000009630	Meriones_unguiculatus
ENSPEMP00000035221	ENSPEMG00000027285	Peromyscus_maniculatus_bairdii
ENSSDAP00000013642	ENSSDAG00000012333	Spermophilus_dauricus
ENSEASP00005007529	ENSEASG00005005507	Equus_asinus_asinus
ENSECAP00000045753	ENSECAG00000037106	Equus_caballus
ENSMICP00000050901	ENSMICG00000049466	Microcebus_murinus
ENSCAFP00000055856	ENSCAFG00000014875	Canis_lupus_familiaris
ENSVURP00010013948	ENSVURG00010010702	Vombatus_ursinus
ENSVURP00010012687	ENSVURG00010009790	Vombatus_ursinus
ENSAPLP00000024697	ENSAPLG00000017190	Anas_platyrhynchos_platyrhynchos
ENSDNVP00000011679	ENSDNVG00000008225	Dromaius_novaehollandiae
ENSCABP00000019224	ENSCABG00000014209	Chelonoidis_abingdonii
ENSLCOP00000005280	ENSLCOG00000003943	Lepidothrix_coronata
ENSMVIP00005016973	ENSMVIG00005012146	Manacus_vitellinus
ENSGALP00000060511	ENSGALG00000026978	Gallus_gallus
ENSMGAP00000000624	ENSMGAG00000001213	Meleagris_gallopavo
ENSCJPP00005004057	ENSCJPG00005004112	Coturnix_japonica
ENSCPGP00000019538	ENSCPGG00000013685	Calidris_pygmaea
ENSPPAP00000028178	ENSPPAG00000037142	Pan_paniscus
ENSRBIP00000013657	ENSRBIG00000030892	Rhinopithecus_bieti
ENSBBBP00000007145	ENSBBBG00000001346	Bison_bison_bison
ENSAHAP00000016140	ENSAHAG00000011509	Apteryx_haastii
ENSAOWP00000003483	ENSAOWG00000002463	Apteryx_owenii
ENSARWP00000023855	ENSARWG00000016251	Apteryx_rowi
ENSNPEP00000004645	ENSNPEG00000003540	Nothoprocta_perdicaria
ENSNMEP00000007827	ENSNMEG00000007768	Numida_meleagris
ENSABRP00000023888	ENSABRG00000020076	Anser_brachyrhynchus
ENSJHYP00000015102	ENSJHYG00000011641	Junco_hyemalis
ENSZALP00000022423	ENSZALG00000017419	Zonotrichia_albicollis
ENSPMJP00000012736	ENSPMJG00000009755	Parus_major
ENSCCEP00000027908	ENSCCEG00000024243	Cyanistes_caeruleus
ENSSCAP00000002522	ENSSCAG00000002191	Serinus_canaria
ENSCPUP00000009726	ENSCPUG00000006901	Calidris_pugnax
ENSCPBP00000023355	ENSCPBG00000016679	Chrysemys_picta_bellii
ENSGAGP00000034059	ENSGAGG00000024203	Gopherus_agassizii
ENSCGOP00000040490	ENSCGOG00000018459	Cottoperca_gobio
ENSAMXP00005019045	ENSAMXG00005009906	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025409	ENSAMXG00000038794	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000023007	ENSPNAG00000007550	Pygocentrus_nattereri
ENSEEEP00000049867	ENSEEEG00000023440	Electrophorus_electricus
ENSDARP00000142323	ENSDARG00000077717	Danio_rerio
ENSCHAP00000043020	ENSCHAG00000020005	Clupea_harengus
ENSPMEP00000031287	ENSPMEG00000018297	Poecilia_mexicana
ENSPFOP00000011356	ENSPFOG00000011385	Poecilia_formosa
ENSPLAP00000025206	ENSPLAG00000012042	Poecilia_latipinna
ENSPREP00000010443	ENSPREG00000007066	Poecilia_reticulata
ENSGAFP00000019092	ENSGAFG00000012868	Gambusia_affinis
ENSXMAP00000036853	ENSXMAG00000020948	Xiphophorus_maculatus
ENSXCOP00000017985	ENSXCOG00000013543	Xiphophorus_couchianus
ENSKMAP00000015074	ENSKMAG00000011291	Kryptolebias_marmoratus
ENSAPEP00000007950	ENSAPEG00000005754	Amphiprion_percula
ENSAOCP00000012230	ENSAOCG00000016652	Amphiprion_ocellaris
ENSAPOP00000001314	ENSAPOG00000002586	Acanthochromis_polyacanthus
ENSATEP00000036374	ENSATEG00000024991	Anabas_testudineus
ENSLBEP00000021079	ENSLBEG00000016213	Labrus_bergylta
ENSCSEP00000015969	ENSCSEG00000010267	Cynoglossus_semilaevis
ENSSLDP00000004958	ENSSLDG00000003932	Seriola_lalandi_dorsalis
ENSSDUP00000022177	ENSSDUG00000016140	Seriola_dumerili
ENSLCAP00010029834	ENSLCAG00010014019	Lates_calcarifer
ENSORLP00015013580	ENSORLG00015014455	Oryzias_latipes_ASM223469v1
ENSORLP00000037946	ENSORLG00000023610	Oryzias_latipes_ASM223467v1
ENSORLP00020032907	ENSORLG00020018665	Oryzias_latipes_ASM223471v1
ENSOMEP00000018184	ENSOMEG00000019919	Oryzias_melastigma
ENSLCRP00005031097	ENSLCRG00005012330	Larimichthys_crocea
ENSMALP00000012719	ENSMALG00000009023	Monopterus_albus
ENSMAMP00000021240	ENSMAMG00000014274	Mastacembelus_armatus
ENSSMAP00000022253	ENSSMAG00000013571	Scophthalmus_maximus
ENSFHEP00000030232	ENSFHEG00000015425	Fundulus_heteroclitus
ENSMMOP00000013599	ENSMMOG00000010430	Mola_mola
ENSPRNP00000031466	ENSPRNG00000015794	Parambassis_ranga
ENSSPAP00000026907	ENSSPAG00000020292	Stegastes_partitus
ENSGWIP00000010394	ENSGWIG00000006101	Gouania_willdenowi
ENSPNYP00000025812	ENSPNYG00000019481	Pundamilia_nyererei
ENSHBUP00000009012	ENSHBUG00000010519	Haplochromis_burtoni
ENSACLP00000026217	ENSACLG00000017820	Astatotilapia_calliptera
ENSMZEP00005017978	ENSMZEG00005013519	Maylandia_zebra
ENSONIP00000018078	ENSONIG00000014377	Oreochromis_niloticus
ENSNBRP00000029006	ENSNBRG00000022109	Neolamprologus_brichardi
ENSACIP00000023644	ENSACIG00000018340	Amphilophus_citrinellus
ENSTNIP00000017857	ENSTNIG00000014816	Tetraodon_nigroviridis
ENSHCOP00000014054	ENSHCOG00000000478	Hippocampus_comes
ENSGACP00000009334	ENSGACG00000007041	Gasterosteus_aculeatus
ENSPMGP00000006392	ENSPMGG00000005361	Periophthalmus_magnuspinnatus
ENSGMOP00000003826	ENSGMOG00000003626	Gadus_morhua
ENSIPUP00000001680	ENSIPUG00000001196	Ictalurus_punctatus
ENSPKIP00000010282	ENSPKIG00000025048	Paramormyrops_kingsleyae
ENSSFOP00015003169	ENSSFOG00015002082	Scleropages_formosus
ENSSDUP00000028342	ENSSDUG00000020458	Seriola_dumerili
ENSPCIP00000052464	ENSPCIG00000013504	Phascolarctos_cinereus
ENSVURP00010030173	ENSVURG00010023076	Vombatus_ursinus
ENSPCIP00000029888	ENSPCIG00000022248	Phascolarctos_cinereus
ENSPCIP00000042432	ENSPCIG00000034995	Phascolarctos_cinereus
ENSPCIP00000030148	ENSPCIG00000022448	Phascolarctos_cinereus
ENSVURP00010000644	ENSVURG00010000576	Vombatus_ursinus
ENSMODP00000035511	ENSMODG00000024765	Monodelphis_domestica
ENSPCIP00000004610	ENSPCIG00000003818	Phascolarctos_cinereus
ENSVURP00010013455	ENSVURG00010010360	Vombatus_ursinus
ENSMODP00000060085	ENSMODG00000044608	Monodelphis_domestica
ENSMODP00000049016	ENSMODG00000041290	Monodelphis_domestica
ENSPCIP00000024013	ENSPCIG00000018155	Phascolarctos_cinereus
ENSPCIP00000002887	ENSPCIG00000002366	Phascolarctos_cinereus
ENSMODP00000047434	ENSMODG00000047288	Monodelphis_domestica
ENSMODP00000058119	ENSMODG00000003621	Monodelphis_domestica
ENSSHAP00000007898	ENSSHAG00000006854	Sarcophilus_harrisii
ENSPCIP00000046427	ENSPCIG00000035561	Phascolarctos_cinereus
ENSXETP00000038649	ENSXETG00000017544	Xenopus_tropicalis
ENSCGRP00001015988	ENSCGRG00001016452	Cricetulus_griseus_CHOK1GS_HDv1
ENSLSDP00000018036	ENSLSDG00000012869	Lonchura_striata_domestica
ENSPVIP00000024870	ENSPVIG00000018701	Pogona_vitticeps
ENSVURP00010027488	ENSVURG00010021041	Vombatus_ursinus
ENSTRUP00000052812	ENSTRUG00000022273	Takifugu_rubripes
ENSBSLP00000045319	ENSBSLG00000021628	Betta_splendens
ENSCVAP00000032783	ENSCVAG00000023098	Cyprinodon_variegatus
ENSCMIP00000020607	ENSCMIG00000009477	Callorhinchus_milii
B0513.3a.1	WBGene00004443	Caenorhabditis_elegans_strain_N2	B0513.3a.1
FBpp0071519	FBgn0016726	Drosophila_melanogaster	FBtr0071593
ENSMMMP00000011485	ENSMMMG00000010270	Marmota_marmota_marmota
YFR032C-A_mRNA	YFR032C-A	Saccharomyces_cerevisiae_strain_S288C
