ENSCINP00000031986	ENSCING00000024160	Ciona_intestinalis
ENSZALP00000018013	ENSZALG00000014481	Zonotrichia_albicollis
ENSJHYP00000011366	ENSJHYG00000008894	Junco_hyemalis
ENSSCAP00000009606	ENSSCAG00000007297	Serinus_canaria
ENSTGUP00000012800	ENSTGUG00000012435	Taeniopygia_guttata
ENSLSDP00000004345	ENSLSDG00000003388	Lonchura_striata_domestica
ENSLCOP00000014271	ENSLCOG00000010244	Lepidothrix_coronata
ENSMVIP00005017584	ENSMVIG00005012538	Manacus_vitellinus
ENSLCOP00000005739	ENSLCOG00000004257	Lepidothrix_coronata
ENSMVIP00005022796	ENSMVIG00005015994	Manacus_vitellinus
ENSJHYP00000022510	ENSJHYG00000016979	Junco_hyemalis
ENSZALP00000010502	ENSZALG00000008881	Zonotrichia_albicollis
ENSSCAP00000002416	ENSSCAG00000002101	Serinus_canaria
ENSFALP00000008893	ENSFALG00000008524	Ficedula_albicollis
ENSCCEP00000010064	ENSCCEG00000010100	Cyanistes_caeruleus
ENSPMJP00000006062	ENSPMJG00000005177	Parus_major
ENSPMJP00000006579	ENSPMJG00000005509	Parus_major
ENSCCEP00000009561	ENSCCEG00000009672	Cyanistes_caeruleus
ENSTGUP00000012052	ENSTGUG00000011693	Taeniopygia_guttata
ENSFALP00000005043	ENSFALG00000004842	Ficedula_albicollis
ENSMUNP00000022231	ENSMUNG00000016719	Melopsittacus_undulatus
ENSCPGP00000012055	ENSCPGG00000008587	Calidris_pygmaea
ENSCPGP00000012067	ENSCPGG00000008593	Calidris_pygmaea
ENSCPUP00000010967	ENSCPUG00000007778	Calidris_pugnax
ENSGALP00000050099	ENSGALG00000034348	Gallus_gallus
ENSMGAP00000013274	ENSMGAG00000012599	Meleagris_gallopavo
ENSNMEP00000008625	ENSNMEG00000008404	Numida_meleagris
ENSABRP00000011171	ENSABRG00000009964	Anser_brachyrhynchus
ENSAPLP00000026529	ENSAPLG00000023462	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005012315	ENSCPRG00005008758	Crocodylus_porosus
ENSGAGP00000017959	ENSGAGG00000013313	Gopherus_agassizii
ENSCABP00000005997	ENSCABG00000004509	Chelonoidis_abingdonii
ENSCPBP00000029323	ENSCPBG00000020667	Chrysemys_picta_bellii
ENSPSIP00000006992	ENSPSIG00000006454	Pelodiscus_sinensis
ENSSMRP00000027871	ENSSMRG00000021472	Salvator_merianae
ENSNSUP00000002289	ENSNSUG00000001932	Notechis_scutatus
ENSXETP00000008228	ENSXETG00000006896	Xenopus_tropicalis
ENSLACP00000012293	ENSLACG00000010823	Latimeria_chalumnae
ENSCMIP00000016947	ENSCMIG00000008105	Callorhinchus_milii
F11A10.1a.2	WBGene00008682	Caenorhabditis_elegans_strain_N2
YGR270W_mRNA	YGR270W	Saccharomyces_cerevisiae_strain_S288C
