caenorhabditis_elegans WBGene00019305
cynoglossus_semilaevis ENSCSEG00000005014
anabas_testudineus ENSATEG00000005076
periophthalmus_magnuspinnatus ENSPMGG00000011824
hippocampus_comes ENSHCOG00000014880
fundulus_heteroclitus ENSFHEG00000018758
cyprinodon_variegatus ENSCVAG00000014550
xiphophorus_maculatus ENSXMAG00000015906
xiphophorus_couchianus ENSXCOG00000000293
gambusia_affinis ENSGAFG00000018748
poecilia_latipinna ENSPLAG00000006102
poecilia_formosa ENSPFOG00000010513
poecilia_mexicana ENSPMEG00000010257
poecilia_reticulata ENSPREG00000012979
kryptolebias_marmoratus ENSKMAG00000012575
oryzias_latipes ENSORLG00015018606
oryzias_latipes ENSORLG00000011396
oryzias_latipes ENSORLG00020021145
oryzias_melastigma ENSOMEG00000017178
amphiprion_ocellaris ENSAOCG00000001447
amphiprion_percula ENSAPEG00000011125
acanthochromis_polyacanthus ENSAPOG00000009328
stegastes_partitus ENSSPAG00000009742
gadus_morhua ENSGMOG00000008904
esox_lucius ENSELUG00000023401
pygocentrus_nattereri ENSPNAG00000006548
astyanax_mexicanus ENSAMXG00000039971
ictalurus_punctatus ENSIPUG00000015488
danio_rerio ENSDARG00000012874
scleropages_formosus ENSSFOG00015005976
paramormyrops_kingsleyae ENSPKIG00000008651
lepisosteus_oculatus ENSLOCG00000013482
phascolarctos_cinereus ENSPCIG00000017973
phascolarctos_cinereus ENSPCIG00000009155
notamacropus_eugenii ENSMEUG00000009533
monodelphis_domestica ENSMODG00000017889
sarcophilus_harrisii ENSSHAG00000003867
rhinopithecus_roxellana ENSRROG00000029021
rhinopithecus_bieti ENSRBIG00000033583
colobus_angolensis ENSCANG00000038686
piliocolobus_tephrosceles ENSPTEG00000016779
theropithecus_gelada ENSTGEG00000004750
papio_anubis ENSPANG00000018621
chlorocebus_sabaeus ENSCSAG00000008814
macaca_fascicularis ENSMFAG00000039867
macaca_nemestrina ENSMNEG00000042686
cercocebus_atys ENSCATG00000041251
macaca_mulatta ENSMMUG00000014043
mandrillus_leucophaeus ENSMLEG00000040454
piliocolobus_tephrosceles ENSPTEG00000022176
pan_troglodytes ENSPTRG00000006975
pan_paniscus ENSPPAG00000026727
homo_sapiens ENSG00000092531
gorilla_gorilla ENSGGOG00000015801
pongo_abelii ENSPPYG00000006396
nomascus_leucogenys ENSNLEG00000004464
callithrix_jacchus ENSCJAG00000002994
saimiri_boliviensis ENSSBOG00000033772
cebus_capucinus ENSCCAG00000026500
cebus_capucinus ENSCCAG00000027420
aotus_nancymaae ENSANAG00000027684
aotus_nancymaae ENSANAG00000032044
microcebus_murinus ENSMICG00000027909
rattus_norvegicus ENSRNOG00000050552
jaculus_jaculus ENSJJAG00000004790
microtus_ochrogaster ENSMOCG00000015016
jaculus_jaculus ENSJJAG00000014934
cricetulus_griseus ENSCGRG00015014899
propithecus_coquereli ENSPCOG00000021962
erinaceus_europaeus ENSEEUG00000015360
sorex_araneus ENSSARG00000001253
vicugna_pacos ENSVPAG00000006257
heterocephalus_glaber ENSHGLG00100011404
heterocephalus_glaber ENSHGLG00000001904
fukomys_damarensis ENSFDAG00000017238
carlito_syrichta ENSTSYG00000033342
bos_taurus ENSBTAG00000050767
procavia_capensis ENSPCAG00000005243
loxodonta_africana ENSLAFG00000005462
propithecus_coquereli ENSPCOG00000021707
microcebus_murinus ENSMICG00000000813
propithecus_coquereli ENSPCOG00000022605
microcebus_murinus ENSMICG00000035188
prolemur_simus ENSPSMG00000007511
prolemur_simus ENSPSMG00000009644
carlito_syrichta ENSTSYG00000006589
carlito_syrichta ENSTSYG00000026646
capra_hircus ENSCHIG00000015965
vulpes_vulpes ENSVVUG00000028259
cricetulus_griseus ENSCGRG00015021427
cricetulus_griseus ENSCGRG00000006735
cricetulus_griseus ENSCGRG00001023096
cricetulus_griseus ENSCGRG00001012714
cricetulus_griseus ENSCGRG00000005294
cricetulus_griseus ENSCGRG00015009662
cricetulus_griseus ENSCGRG00000011773
cricetulus_griseus ENSCGRG00001017227
mesocricetus_auratus ENSMAUG00000011767
microtus_ochrogaster ENSMOCG00000017687
peromyscus_maniculatus ENSPEMG00000009208
mus_spretus MGP_SPRETEiJ_G0025086
mus_musculus ENSMUSG00000027287
mus_spicilegus ENSMSIG00000028159
mus_caroli MGP_CAROLIEiJ_G0024170
mus_pahari MGP_PahariEiJ_G0025612
meriones_unguiculatus ENSMUGG00000005387
nannospalax_galili ENSNGAG00000010489
jaculus_jaculus ENSJJAG00000011928
jaculus_jaculus ENSJJAG00000010120
heterocephalus_glaber ENSHGLG00100006820
heterocephalus_glaber ENSHGLG00000011239
heterocephalus_glaber ENSHGLG00100021247
heterocephalus_glaber ENSHGLG00000021035
heterocephalus_glaber ENSHGLG00100020422
heterocephalus_glaber ENSHGLG00000010355
heterocephalus_glaber ENSHGLG00100011989
fukomys_damarensis ENSFDAG00000005585
cavia_porcellus ENSCPOG00000003638
cavia_aperea ENSCAPG00000014500
chinchilla_lanigera ENSCLAG00000013390
castor_canadensis ENSCCNG00000027568
dipodomys_ordii ENSDORG00000011971
spermophilus_dauricus ENSSDAG00000015820
urocitellus_parryii ENSUPAG00010012863
marmota_marmota ENSMMMG00000019308
ictidomys_tridecemlineatus ENSSTOG00000006183
oryctolagus_cuniculus ENSOCUG00000010995
ochotona_princeps ENSOPRG00000013630
capra_hircus ENSCHIG00000007470
ovis_aries ENSOARG00000020535
bos_taurus ENSBTAG00000005661
bos_mutus ENSBMUG00000020123
bison_bison ENSBBBG00000013515
tursiops_truncatus ENSTTRG00000002561
sus_scrofa ENSSSCG00000038735
equus_caballus ENSECAG00000009143
equus_asinus ENSEASG00005013173
myotis_lucifugus ENSMLUG00000008016
pteropus_vampyrus ENSPVAG00000013761
neovison_vison ENSNVIG00000019250
mustela_putorius ENSMPUG00000009856
ursus_americanus ENSUAMG00000024507
ursus_maritimus ENSUMAG00000011033
ailuropoda_melanoleuca ENSAMEG00000015774
canis_lupus ENSCAFG00020003923
canis_lupus ENSCAFG00000011105
vulpes_vulpes ENSVVUG00000008696
panthera_tigris ENSPTIG00000010492
panthera_pardus ENSPPRG00000018274
felis_catus ENSFCAG00000013387
echinops_telfairi ENSETEG00000006399
choloepus_hoffmanni ENSCHOG00000005983
choloepus_hoffmanni ENSCHOG00000006468
dasypus_novemcinctus ENSDNOG00000007506
ornithorhynchus_anatinus ENSOANG00000010682
gallus_gallus ENSGALG00000009097
meleagris_gallopavo ENSMGAG00000011528
coturnix_japonica ENSCJPG00005014478
numida_meleagris ENSNMEG00000019876
anser_brachyrhynchus ENSABRG00000009944
calidris_pygmaea ENSCPGG00000015304
calidris_pugnax ENSCPUG00000015041
melopsittacus_undulatus ENSMUNG00000001003
cyanistes_caeruleus ENSCCEG00000007324
parus_major ENSPMJG00000014787
ficedula_albicollis ENSFALG00000005643
taeniopygia_guttata ENSTGUG00000011116
taeniopygia_guttata ENSTGUG00000017050
lonchura_striata ENSLSDG00000017062
zonotrichia_albicollis ENSZALG00000008302
junco_hyemalis ENSJHYG00000004827
serinus_canaria ENSSCAG00000000448
lepidothrix_coronata ENSLCOG00000011988
manacus_vitellinus ENSMVIG00005010388
apteryx_rowi ENSARWG00000009314
apteryx_haastii ENSAHAG00000010548
dromaius_novaehollandiae ENSDNVG00000018574
nothoprocta_perdicaria ENSNPEG00000003092
anas_platyrhynchos ENSAPLG00000012006
crocodylus_porosus ENSCPRG00005018395
gopherus_agassizii ENSGAGG00000003025
chelonoidis_abingdonii ENSCABG00000015806
chrysemys_picta ENSCPBG00000013044
pelodiscus_sinensis ENSPSIG00000006697
anolis_carolinensis ENSACAG00000015685
pogona_vitticeps ENSPVIG00000018971
notechis_scutatus ENSNSUG00000017327
salvator_merianae ENSSMRG00000010062
anolis_carolinensis ENSACAG00000009816
sphenodon_punctatus ENSSPUG00000002110
xenopus_tropicalis ENSXETG00000000056
latimeria_chalumnae ENSLACG00000012476
petromyzon_marinus ENSPMAG00000007764
ciona_savignyi ENSCSAVG00000004422
ciona_intestinalis ENSCING00000015685
drosophila_melanogaster FBgn0266720
drosophila_melanogaster FBgn0011288
caenorhabditis_elegans WBGene00004364
caenorhabditis_elegans WBGene00006454
saccharomyces_cerevisiae YGR009C
