urocitellus_parryii ENSUPAG00010002102
amphilophus_citrinellus ENSACIG00000013466
oryzias_latipes ENSORLG00000008732
oryzias_latipes ENSORLG00020012699
oryzias_latipes ENSORLG00015018997
oryzias_melastigma ENSOMEG00000004067
parambassis_ranga ENSPRNG00000001781
gouania_willdenowi ENSGWIG00000010883
larimichthys_crocea ENSLCRG00005005922
mola_mola ENSMMOG00000003349
labrus_bergylta ENSLBEG00000002433
cottoperca_gobio ENSCGOG00000011783
gasterosteus_aculeatus ENSGACG00000009027
monopterus_albus ENSMALG00000000800
mastacembelus_armatus ENSMAMG00000011892
anabas_testudineus ENSATEG00000001971
lates_calcarifer ENSLCAG00010005755
scophthalmus_maximus ENSSMAG00000019056
seriola_dumerili ENSSDUG00000012265
seriola_lalandi ENSSLDG00000013327
hippocampus_comes ENSHCOG00000004220
betta_splendens ENSBSLG00000026369
periophthalmus_magnuspinnatus ENSPMGG00000020842
gadus_morhua ENSGMOG00000014491
hucho_hucho ENSHHUG00000044345
hucho_hucho ENSHHUG00000037629
esox_lucius ENSELUG00000008799
lepisosteus_oculatus ENSLOCG00000005350
erpetoichthys_calabaricus ENSECRG00000015392
callorhinchus_milii ENSCMIG00000017779
haplochromis_burtoni ENSHBUG00000010553
mola_mola ENSMMOG00000021170
callorhinchus_milii ENSCMIG00000013458
junco_hyemalis ENSJHYG00000008767
serinus_canaria ENSSCAG00000004811
ciona_intestinalis ENSCING00000019110
ciona_savignyi ENSCSAVG00000004898
petromyzon_marinus ENSPMAG00000010152
eptatretus_burgeri ENSEBUG00000002732
ciona_savignyi ENSCSAVG00000005307
ciona_intestinalis ENSCING00000009596
hucho_hucho ENSHHUG00000029654
drosophila_melanogaster FBgn0014859
caenorhabditis_elegans WBGene00003605
