tursiops_truncatus ENSTTRG00000004448
apteryx_owenii ENSAOWG00000018949
apteryx_rowi ENSARWG00000012107
apteryx_haastii ENSAHAG00000006417
dromaius_novaehollandiae ENSDNVG00000006117
nothoprocta_perdicaria ENSNPEG00000013796
manacus_vitellinus ENSMVIG00005003871
lepidothrix_coronata ENSLCOG00000016020
cyanistes_caeruleus ENSCCEG00000016646
parus_major ENSPMJG00000002788
ficedula_albicollis ENSFALG00000014710
taeniopygia_guttata ENSTGUG00000012472
lonchura_striata_domestica ENSLSDG00000013639
serinus_canaria ENSSCAG00000003406
zonotrichia_albicollis ENSZALG00000016990
junco_hyemalis ENSJHYG00000015345
calidris_pygmaea ENSCPGG00000003692
calidris_pugnax ENSCPUG00000009921
melopsittacus_undulatus ENSMUNG00000007051
gallus_gallus ENSGALG00000015826
meleagris_gallopavo ENSMGAG00000015928
coturnix_japonica ENSCJPG00005004284
numida_meleagris ENSNMEG00000010172
anser_brachyrhynchus ENSABRG00000007726
anas_platyrhynchos_platyrhynchos ENSAPLG00000001766
crocodylus_porosus ENSCPRG00005016742
gopherus_agassizii ENSGAGG00000014787
chelonoidis_abingdonii ENSCABG00000000373
chrysemys_picta_bellii ENSCPBG00000005917
pelodiscus_sinensis ENSPSIG00000001449
pogona_vitticeps ENSPVIG00000004508
anolis_carolinensis ENSACAG00000015232
notechis_scutatus ENSNSUG00000002033
salvator_merianae ENSSMRG00000017491
phascolarctos_cinereus ENSPCIG00000027064
monodelphis_domestica ENSMODG00000023429
sarcophilus_harrisii ENSSHAG00000005228
chinchilla_lanigera ENSCLAG00000017856
octodon_degus ENSODEG00000019516
cavia_porcellus ENSCPOG00000003667
cavia_aperea ENSCAPG00000006933
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001528
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020178
fukomys_damarensis ENSFDAG00000009963
nannospalax_galili ENSNGAG00000009799
castor_canadensis ENSCCNG00000012659
dipodomys_ordii ENSDORG00000013517
spermophilus_dauricus ENSSDAG00000002214
marmota_marmota_marmota ENSMMMG00000009210
urocitellus_parryii ENSUPAG00010017008
ictidomys_tridecemlineatus ENSSTOG00000028468
dasypus_novemcinctus ENSDNOG00000047574
loxodonta_africana ENSLAFG00000014634
bos_mutus ENSBMUG00000012509
bos_taurus ENSBTAG00000026580
bison_bison_bison ENSBBBG00000021278
capra_hircus ENSCHIG00000009343
ovis_aries ENSOARG00000020007
sus_scrofa ENSSSCG00000035251
equus_asinus_asinus ENSEASG00005005626
equus_caballus ENSECAG00000016795
myotis_lucifugus ENSMLUG00000004277
pteropus_vampyrus ENSPVAG00000014646
sorex_araneus ENSSARG00000007853
neovison_vison ENSNVIG00000002790
mustela_putorius_furo ENSMPUG00000018659
ursus_maritimus ENSUMAG00000010350
ursus_americanus ENSUAMG00000012785
ailuropoda_melanoleuca ENSAMEG00000020212
canis_lupus_familiaris ENSCAFG00000003035
canis_lupus_dingo ENSCAFG00020015865
vulpes_vulpes ENSVVUG00000009769
panthera_pardus ENSPPRG00000021350
panthera_tigris_altaica ENSPTIG00000005312
felis_catus ENSFCAG00000013122
pan_troglodytes ENSPTRG00000029524
pan_paniscus ENSPPAG00000000954
homo_sapiens ENSG00000168830
gorilla_gorilla ENSGGOG00000026040
pongo_abelii ENSPPYG00000016822
nomascus_leucogenys ENSNLEG00000012901
colobus_angolensis_palliatus ENSCANG00000037441
piliocolobus_tephrosceles ENSPTEG00000017795
rhinopithecus_bieti ENSRBIG00000000207
rhinopithecus_roxellana ENSRROG00000019316
macaca_fascicularis ENSMFAG00000030866
macaca_mulatta ENSMMUG00000000223
macaca_nemestrina ENSMNEG00000004973
papio_anubis ENSPANG00000005474
theropithecus_gelada ENSTGEG00000018849
cercocebus_atys ENSCATG00000020218
mandrillus_leucophaeus ENSMLEG00000034175
chlorocebus_sabaeus ENSCSAG00000000196
callithrix_jacchus ENSCJAG00000044565
saimiri_boliviensis_boliviensis ENSSBOG00000019342
cebus_capucinus_imitator ENSCCAG00000020307
aotus_nancymaae ENSANAG00000020260
carlito_syrichta ENSTSYG00000000701
microcebus_murinus ENSMICG00000045579
prolemur_simus ENSPSMG00000010435
propithecus_coquereli ENSPCOG00000008988
latimeria_chalumnae ENSLACG00000005227
petromyzon_marinus ENSPMAG00000010171
drosophila_melanogaster FBgn0263116
drosophila_melanogaster FBgn0004168
tetraodon_nigroviridis ENSTNIG00000012775
labrus_bergylta ENSLBEG00000008943
gasterosteus_aculeatus ENSGACG00000003858
anabas_testudineus ENSATEG00000005887
monopterus_albus ENSMALG00000008568
seriola_lalandi_dorsalis ENSSLDG00000022034
seriola_dumerili ENSSDUG00000006689
scophthalmus_maximus ENSSMAG00000010887
oreochromis_niloticus ENSONIG00000005938
neolamprologus_brichardi ENSNBRG00000016748
astatotilapia_calliptera ENSACLG00000027619
pundamilia_nyererei ENSPNYG00000006722
maylandia_zebra ENSMZEG00005022087
haplochromis_burtoni ENSHBUG00000014776
amphilophus_citrinellus ENSACIG00000018260
mola_mola ENSMMOG00000004448
amphiprion_percula ENSAPEG00000016248
amphiprion_ocellaris ENSAOCG00000015995
acanthochromis_polyacanthus ENSAPOG00000011758
stegastes_partitus ENSSPAG00000001230
fundulus_heteroclitus ENSFHEG00000016185
cyprinodon_variegatus ENSCVAG00000002681
poecilia_formosa ENSPFOG00000015321
poecilia_latipinna ENSPLAG00000021745
poecilia_mexicana ENSPMEG00000013475
poecilia_reticulata ENSPREG00000009048
xiphophorus_maculatus ENSXMAG00000022057
gambusia_affinis ENSGAFG00000003358
kryptolebias_marmoratus ENSKMAG00000012536
oryzias_melastigma ENSOMEG00000004444
oryzias_melastigma ENSOMEG00000020976
oryzias_latipes_asm223467v1 ENSORLG00000025245
oryzias_latipes_asm223469v1 ENSORLG00015010706
oryzias_latipes_asm223471v1 ENSORLG00020010986
periophthalmus_magnuspinnatus ENSPMGG00000001853
hippocampus_comes ENSHCOG00000011954
gadus_morhua ENSGMOG00000017509
esox_lucius ENSELUG00000006032
pygocentrus_nattereri ENSPNAG00000007119
astyanax_mexicanus ENSAMXG00000034204
ictalurus_punctatus ENSIPUG00000011742
danio_rerio ENSDARG00000068557
ictalurus_punctatus ENSIPUG00000001879
astyanax_mexicanus ENSAMXG00000039164
danio_rerio ENSDARG00000038869
scleropages_formosus ENSSFOG00015002866
paramormyrops_kingsleyae ENSPKIG00000020904
paramormyrops_kingsleyae ENSPKIG00000012962
scleropages_formosus ENSSFOG00015004242
pogona_vitticeps ENSPVIG00000003242
anolis_carolinensis ENSACAG00000010972
notechis_scutatus ENSNSUG00000002278
salvator_merianae ENSSMRG00000014370
sphenodon_punctatus ENSSPUG00000002427
apteryx_owenii ENSAOWG00000011485
apteryx_rowi ENSARWG00000016605
apteryx_haastii ENSAHAG00000006797
dromaius_novaehollandiae ENSDNVG00000018998
nothoprocta_perdicaria ENSNPEG00000012773
calidris_pygmaea ENSCPGG00000004994
calidris_pugnax ENSCPUG00000019201
melopsittacus_undulatus ENSMUNG00000004867
lonchura_striata_domestica ENSLSDG00000011637
taeniopygia_guttata ENSTGUG00000000689
serinus_canaria ENSSCAG00000007408
cyanistes_caeruleus ENSCCEG00000002081
parus_major ENSPMJG00000005146
manacus_vitellinus ENSMVIG00005019524
lepidothrix_coronata ENSLCOG00000010315
junco_hyemalis ENSJHYG00000005257
zonotrichia_albicollis ENSZALG00000001437
ficedula_albicollis ENSFALG00000006884
anas_platyrhynchos_platyrhynchos ENSAPLG00000023307
anser_brachyrhynchus ENSABRG00000019943
gallus_gallus ENSGALG00000006362
coturnix_japonica ENSCJPG00005003149
meleagris_gallopavo ENSMGAG00000004853
numida_meleagris ENSNMEG00000007355
chelonoidis_abingdonii ENSCABG00000018411
gopherus_agassizii ENSGAGG00000022718
chrysemys_picta_bellii ENSCPBG00000018225
pelodiscus_sinensis ENSPSIG00000014680
crocodylus_porosus ENSCPRG00005005156
calidris_pygmaea ENSCPGG00000013036
calidris_pugnax ENSCPUG00000015882
melopsittacus_undulatus ENSMUNG00000002072
anser_brachyrhynchus ENSABRG00000001320
anas_platyrhynchos_platyrhynchos ENSAPLG00000025537
lepidothrix_coronata ENSLCOG00000014585
manacus_vitellinus ENSMVIG00005013466
cyanistes_caeruleus ENSCCEG00000008861
parus_major ENSPMJG00000019926
ficedula_albicollis ENSFALG00000013667
lonchura_striata_domestica ENSLSDG00000006276
taeniopygia_guttata ENSTGUG00000011609
serinus_canaria ENSSCAG00000010980
zonotrichia_albicollis ENSZALG00000006556
junco_hyemalis ENSJHYG00000017873
apteryx_rowi ENSARWG00000015093
apteryx_owenii ENSAOWG00000010432
apteryx_haastii ENSAHAG00000000462
dromaius_novaehollandiae ENSDNVG00000010681
pogona_vitticeps ENSPVIG00000000365
gopherus_agassizii ENSGAGG00000015304
chelonoidis_abingdonii ENSCABG00000007701
chrysemys_picta_bellii ENSCPBG00000010527
sphenodon_punctatus ENSSPUG00000016109
mus_spicilegus ENSMSIG00000007621
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050534
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015335
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014528
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027764
rattus_norvegicus ENSRNOG00000002549
meriones_unguiculatus ENSMUGG00000022095
cricetulus_griseus_crigri_1.0 ENSCGRG00000015223
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012462
cricetulus_griseus_crigri-picr ENSCGRG00015008562
mesocricetus_auratus ENSMAUG00000011414
peromyscus_maniculatus_bairdii ENSPEMG00000008772
nannospalax_galili ENSNGAG00000019120
marmota_marmota_marmota ENSMMMG00000022675
spermophilus_dauricus ENSSDAG00000005030
chinchilla_lanigera ENSCLAG00000004250
cavia_porcellus ENSCPOG00000000511
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016222
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020060
tupaia_belangeri ENSTBEG00000016742
pan_paniscus ENSPPAG00000028222
pan_troglodytes ENSPTRG00000051641
gorilla_gorilla ENSGGOG00000002919
nomascus_leucogenys ENSNLEG00000031890
cercocebus_atys ENSCATG00000036756
mandrillus_leucophaeus ENSMLEG00000035866
macaca_nemestrina ENSMNEG00000045112
macaca_mulatta ENSMMUG00000007915
macaca_fascicularis ENSMFAG00000045805
theropithecus_gelada ENSTGEG00000002581
theropithecus_gelada ENSTGEG00000002689
papio_anubis ENSPANG00000032709
saimiri_boliviensis_boliviensis ENSSBOG00000024815
cebus_capucinus_imitator ENSCCAG00000021824
callithrix_jacchus ENSCJAG00000021415
aotus_nancymaae ENSANAG00000028399
mustela_putorius_furo ENSMPUG00000000889
neovison_vison ENSNVIG00000002401
canis_lupus_dingo ENSCAFG00020014113
ursus_americanus ENSUAMG00000004405
ailuropoda_melanoleuca ENSAMEG00000012617
felis_catus ENSFCAG00000010869
panthera_pardus ENSPPRG00000006313
sorex_araneus ENSSARG00000009325
ovis_aries ENSOARG00000012127
capra_hircus ENSCHIG00000019661
bos_mutus ENSBMUG00000015093
bos_taurus ENSBTAG00000016785
bison_bison_bison ENSBBBG00000015023
equus_asinus_asinus ENSEASG00005004049
equus_caballus ENSECAG00000014433
microcebus_murinus ENSMICG00000017591
propithecus_coquereli ENSPCOG00000023319
prolemur_simus ENSPSMG00000018887
oryctolagus_cuniculus ENSOCUG00000016884
erinaceus_europaeus ENSEEUG00000015788
choloepus_hoffmanni ENSCHOG00000010862
dasypus_novemcinctus ENSDNOG00000043227
phascolarctos_cinereus ENSPCIG00000029017
notamacropus_eugenii ENSMEUG00000004747
monodelphis_domestica ENSMODG00000000510
sarcophilus_harrisii ENSSHAG00000018758
capra_hircus ENSCHIG00000011892
ovis_aries ENSOARG00000006574
bos_taurus ENSBTAG00000002891
bos_mutus ENSBMUG00000022249
bison_bison_bison ENSBBBG00000013740
tursiops_truncatus ENSTTRG00000010164
equus_caballus ENSECAG00000019251
equus_asinus_asinus ENSEASG00005001664
pteropus_vampyrus ENSPVAG00000000381
ursus_americanus ENSUAMG00000002626
ursus_maritimus ENSUMAG00000014544
ailuropoda_melanoleuca ENSAMEG00000001236
neovison_vison ENSNVIG00000000414
mustela_putorius_furo ENSMPUG00000009565
canis_lupus_dingo ENSCAFG00020005282
canis_lupus_familiaris ENSCAFG00000005077
vulpes_vulpes ENSVVUG00000002770
panthera_pardus ENSPPRG00000002723
panthera_tigris_altaica ENSPTIG00000013694
felis_catus ENSFCAG00000043931
oryctolagus_cuniculus ENSOCUG00000001410
oryctolagus_cuniculus ENSOCUG00000015556
tupaia_belangeri ENSTBEG00000000233
cebus_capucinus_imitator ENSCCAG00000037605
callithrix_jacchus ENSCJAG00000000158
saimiri_boliviensis_boliviensis ENSSBOG00000018779
aotus_nancymaae ENSANAG00000027051
pan_troglodytes ENSPTRG00000019904
pan_troglodytes ENSPTRG00000044242
pan_paniscus ENSPPAG00000040362
homo_sapiens ENSG00000157219
gorilla_gorilla ENSGGOG00000015522
pongo_abelii ENSPPYG00000018211
nomascus_leucogenys ENSNLEG00000027859
mandrillus_leucophaeus ENSMLEG00000040436
chlorocebus_sabaeus ENSCSAG00000006516
macaca_fascicularis ENSMFAG00000046388
macaca_nemestrina ENSMNEG00000037299
macaca_mulatta ENSMMUG00000013084
papio_anubis ENSPANG00000021639
theropithecus_gelada ENSTGEG00000006588
cercocebus_atys ENSCATG00000035923
rhinopithecus_roxellana ENSRROG00000029225
rhinopithecus_bieti ENSRBIG00000038906
piliocolobus_tephrosceles ENSPTEG00000038401
colobus_angolensis_palliatus ENSCANG00000028841
carlito_syrichta ENSTSYG00000004225
cavia_aperea ENSCAPG00000008670
cavia_porcellus ENSCPOG00000007970
octodon_degus ENSODEG00000014269
chinchilla_lanigera ENSCLAG00000001100
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012007
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013321
fukomys_damarensis ENSFDAG00000009768
ictidomys_tridecemlineatus ENSSTOG00000014566
urocitellus_parryii ENSUPAG00010012226
marmota_marmota_marmota ENSMMMG00000019020
spermophilus_dauricus ENSSDAG00000017187
peromyscus_maniculatus_bairdii ENSPEMG00000030608
microtus_ochrogaster ENSMOCG00000019605
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010326
cricetulus_griseus_crigri-picr ENSCGRG00015009429
cricetulus_griseus_crigri_1.0 ENSCGRG00000007171
mesocricetus_auratus ENSMAUG00000001772
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039106
mus_spicilegus ENSMSIG00000027945
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028031
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027035
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021808
rattus_norvegicus ENSRNOG00000007066
meriones_unguiculatus ENSMUGG00000003952
nannospalax_galili ENSNGAG00000023507
jaculus_jaculus ENSJJAG00000019192
castor_canadensis ENSCCNG00000022475
dipodomys_ordii ENSDORG00000014112
ochotona_princeps ENSOPRG00000005160
propithecus_coquereli ENSPCOG00000009795
prolemur_simus ENSPSMG00000010661
otolemur_garnettii ENSOGAG00000034672
loxodonta_africana ENSLAFG00000000821
procavia_capensis ENSPCAG00000013119
choloepus_hoffmanni ENSCHOG00000009734
dasypus_novemcinctus ENSDNOG00000041894
notamacropus_eugenii ENSMEUG00000000721
phascolarctos_cinereus ENSPCIG00000017460
sarcophilus_harrisii ENSSHAG00000011711
monodelphis_domestica ENSMODG00000004969
ornithorhynchus_anatinus ENSOANG00000006151
myotis_lucifugus ENSMLUG00000014427
petromyzon_marinus ENSPMAG00000010214
petromyzon_marinus ENSPMAG00000005791
lepisosteus_oculatus ENSLOCG00000012511
latimeria_chalumnae ENSLACG00000010511
xenopus_tropicalis ENSXETG00000006585
lepisosteus_oculatus ENSLOCG00000003129
eptatretus_burgeri ENSEBUG00000009747
