sphenodon_punctatus ENSSPUG00000018735
ictidomys_tridecemlineatus ENSSTOG00000014238
urocitellus_parryii ENSUPAG00010003373
castor_canadensis ENSCCNG00000013371
castor_canadensis ENSCCNG00000005015
dasypus_novemcinctus ENSDNOG00000034835
choloepus_hoffmanni ENSCHOG00000002966
loxodonta_africana ENSLAFG00000027532
procavia_capensis ENSPCAG00000012092
erinaceus_europaeus ENSEEUG00000013611
phascolarctos_cinereus ENSPCIG00000009723
notamacropus_eugenii ENSMEUG00000010444
sarcophilus_harrisii ENSSHAG00000008338
monodelphis_domestica ENSMODG00000024301
ovis_aries ENSOARG00000008695
apteryx_rowi ENSARWG00000013924
apteryx_haastii ENSAHAG00000013566
dromaius_novaehollandiae ENSDNVG00000014005
melopsittacus_undulatus ENSMUNG00000002266
melopsittacus_undulatus ENSMUNG00000002306
melopsittacus_undulatus ENSMUNG00000005550
melopsittacus_undulatus ENSMUNG00000003442
notechis_scutatus ENSNSUG00000000668
notechis_scutatus ENSNSUG00000004478
salvator_merianae ENSSMRG00000009798
anas_platyrhynchos_platyrhynchos ENSAPLG00000001539
anser_brachyrhynchus ENSABRG00000014628
gallus_gallus ENSGALG00000037228
meleagris_gallopavo ENSMGAG00000016472
coturnix_japonica ENSCJPG00005013201
numida_meleagris ENSNMEG00000004711
parus_major ENSPMJG00000006677
cyanistes_caeruleus ENSCCEG00000017065
ficedula_albicollis ENSFALG00000014422
zonotrichia_albicollis ENSZALG00000008214
calidris_pugnax ENSCPUG00000005459
apteryx_rowi ENSARWG00000006068
dromaius_novaehollandiae ENSDNVG00000015712
nothoprocta_perdicaria ENSNPEG00000015949
pelodiscus_sinensis ENSPSIG00000000141
notechis_scutatus ENSNSUG00000017029
notechis_scutatus ENSNSUG00000017031
notechis_scutatus ENSNSUG00000017030
salvator_merianae ENSSMRG00000013599
salvator_merianae ENSSMRG00000013600
salvator_merianae ENSSMRG00000013601
salvator_merianae ENSSMRG00000013598
salvator_merianae ENSSMRG00000013603
salvator_merianae ENSSMRG00000013602
anser_brachyrhynchus ENSABRG00000014649
anas_platyrhynchos_platyrhynchos ENSAPLG00000030070
gallus_gallus ENSGALG00000041249
coturnix_japonica ENSCJPG00005007619
numida_meleagris ENSNMEG00000004731
calidris_pugnax ENSCPUG00000005465
apteryx_haastii ENSAHAG00000007155
apteryx_rowi ENSARWG00000006067
nothoprocta_perdicaria ENSNPEG00000015948
apteryx_owenii ENSAOWG00000007861
gallus_gallus ENSGALG00000038269
coturnix_japonica ENSCJPG00005013208
numida_meleagris ENSNMEG00000004734
sphenodon_punctatus ENSSPUG00000016956
calidris_pugnax ENSCPUG00000003545
calidris_pygmaea ENSCPGG00000009828
dromaius_novaehollandiae ENSDNVG00000004564
apteryx_owenii ENSAOWG00000001659
nothoprocta_perdicaria ENSNPEG00000002080
calidris_pygmaea ENSCPGG00000000654
melopsittacus_undulatus ENSMUNG00000003421
anas_platyrhynchos_platyrhynchos ENSAPLG00000001717
anser_brachyrhynchus ENSABRG00000014604
calidris_pugnax ENSCPUG00000005425
melopsittacus_undulatus ENSMUNG00000003420
anas_platyrhynchos_platyrhynchos ENSAPLG00000027992
pelodiscus_sinensis ENSPSIG00000000132
sphenodon_punctatus ENSSPUG00000018645
anolis_carolinensis ENSACAG00000022740
anolis_carolinensis ENSACAG00000023190
pelodiscus_sinensis ENSPSIG00000000129
ursus_americanus ENSUAMG00000005522
ursus_maritimus ENSUMAG00000018027
ursus_americanus ENSUAMG00000004001
ailuropoda_melanoleuca ENSAMEG00000019984
ailuropoda_melanoleuca ENSAMEG00000019983
mustela_putorius_furo ENSMPUG00000018662
canis_lupus_dingo ENSCAFG00020025851
canis_lupus_dingo ENSCAFG00020025856
canis_lupus_familiaris ENSCAFG00000008100
vulpes_vulpes ENSVVUG00000030392
panthera_pardus ENSPPRG00000011678
panthera_pardus ENSPPRG00000019298
panthera_pardus ENSPPRG00000019265
panthera_tigris_altaica ENSPTIG00000010357
felis_catus ENSFCAG00000035775
pteropus_vampyrus ENSPVAG00000024107
pteropus_vampyrus ENSPVAG00000024081
sus_scrofa ENSSSCG00000038599
sus_scrofa ENSSSCG00000037989
sus_scrofa ENSSSCG00000034594
sus_scrofa ENSSSCG00000036216
vicugna_pacos ENSVPAG00000000900
bos_taurus ENSBTAG00000046471
bos_mutus ENSBMUG00000015367
capra_hircus ENSCHIG00000004506
capra_hircus ENSCHIG00000012631
capra_hircus ENSCHIG00000011463
ovis_aries ENSOARG00000012629
bos_taurus ENSBTAG00000052333
bison_bison_bison ENSBBBG00000000508
bos_taurus ENSBTAG00000053492
bison_bison_bison ENSBBBG00000014447
bison_bison_bison ENSBBBG00000000176
sorex_araneus ENSSARG00000008565
myotis_lucifugus ENSMLUG00000026351
myotis_lucifugus ENSMLUG00000023137
myotis_lucifugus ENSMLUG00000022689
myotis_lucifugus ENSMLUG00000025598
sus_scrofa ENSSSCG00000031195
prolemur_simus ENSPSMG00000009776
prolemur_simus ENSPSMG00000009765
microcebus_murinus ENSMICG00000028603
propithecus_coquereli ENSPCOG00000021952
otolemur_garnettii ENSOGAG00000028465
pan_paniscus ENSPPAG00000032442
pan_troglodytes ENSPTRG00000045266
gorilla_gorilla ENSGGOG00000041425
nomascus_leucogenys ENSNLEG00000019315
theropithecus_gelada ENSTGEG00000023640
papio_anubis ENSPANG00000013231
chlorocebus_sabaeus ENSCSAG00000005897
cercocebus_atys ENSCATG00000018722
macaca_fascicularis ENSMFAG00000029764
macaca_nemestrina ENSMNEG00000037486
macaca_mulatta ENSMMUG00000038864
aotus_nancymaae ENSANAG00000030945
callithrix_jacchus ENSCJAG00000022689
pan_troglodytes ENSPTRG00000046082
homo_sapiens ENSG00000149133
gorilla_gorilla ENSGGOG00000041034
nomascus_leucogenys ENSNLEG00000034129
theropithecus_gelada ENSTGEG00000023654
papio_anubis ENSPANG00000034504
macaca_mulatta ENSMMUG00000049209
mandrillus_leucophaeus ENSMLEG00000027526
callithrix_jacchus ENSCJAG00000045405
dasypus_novemcinctus ENSDNOG00000049335
dasypus_novemcinctus ENSDNOG00000044667
dasypus_novemcinctus ENSDNOG00000031301
choloepus_hoffmanni ENSCHOG00000002673
loxodonta_africana ENSLAFG00000031731
loxodonta_africana ENSLAFG00000030018
loxodonta_africana ENSLAFG00000030226
loxodonta_africana ENSLAFG00000030148
loxodonta_africana ENSLAFG00000027626
loxodonta_africana ENSLAFG00000029222
loxodonta_africana ENSLAFG00000025995
loxodonta_africana ENSLAFG00000027579
loxodonta_africana ENSLAFG00000031718
loxodonta_africana ENSLAFG00000025527
monodelphis_domestica ENSMODG00000020027
phascolarctos_cinereus ENSPCIG00000016894
phascolarctos_cinereus ENSPCIG00000016891
notamacropus_eugenii ENSMEUG00000000540
monodelphis_domestica ENSMODG00000020029
pteropus_vampyrus ENSPVAG00000015254
melopsittacus_undulatus ENSMUNG00000006064
loxodonta_africana ENSLAFG00000000747
echinops_telfairi ENSETEG00000004234
dasypus_novemcinctus ENSDNOG00000047731
pteropus_vampyrus ENSPVAG00000007140
myotis_lucifugus ENSMLUG00000005185
equus_caballus ENSECAG00000005874
sorex_araneus ENSSARG00000005224
bos_taurus ENSBTAG00000021150
bison_bison_bison ENSBBBG00000013376
capra_hircus ENSCHIG00000009230
ovis_aries ENSOARG00000017182
ursus_maritimus ENSUMAG00000014168
ursus_americanus ENSUAMG00000013108
ailuropoda_melanoleuca ENSAMEG00000019921
mustela_putorius_furo ENSMPUG00000018371
neovison_vison ENSNVIG00000012153
canis_lupus_dingo ENSCAFG00020010279
panthera_pardus ENSPPRG00000020761
panthera_tigris_altaica ENSPTIG00000001531
felis_catus ENSFCAG00000028041
cavia_porcellus ENSCPOG00000019814
cavia_aperea ENSCAPG00000005578
chinchilla_lanigera ENSCLAG00000018069
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020315
spermophilus_dauricus ENSSDAG00000022526
ictidomys_tridecemlineatus ENSSTOG00000026369
marmota_marmota_marmota ENSMMMG00000016027
mus_spicilegus ENSMSIG00000027134
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031410
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051200
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030297
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013509
rattus_norvegicus ENSRNOG00000049778
meriones_unguiculatus ENSMUGG00000018615
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005603
cricetulus_griseus_crigri-picr ENSCGRG00015003628
cricetulus_griseus_crigri_1.0 ENSCGRG00000019889
peromyscus_maniculatus_bairdii ENSPEMG00000028999
jaculus_jaculus ENSJJAG00000016180
oryctolagus_cuniculus ENSOCUG00000006617
tupaia_belangeri ENSTBEG00000001847
prolemur_simus ENSPSMG00000003950
otolemur_garnettii ENSOGAG00000026828
pan_paniscus ENSPPAG00000038922
pan_troglodytes ENSPTRG00000045607
nomascus_leucogenys ENSNLEG00000017508
macaca_fascicularis ENSMFAG00000045758
macaca_mulatta ENSMMUG00000017709
chlorocebus_sabaeus ENSCSAG00000019331
rhinopithecus_roxellana ENSRROG00000035828
rhinopithecus_bieti ENSRBIG00000031857
callithrix_jacchus ENSCJAG00000013699
sus_scrofa ENSSSCG00000014587
phascolarctos_cinereus ENSPCIG00000020059
sarcophilus_harrisii ENSSHAG00000018110
monodelphis_domestica ENSMODG00000008890
