tupaia_belangeri ENSTBEG00000002532
mus_spicilegus ENSMSIG00000027045
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031397
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094612
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030287
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013501
rattus_norvegicus ENSRNOG00000047602
cricetulus_griseus_crigri-picr ENSCGRG00015013398
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007377
mesocricetus_auratus ENSMAUG00000015541
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096151
mus_spicilegus ENSMSIG00000026949
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030276
mus_spicilegus ENSMSIG00000026946
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031386
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095301
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030275
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013492
rattus_norvegicus ENSRNOG00000050447
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095212
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030274
mus_spicilegus ENSMSIG00000026941
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031385
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013491
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094197
rattus_norvegicus ENSRNOG00000049483
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030272
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030273
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073893
mus_spicilegus ENSMSIG00000026938
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031384
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013490
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013489
rattus_norvegicus ENSRNOG00000030648
meriones_unguiculatus ENSMUGG00000025338
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006801
cricetulus_griseus_crigri_1.0 ENSCGRG00000011670
cricetulus_griseus_crigri-picr ENSCGRG00015013388
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007767
cricetulus_griseus_crigri_1.0 ENSCGRG00000011713
cricetulus_griseus_crigri-picr ENSCGRG00015013393
peromyscus_maniculatus_bairdii ENSPEMG00000026459
peromyscus_maniculatus_bairdii ENSPEMG00000024945
microtus_ochrogaster ENSMOCG00000018823
nannospalax_galili ENSNGAG00000011669
oryctolagus_cuniculus ENSOCUG00000027411
oryctolagus_cuniculus ENSOCUG00000022957
tupaia_belangeri ENSTBEG00000013527
loxodonta_africana ENSLAFG00000025734
loxodonta_africana ENSLAFG00000026603
loxodonta_africana ENSLAFG00000031516
choloepus_hoffmanni ENSCHOG00000006631
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021036
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020861
chinchilla_lanigera ENSCLAG00000018038
cavia_porcellus ENSCPOG00000019311
cricetulus_griseus_crigri-picr ENSCGRG00015013370
cricetulus_griseus_crigri_1.0 ENSCGRG00000019832
cricetulus_griseus_crigri_1.0 ENSCGRG00000018614
cricetulus_griseus_crigri-picr ENSCGRG00015013382
mesocricetus_auratus ENSMAUG00000007771
peromyscus_maniculatus_bairdii ENSPEMG00000028374
mus_spicilegus ENSMSIG00000026921
mus_spicilegus ENSMSIG00000026927
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000066242
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030271
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013488
rattus_norvegicus ENSRNOG00000030863
rattus_norvegicus ENSRNOG00000050756
castor_canadensis ENSCCNG00000011506
ictidomys_tridecemlineatus ENSSTOG00000023832
spermophilus_dauricus ENSSDAG00000003309
marmota_marmota_marmota ENSMMMG00000015960
prolemur_simus ENSPSMG00000004303
prolemur_simus ENSPSMG00000009971
prolemur_simus ENSPSMG00000015191
otolemur_garnettii ENSOGAG00000028356
otolemur_garnettii ENSOGAG00000024878
otolemur_garnettii ENSOGAG00000026284
bos_taurus ENSBTAG00000049870
bos_mutus ENSBMUG00000009725
capra_hircus ENSCHIG00000004691
ovis_aries ENSOARG00000015520
sus_scrofa ENSSSCG00000038582
ursus_maritimus ENSUMAG00000014179
ursus_americanus ENSUAMG00000007151
ailuropoda_melanoleuca ENSAMEG00000018864
canis_lupus_familiaris ENSCAFG00000032065
canis_lupus_dingo ENSCAFG00020010263
vulpes_vulpes ENSVVUG00000027910
equus_caballus ENSECAG00000034469
spermophilus_dauricus ENSSDAG00000003391
marmota_marmota_marmota ENSMMMG00000015993
castor_canadensis ENSCCNG00000011446
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020978
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014742
chinchilla_lanigera ENSCLAG00000017964
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031390
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054236
mus_spicilegus ENSMSIG00000026976
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030280
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013496
rattus_norvegicus ENSRNOG00000050375
meriones_unguiculatus ENSMUGG00000025332
peromyscus_maniculatus_bairdii ENSPEMG00000027964
microtus_ochrogaster ENSMOCG00000007232
cricetulus_griseus_crigri-picr ENSCGRG00015013423
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010353
cricetulus_griseus_crigri_1.0 ENSCGRG00000018575
mesocricetus_auratus ENSMAUG00000007692
oryctolagus_cuniculus ENSOCUG00000024928
prolemur_simus ENSPSMG00000015168
otolemur_garnettii ENSOGAG00000025734
tupaia_belangeri ENSTBEG00000013550
mustela_putorius_furo ENSMPUG00000019088
neovison_vison ENSNVIG00000012199
ursus_maritimus ENSUMAG00000014173
ursus_americanus ENSUAMG00000000554
ailuropoda_melanoleuca ENSAMEG00000004367
canis_lupus_familiaris ENSCAFG00000030869
canis_lupus_dingo ENSCAFG00020010266
panthera_pardus ENSPPRG00000001724
panthera_tigris_altaica ENSPTIG00000008102
felis_catus ENSFCAG00000029053
equus_caballus ENSECAG00000028866
equus_asinus_asinus ENSEASG00005003193
bison_bison_bison ENSBBBG00000013417
bos_taurus ENSBTAG00000054054
ovis_aries ENSOARG00000017200
sus_scrofa ENSSSCG00000031375
echinops_telfairi ENSETEG00000003250
loxodonta_africana ENSLAFG00000012681
ornithorhynchus_anatinus ENSOANG00000021271
ornithorhynchus_anatinus ENSOANG00000021270
ornithorhynchus_anatinus ENSOANG00000007954
ornithorhynchus_anatinus ENSOANG00000021273
ornithorhynchus_anatinus ENSOANG00000021272
taeniopygia_guttata ENSTGUG00000018430
