cyanistes_caeruleus ENSCCEG00000003907
chrysemys_picta_bellii ENSCPBG00000027051
pelodiscus_sinensis ENSPSIG00000011210
xenopus_tropicalis ENSXETG00000017853
latimeria_chalumnae ENSLACG00000006594
mola_mola ENSMMOG00000000657
scophthalmus_maximus ENSSMAG00000006217
amphiprion_ocellaris ENSAOCG00000017498
amphiprion_percula ENSAPEG00000002824
acanthochromis_polyacanthus ENSAPOG00000005901
stegastes_partitus ENSSPAG00000017699
xiphophorus_couchianus ENSXCOG00000012338
xiphophorus_maculatus ENSXMAG00000025276
poecilia_latipinna ENSPLAG00000005031
poecilia_formosa ENSPFOG00000014985
poecilia_mexicana ENSPMEG00000008213
poecilia_reticulata ENSPREG00000012323
gambusia_affinis ENSGAFG00000009138
fundulus_heteroclitus ENSFHEG00000008752
cyprinodon_variegatus ENSCVAG00000012170
kryptolebias_marmoratus ENSKMAG00000018713
maylandia_zebra ENSMZEG00005009767
astatotilapia_calliptera ENSACLG00000012368
haplochromis_burtoni ENSHBUG00000020049
pundamilia_nyererei ENSPNYG00000018316
neolamprologus_brichardi ENSNBRG00000001950
oreochromis_niloticus ENSONIG00000017181
amphilophus_citrinellus ENSACIG00000000181
anabas_testudineus ENSATEG00000019165
seriola_dumerili ENSSDUG00000002698
seriola_lalandi_dorsalis ENSSLDG00000005153
cynoglossus_semilaevis ENSCSEG00000011356
tetraodon_nigroviridis ENSTNIG00000004660
takifugu_rubripes ENSTRUG00000020267
monopterus_albus ENSMALG00000008166
oryzias_latipes ENSORLG00000011734
oryzias_latipes ENSORLG00020002338
oryzias_latipes_asm223469v1 ENSORLG00015001005
oryzias_melastigma ENSOMEG00000011688
labrus_bergylta ENSLBEG00000005274
periophthalmus_magnuspinnatus ENSPMGG00000006215
mastacembelus_armatus ENSMAMG00000020375
hippocampus_comes ENSHCOG00000018004
gasterosteus_aculeatus ENSGACG00000016301
gadus_morhua ENSGMOG00000005786
esox_lucius ENSELUG00000016139
ictalurus_punctatus ENSIPUG00000007516
astyanax_mexicanus ENSAMXG00000003634
scleropages_formosus ENSSFOG00015008579
danio_rerio ENSDARG00000059075
pygocentrus_nattereri ENSPNAG00000027680
paramormyrops_kingsleyae ENSPKIG00000020345
lepisosteus_oculatus ENSLOCG00000001379
eptatretus_burgeri ENSEBUG00000015270
drosophila_melanogaster FBgn0039233
ciona_savignyi ENSCSAVG00000009157
ciona_intestinalis ENSCING00000006610
caenorhabditis_elegans_strain_n2 WBGene00016607
saccharomyces_cerevisiae YPL211W
