pelodiscus_sinensis ENSPSIG00000007434
myotis_lucifugus ENSMLUG00000030678
myotis_lucifugus ENSMLUG00000026554
myotis_lucifugus ENSMLUG00000024951
myotis_lucifugus ENSMLUG00000026917
myotis_lucifugus ENSMLUG00000022334
myotis_lucifugus ENSMLUG00000029318
myotis_lucifugus ENSMLUG00000028573
myotis_lucifugus ENSMLUG00000025459
myotis_lucifugus ENSMLUG00000012006
myotis_lucifugus ENSMLUG00000006693
myotis_lucifugus ENSMLUG00000024543
myotis_lucifugus ENSMLUG00000022587
myotis_lucifugus ENSMLUG00000028304
myotis_lucifugus ENSMLUG00000024677
myotis_lucifugus ENSMLUG00000023729
myotis_lucifugus ENSMLUG00000026002
myotis_lucifugus ENSMLUG00000028052
myotis_lucifugus ENSMLUG00000028385
myotis_lucifugus ENSMLUG00000026030
equus_asinus ENSEASG00005017195
equus_caballus ENSECAG00000016428
tupaia_belangeri ENSTBEG00000016219
tupaia_belangeri ENSTBEG00000001427
tupaia_belangeri ENSTBEG00000013322
tupaia_belangeri ENSTBEG00000011206
tupaia_belangeri ENSTBEG00000009200
castor_canadensis ENSCCNG00000003389
ochotona_princeps ENSOPRG00000016531
piliocolobus_tephrosceles ENSPTEG00000012257
mus_spicilegus ENSMSIG00000025222
tupaia_belangeri ENSTBEG00000002930
echinops_telfairi ENSETEG00000011280
loxodonta_africana ENSLAFG00000029181
dasypus_novemcinctus ENSDNOG00000033266
procavia_capensis ENSPCAG00000004375
procavia_capensis ENSPCAG00000005655
capra_hircus ENSCHIG00000024673
ovis_aries ENSOARG00000013856
bos_mutus ENSBMUG00000007446
bos_taurus ENSBTAG00000038619
bison_bison ENSBBBG00000010863
sus_scrofa ENSSSCG00000001341
equus_caballus ENSECAG00000019052
oryctolagus_cuniculus ENSOCUG00000006557
loxodonta_africana ENSLAFG00000031105
mus_musculus ENSMUSG00000053835
mus_spicilegus ENSMSIG00000024940
mus_spretus MGP_SPRETEiJ_G0022453
mus_caroli MGP_CAROLIEiJ_G0021548
mus_pahari MGP_PahariEiJ_G0020540
rattus_norvegicus ENSRNOG00000042905
rattus_norvegicus ENSRNOG00000032596
rattus_norvegicus ENSRNOG00000045924
rattus_norvegicus ENSRNOG00000000787
meriones_unguiculatus ENSMUGG00000001227
cricetulus_griseus ENSCGRG00000014359
cricetulus_griseus ENSCGRG00015028264
cricetulus_griseus ENSCGRG00001011540
cricetulus_griseus ENSCGRG00001012121
mesocricetus_auratus ENSMAUG00000007959
peromyscus_maniculatus ENSPEMG00000017205
microtus_ochrogaster ENSMOCG00000012918
nannospalax_galili ENSNGAG00000000497
chinchilla_lanigera ENSCLAG00000017247
cavia_aperea ENSCAPG00000001005
castor_canadensis ENSCCNG00000026855
ictidomys_tridecemlineatus ENSSTOG00000034348
marmota_marmota ENSMMMG00000020028
urocitellus_parryii ENSUPAG00010004407
spermophilus_dauricus ENSSDAG00000015513
ursus_maritimus ENSUMAG00000024970
erinaceus_europaeus ENSEEUG00000001778
echinops_telfairi ENSETEG00000014029
urocitellus_parryii ENSUPAG00010019592
rattus_norvegicus ENSRNOG00000029001
cricetulus_griseus ENSCGRG00001013282
cricetulus_griseus ENSCGRG00000013605
cricetulus_griseus ENSCGRG00015028268
microtus_ochrogaster ENSMOCG00000019167
mus_musculus ENSMUSG00000079491
mus_musculus ENSMUSG00000056116
mus_caroli MGP_CAROLIEiJ_G0021430
mus_pahari MGP_PahariEiJ_G0020542
rattus_norvegicus ENSRNOG00000000795
rattus_norvegicus ENSRNOG00000029386
mus_spicilegus ENSMSIG00000025147
mus_spicilegus ENSMSIG00000000060
mus_spretus MGP_SPRETEiJ_G0022487
mus_musculus ENSMUSG00000016206
mus_caroli MGP_CAROLIEiJ_G0021577
rattus_norvegicus ENSRNOG00000000763
peromyscus_maniculatus ENSPEMG00000025240
mus_spicilegus ENSMSIG00000022829
mus_musculus ENSMUSG00000016283
mus_spretus MGP_SPRETEiJ_G0022494
mus_pahari MGP_PahariEiJ_G0020579
rattus_norvegicus ENSRNOG00000049590
meriones_unguiculatus ENSMUGG00000022965
cricetulus_griseus ENSCGRG00001009530
cricetulus_griseus ENSCGRG00000015418
cricetulus_griseus ENSCGRG00015020061
mesocricetus_auratus ENSMAUG00000003870
peromyscus_maniculatus ENSPEMG00000011407
microtus_ochrogaster ENSMOCG00000021881
mus_musculus ENSMUSG00000054128
mus_caroli MGP_CAROLIEiJ_G0021543
mus_spicilegus ENSMSIG00000025153
peromyscus_maniculatus ENSPEMG00000000605
meriones_unguiculatus ENSMUGG00000012612
cricetulus_griseus ENSCGRG00001014457
cricetulus_griseus ENSCGRG00015020562
cricetulus_griseus ENSCGRG00000015642
rattus_norvegicus ENSRNOG00000060412
jaculus_jaculus ENSJJAG00000022795
mus_musculus ENSMUSG00000079492
mus_musculus ENSMUSG00000092243
mus_spicilegus ENSMSIG00000024975
mus_spretus MGP_SPRETEiJ_G0022457
nannospalax_galili ENSNGAG00000015949
cricetulus_griseus ENSCGRG00001000094
cricetulus_griseus ENSCGRG00000015438
cricetulus_griseus ENSCGRG00015020549
peromyscus_maniculatus ENSPEMG00000023578
microtus_ochrogaster ENSMOCG00000004410
mus_spicilegus ENSMSIG00000015441
mus_spretus MGP_SPRETEiJ_G0022475
mus_musculus ENSMUSG00000024459
mus_caroli MGP_CAROLIEiJ_G0021563
mus_pahari MGP_PahariEiJ_G0020561
rattus_norvegicus ENSRNOG00000033136
meriones_unguiculatus ENSMUGG00000012603
nannospalax_galili ENSNGAG00000017876
peromyscus_maniculatus ENSPEMG00000028188
cricetulus_griseus ENSCGRG00015020680
microtus_ochrogaster ENSMOCG00000012630
meriones_unguiculatus ENSMUGG00000012664
cricetulus_griseus ENSCGRG00001017369
cricetulus_griseus ENSCGRG00000015723
cricetulus_griseus ENSCGRG00015021251
microtus_ochrogaster ENSMOCG00000004986
peromyscus_maniculatus ENSPEMG00000015384
mus_spicilegus ENSMSIG00000025295
mus_musculus ENSMUSG00000058124
mus_spicilegus ENSMSIG00000017449
mus_musculus ENSMUSG00000037246
mus_musculus ENSMUSG00000024448
mus_spicilegus ENSMSIG00000025290
mus_musculus ENSMUSG00000037130
mus_spicilegus ENSMSIG00000017431
mus_spicilegus ENSMSIG00000017600
mus_musculus ENSMUSG00000048231
mus_caroli MGP_CAROLIEiJ_G0021551
mus_spicilegus ENSMSIG00000025286
mus_musculus ENSMUSG00000023083
mus_pahari MGP_PahariEiJ_G0020548
rattus_norvegicus ENSRNOG00000040052
rattus_norvegicus ENSRNOG00000022107
mus_spicilegus ENSMSIG00000015474
meriones_unguiculatus ENSMUGG00000012632
mesocricetus_auratus ENSMAUG00000006930
cricetulus_griseus ENSCGRG00001013683
cricetulus_griseus ENSCGRG00015021306
cricetulus_griseus ENSCGRG00000013504
mesocricetus_auratus ENSMAUG00000018352
peromyscus_maniculatus ENSPEMG00000028487
castor_canadensis ENSCCNG00000026866
castor_canadensis ENSCCNG00000003211
castor_canadensis ENSCCNG00000003272
ictidomys_tridecemlineatus ENSSTOG00000027981
urocitellus_parryii ENSUPAG00010001594
marmota_marmota ENSMMMG00000011044
marmota_marmota ENSMMMG00000022602
erinaceus_europaeus ENSEEUG00000013649
erinaceus_europaeus ENSEEUG00000013599
sorex_araneus ENSSARG00000004873
ursus_maritimus ENSUMAG00000008596
ursus_americanus ENSUAMG00000013024
ailuropoda_melanoleuca ENSAMEG00000002302
canis_lupus ENSCAFG00000008234
canis_lupus ENSCAFG00020025759
vulpes_vulpes ENSVVUG00000002642
ailuropoda_melanoleuca ENSAMEG00000010376
erinaceus_europaeus ENSEEUG00000014647
choloepus_hoffmanni ENSCHOG00000011407
procavia_capensis ENSPCAG00000002303
mustela_putorius ENSMPUG00000011412
phascolarctos_cinereus ENSPCIG00000034822
mus_spicilegus ENSMSIG00000012243
macaca_mulatta ENSMMUG00000045208
bison_bison ENSBBBG00000001426
tupaia_belangeri ENSTBEG00000002294
spermophilus_dauricus ENSSDAG00000014440
piliocolobus_tephrosceles ENSPTEG00000031306
tupaia_belangeri ENSTBEG00000009271
tupaia_belangeri ENSTBEG00000008308
tupaia_belangeri ENSTBEG00000016347
tupaia_belangeri ENSTBEG00000014651
tupaia_belangeri ENSTBEG00000007757
tupaia_belangeri ENSTBEG00000007109
tupaia_belangeri ENSTBEG00000003683
myotis_lucifugus ENSMLUG00000025813
myotis_lucifugus ENSMLUG00000023145
myotis_lucifugus ENSMLUG00000029414
myotis_lucifugus ENSMLUG00000025201
myotis_lucifugus ENSMLUG00000024455
myotis_lucifugus ENSMLUG00000024750
myotis_lucifugus ENSMLUG00000023888
myotis_lucifugus ENSMLUG00000000098
myotis_lucifugus ENSMLUG00000028684
myotis_lucifugus ENSMLUG00000026691
myotis_lucifugus ENSMLUG00000030625
myotis_lucifugus ENSMLUG00000008888
myotis_lucifugus ENSMLUG00000013968
myotis_lucifugus ENSMLUG00000024891
myotis_lucifugus ENSMLUG00000030632
sus_scrofa ENSSSCG00000001229
sus_scrofa ENSSSCG00000001231
sus_scrofa ENSSSCG00000024161
tursiops_truncatus ENSTTRG00000016921
capra_hircus ENSCHIG00000018894
capra_hircus ENSCHIG00000011908
bison_bison ENSBBBG00000018562
bos_taurus ENSBTAG00000005182
capra_hircus ENSCHIG00000024246
capra_hircus ENSCHIG00000021899
ovis_aries ENSOARG00000015002
capra_hircus ENSCHIG00000009614
capra_hircus ENSCHIG00000018153
capra_hircus ENSCHIG00000010779
capra_hircus ENSCHIG00000000395
capra_hircus ENSCHIG00000021945
bos_taurus ENSBTAG00000005146
bison_bison ENSBBBG00000007927
capra_hircus ENSCHIG00000019467
bos_mutus ENSBMUG00000022552
bos_taurus ENSBTAG00000020116
capra_hircus ENSCHIG00000012657
ovis_aries ENSOARG00000010572
capra_hircus ENSCHIG00000019468
capra_hircus ENSCHIG00000024364
ovis_aries ENSOARG00000014069
bos_taurus ENSBTAG00000007075
ovis_aries ENSOARG00000014493
ovis_aries ENSOARG00000002875
ovis_aries ENSOARG00000018075
ovis_aries ENSOARG00000009357
ovis_aries ENSOARG00000001900
capra_hircus ENSCHIG00000018785
bos_mutus ENSBMUG00000016735
bos_mutus ENSBMUG00000022495
bison_bison ENSBBBG00000010852
bos_taurus ENSBTAG00000019386
bos_mutus ENSBMUG00000005761
bos_taurus ENSBTAG00000002069
ovis_aries ENSOARG00000001181
ovis_aries ENSOARG00000001701
ovis_aries ENSOARG00000001165
capra_hircus ENSCHIG00000008016
ovis_aries ENSOARG00000009395
capra_hircus ENSCHIG00000018938
ovis_aries ENSOARG00000009552
bos_mutus ENSBMUG00000013498
bos_taurus ENSBTAG00000012208
bison_bison ENSBBBG00000020542
bos_mutus ENSBMUG00000002347
bos_taurus ENSBTAG00000001476
bison_bison ENSBBBG00000021439
vicugna_pacos ENSVPAG00000006964
vicugna_pacos ENSVPAG00000007769
capra_hircus ENSCHIG00000020748
ovis_aries ENSOARG00000009042
bos_mutus ENSBMUG00000013524
bison_bison ENSBBBG00000004520
vicugna_pacos ENSVPAG00000010918
sus_scrofa ENSSSCG00000001398
pteropus_vampyrus ENSPVAG00000000562
pteropus_vampyrus ENSPVAG00000007330
equus_caballus ENSECAG00000035532
bos_mutus ENSBMUG00000022476
bison_bison ENSBBBG00000010798
ovis_aries ENSOARG00000000482
ovis_aries ENSOARG00000002218
bison_bison ENSBBBG00000001894
bos_mutus ENSBMUG00000026688
theropithecus_gelada ENSTGEG00000029362
peromyscus_maniculatus ENSPEMG00000026872
meriones_unguiculatus ENSMUGG00000003797
peromyscus_maniculatus ENSPEMG00000027005
microtus_ochrogaster ENSMOCG00000019857
mus_musculus ENSMUSG00000037334
mus_spicilegus ENSMSIG00000017488
mus_pahari MGP_PahariEiJ_G0020550
mus_musculus ENSMUSG00000067201
mus_spicilegus ENSMSIG00000017527
mus_spretus MGP_SPRETEiJ_G0022463
mus_spretus MGP_SPRETEiJ_G0022464
peromyscus_maniculatus ENSPEMG00000026174
peromyscus_maniculatus ENSPEMG00000025918
peromyscus_maniculatus ENSPEMG00000031306
peromyscus_maniculatus ENSPEMG00000028110
peromyscus_maniculatus ENSPEMG00000023748
peromyscus_maniculatus ENSPEMG00000030563
cricetulus_griseus ENSCGRG00015021008
cricetulus_griseus ENSCGRG00015021169
cricetulus_griseus ENSCGRG00015020982
cricetulus_griseus ENSCGRG00000015839
cricetulus_griseus ENSCGRG00001019233
mesocricetus_auratus ENSMAUG00000000050
mus_spicilegus ENSMSIG00000017567
mus_spretus MGP_SPRETEiJ_G0022462
mus_musculus ENSMUSG00000037537
mus_caroli MGP_CAROLIEiJ_G0021552
mus_pahari MGP_PahariEiJ_G0020549
mus_spicilegus ENSMSIG00000017468
cricetulus_griseus ENSCGRG00001015503
cricetulus_griseus ENSCGRG00000014258
peromyscus_maniculatus ENSPEMG00000014299
ochotona_princeps ENSOPRG00000016560
cricetulus_griseus ENSCGRG00015028193
ornithorhynchus_anatinus ENSOANG00000010138
notechis_scutatus ENSNSUG00000001876
spermophilus_dauricus ENSSDAG00000022593
spermophilus_dauricus ENSSDAG00000022597
spermophilus_dauricus ENSSDAG00000002837
spermophilus_dauricus ENSSDAG00000002673
ictidomys_tridecemlineatus ENSSTOG00000024982
marmota_marmota ENSMMMG00000006918
ictidomys_tridecemlineatus ENSSTOG00000026054
marmota_marmota ENSMMMG00000006903
spermophilus_dauricus ENSSDAG00000013697
spermophilus_dauricus ENSSDAG00000013953
spermophilus_dauricus ENSSDAG00000021271
spermophilus_dauricus ENSSDAG00000001409
ictidomys_tridecemlineatus ENSSTOG00000023539
spermophilus_dauricus ENSSDAG00000014415
ictidomys_tridecemlineatus ENSSTOG00000023150
urocitellus_parryii ENSUPAG00010019888
spermophilus_dauricus ENSSDAG00000002465
spermophilus_dauricus ENSSDAG00000006862
spermophilus_dauricus ENSSDAG00000016774
ictidomys_tridecemlineatus ENSSTOG00000028425
marmota_marmota ENSMMMG00000020395
urocitellus_parryii ENSUPAG00010000728
ictidomys_tridecemlineatus ENSSTOG00000025368
urocitellus_parryii ENSUPAG00010023417
marmota_marmota ENSMMMG00000015548
ictidomys_tridecemlineatus ENSSTOG00000015560
ictidomys_tridecemlineatus ENSSTOG00000028098
ictidomys_tridecemlineatus ENSSTOG00000020294
ictidomys_tridecemlineatus ENSSTOG00000027066
ictidomys_tridecemlineatus ENSSTOG00000029130
urocitellus_parryii ENSUPAG00010023664
ictidomys_tridecemlineatus ENSSTOG00000021130
marmota_marmota ENSMMMG00000015533
urocitellus_parryii ENSUPAG00010000660
urocitellus_parryii ENSUPAG00010004420
ictidomys_tridecemlineatus ENSSTOG00000019861
marmota_marmota ENSMMMG00000020021
spermophilus_dauricus ENSSDAG00000015049
ictidomys_tridecemlineatus ENSSTOG00000025614
urocitellus_parryii ENSUPAG00010018906
spermophilus_dauricus ENSSDAG00000014451
ictidomys_tridecemlineatus ENSSTOG00000020951
marmota_marmota ENSMMMG00000019657
urocitellus_parryii ENSUPAG00010004513
spermophilus_dauricus ENSSDAG00000014505
marmota_marmota ENSMMMG00000023021
spermophilus_dauricus ENSSDAG00000015817
urocitellus_parryii ENSUPAG00010015541
ictidomys_tridecemlineatus ENSSTOG00000019725
cricetulus_griseus ENSCGRG00015021439
mesocricetus_auratus ENSMAUG00000000838
mus_spicilegus ENSMSIG00000008582
carlito_syrichta ENSTSYG00000031908
carlito_syrichta ENSTSYG00000026224
carlito_syrichta ENSTSYG00000032676
peromyscus_maniculatus ENSPEMG00000030121
castor_canadensis ENSCCNG00000003250
equus_asinus ENSEASG00005022532
peromyscus_maniculatus ENSPEMG00000029495
myotis_lucifugus ENSMLUG00000003827
meriones_unguiculatus ENSMUGG00000009548
meriones_unguiculatus ENSMUGG00000017696
meriones_unguiculatus ENSMUGG00000004016
meriones_unguiculatus ENSMUGG00000017730
meriones_unguiculatus ENSMUGG00000017807
mus_caroli MGP_CAROLIEiJ_G0021429
mus_musculus ENSMUSG00000067212
mus_pahari MGP_PahariEiJ_G0020541
rattus_norvegicus ENSRNOG00000000777
meriones_unguiculatus ENSMUGG00000009473
cricetulus_griseus ENSCGRG00001018149
cricetulus_griseus ENSCGRG00000015633
cricetulus_griseus ENSCGRG00015028266
mesocricetus_auratus ENSMAUG00000019177
microtus_ochrogaster ENSMOCG00000015832
microtus_ochrogaster ENSMOCG00000013347
microtus_ochrogaster ENSMOCG00000002230
peromyscus_maniculatus ENSPEMG00000013450
peromyscus_maniculatus ENSPEMG00000027766
peromyscus_maniculatus ENSPEMG00000000235
peromyscus_maniculatus ENSPEMG00000015795
peromyscus_maniculatus ENSPEMG00000027418
mus_musculus ENSMUSG00000060550
mus_musculus ENSMUSG00000073409
mus_musculus ENSMUSG00000035929
mus_spicilegus ENSMSIG00000008207
mus_spicilegus ENSMSIG00000007711
mus_spretus MGP_SPRETEiJ_G0022425
mus_caroli MGP_CAROLIEiJ_G0021435
mus_spicilegus ENSMSIG00000012249
mus_musculus ENSMUSG00000073411
mus_musculus ENSMUSG00000061232
mus_musculus ENSMUSG00000073406
mus_spicilegus ENSMSIG00000025104
mus_spicilegus ENSMSIG00000002652
mus_spretus MGP_SPRETEiJ_G0022426
mus_musculus ENSMUSG00000067235
mus_musculus ENSMUSG00000079507
mus_spicilegus ENSMSIG00000008423
mus_spicilegus ENSMSIG00000004543
mus_musculus ENSMUSG00000091705
mus_caroli MGP_CAROLIEiJ_G0021434
mus_musculus ENSMUSG00000073402
meriones_unguiculatus ENSMUGG00000017951
cricetulus_griseus ENSCGRG00015028275
rattus_norvegicus ENSRNOG00000059770
rattus_norvegicus ENSRNOG00000047706
rattus_norvegicus ENSRNOG00000050998
rattus_norvegicus ENSRNOG00000031607
rattus_norvegicus ENSRNOG00000039744
rattus_norvegicus ENSRNOG00000048951
rattus_norvegicus ENSRNOG00000031090
rattus_norvegicus ENSRNOG00000050183
rattus_norvegicus ENSRNOG00000061639
rattus_norvegicus ENSRNOG00000050210
rattus_norvegicus ENSRNOG00000000723
rattus_norvegicus ENSRNOG00000038999
rattus_norvegicus ENSRNOG00000030712
mesocricetus_auratus ENSMAUG00000016894
peromyscus_maniculatus ENSPEMG00000030466
peromyscus_maniculatus ENSPEMG00000027937
peromyscus_maniculatus ENSPEMG00000026587
peromyscus_maniculatus ENSPEMG00000027893
cricetulus_griseus ENSCGRG00015028196
cricetulus_griseus ENSCGRG00001020581
cricetulus_griseus ENSCGRG00015021496
cricetulus_griseus ENSCGRG00000005268
cricetulus_griseus ENSCGRG00001013468
mesocricetus_auratus ENSMAUG00000010143
cricetulus_griseus ENSCGRG00001022861
cricetulus_griseus ENSCGRG00015028552
cricetulus_griseus ENSCGRG00015028270
cricetulus_griseus ENSCGRG00001000484
cricetulus_griseus ENSCGRG00015028477
cricetulus_griseus ENSCGRG00001018670
cricetulus_griseus ENSCGRG00001020054
cricetulus_griseus ENSCGRG00015028277
cricetulus_griseus ENSCGRG00000012602
cricetulus_griseus ENSCGRG00015028547
cricetulus_griseus ENSCGRG00000000930
cricetulus_griseus ENSCGRG00001015089
cricetulus_griseus ENSCGRG00001018024
cricetulus_griseus ENSCGRG00000016711
cricetulus_griseus ENSCGRG00001005422
cricetulus_griseus ENSCGRG00015025277
mesocricetus_auratus ENSMAUG00000009998
cricetulus_griseus ENSCGRG00015021554
cricetulus_griseus ENSCGRG00001022863
cricetulus_griseus ENSCGRG00000004704
cricetulus_griseus ENSCGRG00001023840
cricetulus_griseus ENSCGRG00015005533
cricetulus_griseus ENSCGRG00000006121
cricetulus_griseus ENSCGRG00015028200
cricetulus_griseus ENSCGRG00001021351
cricetulus_griseus ENSCGRG00000013218
microtus_ochrogaster ENSMOCG00000006113
microtus_ochrogaster ENSMOCG00000000982
microtus_ochrogaster ENSMOCG00000000291
microtus_ochrogaster ENSMOCG00000016807
microtus_ochrogaster ENSMOCG00000011213
microtus_ochrogaster ENSMOCG00000010777
cricetulus_griseus ENSCGRG00000017934
cricetulus_griseus ENSCGRG00001022576
microtus_ochrogaster ENSMOCG00000014473
peromyscus_maniculatus ENSPEMG00000013573
peromyscus_maniculatus ENSPEMG00000031067
cricetulus_griseus ENSCGRG00001022019
cricetulus_griseus ENSCGRG00015021446
cricetulus_griseus ENSCGRG00000004170
cricetulus_griseus ENSCGRG00015021477
cricetulus_griseus ENSCGRG00000003201
cricetulus_griseus ENSCGRG00001010365
peromyscus_maniculatus ENSPEMG00000027499
peromyscus_maniculatus ENSPEMG00000028581
peromyscus_maniculatus ENSPEMG00000006978
peromyscus_maniculatus ENSPEMG00000030896
peromyscus_maniculatus ENSPEMG00000024253
peromyscus_maniculatus ENSPEMG00000004449
peromyscus_maniculatus ENSPEMG00000008513
peromyscus_maniculatus ENSPEMG00000002528
peromyscus_maniculatus ENSPEMG00000030291
peromyscus_maniculatus ENSPEMG00000024622
peromyscus_maniculatus ENSPEMG00000031204
nannospalax_galili ENSNGAG00000022255
nannospalax_galili ENSNGAG00000010302
nannospalax_galili ENSNGAG00000001365
nannospalax_galili ENSNGAG00000020692
nannospalax_galili ENSNGAG00000021404
nannospalax_galili ENSNGAG00000001321
urocitellus_parryii ENSUPAG00010018885
spermophilus_dauricus ENSSDAG00000024875
spermophilus_dauricus ENSSDAG00000024561
spermophilus_dauricus ENSSDAG00000024876
marmota_marmota ENSMMMG00000024246
urocitellus_parryii ENSUPAG00010018871
echinops_telfairi ENSETEG00000017536
echinops_telfairi ENSETEG00000001059
echinops_telfairi ENSETEG00000018923
echinops_telfairi ENSETEG00000016236
echinops_telfairi ENSETEG00000002321
mus_spretus MGP_SPRETEiJ_G0022474
mus_spicilegus ENSMSIG00000016936
mus_musculus ENSMUSG00000064308
meriones_unguiculatus ENSMUGG00000001725
mus_pahari MGP_PahariEiJ_G0020560
anolis_carolinensis ENSACAG00000025539
saimiri_boliviensis ENSSBOG00000019728
cebus_capucinus ENSCCAG00000025807
aotus_nancymaae ENSANAG00000023291
callithrix_jacchus ENSCJAG00000042967
aotus_nancymaae ENSANAG00000028510
pan_paniscus ENSPPAG00000038211
pan_troglodytes ENSPTRG00000038986
gorilla_gorilla ENSGGOG00000012802
homo_sapiens ENSG00000204592
pongo_abelii ENSPPYG00000016407
nomascus_leucogenys ENSNLEG00000005053
rhinopithecus_bieti ENSRBIG00000036367
rhinopithecus_roxellana ENSRROG00000043028
piliocolobus_tephrosceles ENSPTEG00000028221
colobus_angolensis ENSCANG00000007194
colobus_angolensis ENSCANG00000028775
macaca_mulatta ENSMMUG00000039519
macaca_nemestrina ENSMNEG00000030835
macaca_nemestrina ENSMNEG00000036536
chlorocebus_sabaeus ENSCSAG00000008172
macaca_fascicularis ENSMFAG00000035330
macaca_mulatta ENSMMUG00000039470
mandrillus_leucophaeus ENSMLEG00000005547
theropithecus_gelada ENSTGEG00000011401
theropithecus_gelada ENSTGEG00000010248
papio_anubis ENSPANG00000001215
cercocebus_atys ENSCATG00000043871
carlito_syrichta ENSTSYG00000035911
otolemur_garnettii ENSOGAG00000027556
castor_canadensis ENSCCNG00000026870
castor_canadensis ENSCCNG00000026860
cebus_capucinus ENSCCAG00000029615
callithrix_jacchus ENSCJAG00000038321
pygocentrus_nattereri ENSPNAG00000011061
ictalurus_punctatus ENSIPUG00000002429
neolamprologus_brichardi ENSNBRG00000020234
pundamilia_nyererei ENSPNYG00000024221
haplochromis_burtoni ENSHBUG00000023401
xiphophorus_maculatus ENSXMAG00000021175
