ENSZALP00000020391	ENSZALG00000016047	Zonotrichia_albicollis
ENSCGRP00000006423	ENSCGRG00000004701	Cricetulus_griseus_CriGri_1.0
ENSRBIP00000024740	ENSRBIG00000036268	Rhinopithecus_bieti
ENSNGAP00000006245	ENSNGAG00000009242	Nannospalax_galili
ENSEASP00005016013	ENSEASG00005011121	Equus_asinus_asinus
ENSMSIP00000005049	ENSMSIG00000004586	Mus_spicilegus
ENSPSMP00000028337	ENSPSMG00000019726	Prolemur_simus
ENSCCAP00000016492	ENSCCAG00000026038	Cebus_capucinus_imitator
ENSMLEP00000025749	ENSMLEG00000037081	Mandrillus_leucophaeus
ENSMSIP00000006213	ENSMSIG00000005568	Mus_spicilegus
ENSPNAP00000005362	ENSPNAG00000001828	Pygocentrus_nattereri
ENSBTAP00000060258	ENSBTAG00000050994	Bos_taurus
ENSSMRP00000001970	ENSSMRG00000001711	Salvator_merianae
ENSDCDP00000023884	ENSDCDG00000018112	Denticeps_clupeoides
ENSAPOP00000030011	ENSAPOG00000016301	Acanthochromis_polyacanthus
ENSSBOP00000002417	ENSSBOG00000012754	Saimiri_boliviensis_boliviensis
ENSPTEP00000003117	ENSPTEG00000003688	Piliocolobus_tephrosceles
ENSMOCP00000010102	ENSMOCG00000010310	Microtus_ochrogaster
ENSPTEP00000042753	ENSPTEG00000038999	Piliocolobus_tephrosceles
ENSBMUP00000001629	ENSBMUG00000001323	Bos_mutus
F53A3.3a.2	WBGene00004491	Caenorhabditis_elegans_strain_N2
ENSCAFP00000041559	ENSCAFG00000024445	Canis_lupus_familiaris
ENSCATP00000004765	ENSCATG00000016293	Cercocebus_atys
ENSTGUP00000006048	ENSTGUG00000005885	Taeniopygia_guttata
ENSHCOP00000026007	ENSHCOG00000016582	Hippocampus_comes
ENSOARP00000019815	ENSOARG00000018456	Ovis_aries
ENSPPRP00000028013	ENSPPRG00000019896	Panthera_pardus
ENSBIXP00005045328	ENSBIXG00005029073	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCCAP00000001127	ENSCCAG00000007357	Cebus_capucinus_imitator
ENSRNOP00000075906	ENSRNOG00000018320	Rattus_norvegicus
ENSSBOP00000032546	ENSSBOG00000032468	Saimiri_boliviensis_boliviensis
ENSPPAP00000000985	ENSPPAG00000004056	Pan_paniscus
ENSOARP00000004769	ENSOARG00000004460	Ovis_aries
ENSPTEP00000025747	ENSPTEG00000025989	Piliocolobus_tephrosceles
ENSSBOP00000030391	ENSSBOG00000031475	Saimiri_boliviensis_boliviensis
ENSMNEP00000037187	ENSMNEG00000041666	Macaca_nemestrina
ENSCJAP00000053513	ENSCJAG00000046798	Callithrix_jacchus
ENSPSMP00000016355	ENSPSMG00000011653	Prolemur_simus
ENSNBRP00000027278	ENSNBRG00000020820	Neolamprologus_brichardi
ENSBSLP00000007175	ENSBSLG00000003495	Betta_splendens
ENSPTRP00000013350	ENSPTRG00000007823	Pan_troglodytes
ENSBBBP00000023340	ENSBBBG00000007312	Bison_bison_bison
ENSBIXP00000017859	ENSBIXG00000021779	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSODEP00000025929	ENSODEG00000019268	Octodon_degus
ENSBIXP00000040029	ENSBIXG00000004817	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSVURP00010022582	ENSVURG00010017302	Vombatus_ursinus
ENSMFAP00000034764	ENSMFAG00000003858	Macaca_fascicularis
ENSMLEP00000035936	ENSMLEG00000042096	Mandrillus_leucophaeus
ENSPCIP00000006732	ENSPCIG00000032366	Phascolarctos_cinereus
ENSMVIP00005005559	ENSMVIG00005004254	Manacus_vitellinus
ENSJHYP00000009691	ENSJHYG00000007609	Junco_hyemalis
ENSCGRP00001001449	ENSCGRG00001001193	Cricetulus_griseus_CHOK1GS_HDv1
ENSPTEP00000026089	ENSPTEG00000026219	Piliocolobus_tephrosceles
ENSOARP00000007301	ENSOARG00000006818	Ovis_aries
ENSPTEP00000026860	ENSPTEG00000026831	Piliocolobus_tephrosceles
ENSMUGP00000016508	ENSMUGG00000014148	Meriones_unguiculatus
ENSOARP00000021375	ENSOARG00000019908	Ovis_aries
ENSMNEP00000029037	ENSMNEG00000037958	Macaca_nemestrina
ENSDNOP00000020392	ENSDNOG00000041341	Dasypus_novemcinctus
ENSSTOP00000019449	ENSSTOG00000025222	Ictidomys_tridecemlineatus
FBpp0087321	FBgn0033555	Drosophila_melanogaster
ENSVURP00010007709	ENSVURG00010005939	Vombatus_ursinus
ENSBIXP00000020144	ENSBIXG00000023501	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTGEP00000036576	ENSTGEG00000029110	Theropithecus_gelada
ENSSBOP00000036057	ENSSBOG00000034173	Saimiri_boliviensis_boliviensis
ENSCCAP00000028167	ENSCCAG00000032001	Cebus_capucinus_imitator
ENSBTAP00000049826	ENSBTAG00000047787	Bos_taurus
ENSCAPP00000009706	ENSCAPG00000011136	Cavia_aperea
ENSMNEP00000042651	ENSMNEG00000044050	Macaca_nemestrina
ENSTGEP00000029019	ENSTGEG00000023334	Theropithecus_gelada
ENSMNEP00000026699	ENSMNEG00000036785	Macaca_nemestrina
ENSRROP00000001102	ENSRROG00000004079	Rhinopithecus_roxellana
ENSPTEP00000020770	ENSPTEG00000021957	Piliocolobus_tephrosceles
ENSFALP00000014663	ENSFALG00000014050	Ficedula_albicollis
ENSMFAP00000041169	ENSMFAG00000041342	Macaca_fascicularis
ENSMMUP00000058879	ENSMMUG00000038348	Macaca_mulatta
ENSPLAP00000022637	ENSPLAG00000007338	Poecilia_latipinna	ENSPLAT00000007949
ENSCJAP00000064452	ENSCJAG00000042419	Callithrix_jacchus
ENSOGAP00000020294	ENSOGAG00000032115	Otolemur_garnettii
ENSBIXP00000009497	ENSBIXG00000015168	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMLEP00000022007	ENSMLEG00000035203	Mandrillus_leucophaeus
ENSUMAP00000034620	ENSUMAG00000024929	Ursus_maritimus
ENSMGAP00000007872	ENSMGAG00000007711	Meleagris_gallopavo
ENSCHIP00000025943	ENSCHIG00000022493	Capra_hircus
ENSMICP00000044466	ENSMICG00000045662	Microcebus_murinus
ENSIPUP00000020586	ENSIPUG00000013926	Ictalurus_punctatus
ENSOCUP00000041814	ENSOCUG00000034465	Oryctolagus_cuniculus
ENSCJAP00000037321	ENSCJAG00000020071	Callithrix_jacchus
ENSLCRP00005049798	ENSLCRG00005018781	Larimichthys_crocea
ENSSDAP00000001322	ENSSDAG00000001296	Spermophilus_dauricus
ENSHGLP00100020698	ENSHGLG00100015254	Heterocephalus_glaber_HetGla_1.0
ENSBMUP00000012338	ENSBMUG00000009457	Bos_mutus
ENSCAFP00020028401	ENSCAFG00020022252	Canis_lupus_dingo
ENSPTIP00000026146	ENSPTIG00000021664	Panthera_tigris_altaica
ENSHGLP00000028258	ENSHGLG00000020481	Heterocephalus_glaber_HetGla_female_1.0
ENSCGRP00000012124	ENSCGRG00000008829	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011992	ENSMAUG00000012425	Mesocricetus_auratus
ENSCANP00000039372	ENSCANG00000043352	Colobus_angolensis_palliatus
ENSACLP00000025378	ENSACLG00000017104	Astatotilapia_calliptera
ENSSDUP00000028982	ENSSDUG00000020897	Seriola_dumerili
ENSMLUP00000017373	ENSMLUG00000024612	Myotis_lucifugus
ENSPPAP00000002367	ENSPPAG00000010617	Pan_paniscus
ENSGGOP00000025190	ENSGGOG00000026299	Gorilla_gorilla
ENSNSUP00000004456	ENSNSUG00000003558	Notechis_scutatus
ENSFDAP00000003615	ENSFDAG00000013024	Fukomys_damarensis
ENSMALP00000004394	ENSMALG00000003199	Monopterus_albus
ENSPCOP00000024899	ENSPCOG00000024664	Propithecus_coquereli
ENSBIXP00000033207	ENSBIXG00000015954	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCATP00000026178	ENSCATG00000036503	Cercocebus_atys
ENSPCOP00000006371	ENSPCOG00000014342	Propithecus_coquereli
ENSPCOP00000011491	ENSPCOG00000017264	Propithecus_coquereli
ENSAMEP00000019858	ENSAMEG00000018796	Ailuropoda_melanoleuca
ENSPTEP00000025853	ENSPTEG00000026062	Piliocolobus_tephrosceles
ENSCAFP00000028100	ENSCAFG00000024090	Canis_lupus_familiaris
ENSAMEP00000019687	ENSAMEG00000018621	Ailuropoda_melanoleuca
MGP_PahariEiJ_P0018540	MGP_PahariEiJ_G0013571	Mus_pahari_strain_PAHARI_EIJ
ENSOARP00000019757	ENSOARG00000018407	Ovis_aries
ENSMFAP00000014709	ENSMFAG00000030534	Macaca_fascicularis
ENSVVUP00000011900	ENSVVUG00000008779	Vulpes_vulpes
ENSBIXP00005015743	ENSBIXG00005003177	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
YMR158W_mRNA	YMR158W	Saccharomyces_cerevisiae_strain_S288C
ENSPMJP00000021984	ENSPMJG00000016325	Parus_major
ENSCABP00000019394	ENSCABG00000014319	Chelonoidis_abingdonii	ENSCABT00000021254
ENSGACP00000025366	ENSGACG00000019181	Gasterosteus_aculeatus
ENSPANP00000034982	ENSPANG00000030090	Papio_anubis
ENSUPAP00010012266	ENSUPAG00010009949	Urocitellus_parryii
ENSCAFP00020008043	ENSCAFG00020006505	Canis_lupus_dingo
ENSPPYP00000016464	ENSPPYG00000014739	Pongo_abelii
ENSHGLP00100027632	ENSHGLG00100020747	Heterocephalus_glaber_HetGla_1.0
ENSUMAP00000017287	ENSUMAG00000012692	Ursus_maritimus
ENSPPRP00000020197	ENSPPRG00000011337	Panthera_pardus
ENSXETP00000017571	ENSXETG00000017419	Xenopus_tropicalis
ENSSMRP00000001290	ENSSMRG00000001137	Salvator_merianae
ENSHHUP00000043822	ENSHHUG00000026869	Hucho_hucho
ENSPTEP00000032338	ENSPTEG00000031099	Piliocolobus_tephrosceles
ENSGWIP00000039119	ENSGWIG00000019905	Gouania_willdenowi
ENSDORP00000023662	ENSDORG00000027527	Dipodomys_ordii
ENSSHAP00000020388	ENSSHAG00000017293	Sarcophilus_harrisii
ENSCGRP00015022947	ENSCGRG00015017434	Cricetulus_griseus_CriGri-PICR
ENSAMEP00000019769	ENSAMEG00000018708	Ailuropoda_melanoleuca
ENSTNIP00000015032	ENSTNIG00000012070	Tetraodon_nigroviridis
ENSRNOP00000051016	ENSRNOG00000030447	Rattus_norvegicus
ENSCCNP00000023598	ENSCCNG00000023161	Castor_canadensis
ENSBBBP00000008459	ENSBBBG00000016490	Bison_bison_bison
ENSCPBP00000021004	ENSCPBG00000015087	Chrysemys_picta_bellii
ENSCAFP00020015912	ENSCAFG00020012776	Canis_lupus_dingo
ENSSPAP00000022147	ENSSPAG00000016738	Stegastes_partitus
ENSMMMP00000009957	ENSMMMG00000008879	Marmota_marmota_marmota
ENSNLEP00000032954	ENSNLEG00000034124	Nomascus_leucogenys
ENSMMUP00000029582	ENSMMUG00000022489	Macaca_mulatta
ENSSFOP00015023956	ENSSFOG00015015398	Scleropages_formosus
ENSBBBP00000023056	ENSBBBG00000017395	Bison_bison_bison
ENSPPRP00000005080	ENSPPRG00000000966	Panthera_pardus
ENSRNOP00000073822	ENSRNOG00000054854	Rattus_norvegicus
ENSNLEP00000022940	ENSNLEG00000019089	Nomascus_leucogenys
ENSSSCP00000004380	ENSSSCG00000004054	Sus_scrofa_strain_reference
ENSETEP00000000870	ENSETEG00000001078	Echinops_telfairi
ENSCJAP00000078007	ENSCJAG00000054565	Callithrix_jacchus
ENSCGRP00001007128	ENSCGRG00001009581	Cricetulus_griseus_CHOK1GS_HDv1
ENSVVUP00000033142	ENSVVUG00000023970	Vulpes_vulpes
ENSJJAP00000001427	ENSJJAG00000001578	Jaculus_jaculus
ENSMMUP00000021418	ENSMMUG00000016305	Macaca_mulatta
ENSMPUP00000010446	ENSMPUG00000010523	Mustela_putorius_furo
ENSFDAP00000022052	ENSFDAG00000007263	Fukomys_damarensis
ENSGGOP00000028824	ENSGGOG00000022720	Gorilla_gorilla
ENSPVIP00000010138	ENSPVIG00000008043	Pogona_vitticeps
ENSCCNP00000012102	ENSCCNG00000012569	Castor_canadensis
ENSCSAVP00000010814	ENSCSAVG00000006343	Ciona_savignyi
ENSHGLP00100020385	ENSHGLG00100015030	Heterocephalus_glaber_HetGla_1.0
ENSVVUP00000026988	ENSVVUG00000019828	Vulpes_vulpes
ENSBIXP00005039046	ENSBIXG00005021325	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPPRP00000025882	ENSPPRG00000016264	Panthera_pardus
ENSMICP00000041691	ENSMICG00000045501	Microcebus_murinus
ENSEASP00005017534	ENSEASG00005012121	Equus_asinus_asinus
ENSVVUP00000001736	ENSVVUG00000001387	Vulpes_vulpes
ENSMOCP00000001660	ENSMOCG00000001293	Microtus_ochrogaster
ENSDORP00000027601	ENSDORG00000026732	Dipodomys_ordii
ENSODEP00000026914	ENSODEG00000020409	Octodon_degus
ENSAHAP00000000074	ENSAHAG00000000086	Apteryx_haastii	ENSAHAT00000000099
ENSHGLP00000028646	ENSHGLG00000020981	Heterocephalus_glaber_HetGla_female_1.0
ENSRNOP00000070581	ENSRNOG00000042940	Rattus_norvegicus
ENSAMXP00005022988	ENSAMXG00005011827	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCANP00000002875	ENSCANG00000010598	Colobus_angolensis_palliatus
ENSMFAP00000041839	ENSMFAG00000039736	Macaca_fascicularis
ENSRROP00000028451	ENSRROG00000038010	Rhinopithecus_roxellana
ENSBIXP00005025134	ENSBIXG00005027663	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNVIP00000023703	ENSNVIG00000018393	Neovison_vison
ENSNLEP00000047579	ENSNLEG00000031416	Nomascus_leucogenys
ENSUPAP00010012141	ENSUPAG00010009850	Urocitellus_parryii
ENSUAMP00000016922	ENSUAMG00000013435	Ursus_americanus
ENSAPEP00000027129	ENSAPEG00000019287	Amphiprion_percula
ENSOARP00000001510	ENSOARG00000001453	Ovis_aries
ENSBTAP00000055911	ENSBTAG00000046952	Bos_taurus
ENSNSUP00000004463	ENSNSUG00000003560	Notechis_scutatus
ENSPCIP00000009730	ENSPCIG00000035362	Phascolarctos_cinereus
ENSPANP00000039636	ENSPANG00000019758	Papio_anubis
ENSBTAP00000056582	ENSBTAG00000048169	Bos_taurus
ENSPTEP00000031721	ENSPTEG00000030595	Piliocolobus_tephrosceles
ENSMZEP00005012646	ENSMZEG00005009497	Maylandia_zebra
ENSFCAP00000061492	ENSFCAG00000052365	Felis_catus
ENSMFAP00000033620	ENSMFAG00000003296	Macaca_fascicularis
ENSELUP00000027441	ENSELUG00000003667	Esox_lucius
ENSTGEP00000036641	ENSTGEG00000029147	Theropithecus_gelada
ENSPCIP00000017664	ENSPCIG00000032780	Phascolarctos_cinereus
ENSPKIP00000029228	ENSPKIG00000010558	Paramormyrops_kingsleyae
