ENSPMAP00000009462	ENSPMAG00000008577	Petromyzon_marinus	ENSPMAT00000009502
ENSEBUP00000006511	ENSEBUG00000004284	Eptatretus_burgeri	ENSEBUT00000006967
ENSPMAP00000003468	ENSPMAG00000003174	Petromyzon_marinus	ENSPMAT00000003483
ENSCMIP00000004028	ENSCMIG00000002411	Callorhinchus_milii
ENSJHYP00000010776	ENSJHYG00000008426	Junco_hyemalis
ENSZALP00000010603	ENSZALG00000008965	Zonotrichia_albicollis
ENSJHYP00000010789	ENSJHYG00000008441	Junco_hyemalis
ENSTGUP00000012446	ENSTGUG00000012082	Taeniopygia_guttata
ENSFALP00000014522	ENSFALG00000013909	Ficedula_albicollis
ENSPMJP00000000051	ENSPMJG00000000088	Parus_major
ENSCCEP00000014302	ENSCCEG00000013673	Cyanistes_caeruleus
ENSLCOP00000016157	ENSLCOG00000011517	Lepidothrix_coronata
ENSMVIP00005007628	ENSMVIG00005005674	Manacus_vitellinus
ENSABRP00000012281	ENSABRG00000011008	Anser_brachyrhynchus
ENSNPEP00000010393	ENSNPEG00000007801	Nothoprocta_perdicaria
ENSCJPP00005026375	ENSCJPG00005020513	Coturnix_japonica
ENSGALP00000050931	ENSGALG00000035466	Gallus_gallus
ENSMGAP00000013505	ENSMGAG00000012799	Meleagris_gallopavo
ENSNMEP00000003386	ENSNMEG00000003954	Numida_meleagris
ENSACAP00000012265	ENSACAG00000012454	Anolis_carolinensis
ENSPVIP00000021377	ENSPVIG00000015823	Pogona_vitticeps
ENSNSUP00000009632	ENSNSUG00000007040	Notechis_scutatus
ENSNSUP00000011132	ENSNSUG00000007603	Notechis_scutatus
ENSSMRP00000030407	ENSSMRG00000023315	Salvator_merianae
ENSGAGP00000018071	ENSGAGG00000013392	Gopherus_agassizii
ENSCABP00000012631	ENSCABG00000009296	Chelonoidis_abingdonii
ENSCPBP00000038026	ENSCPBG00000026340	Chrysemys_picta_bellii
ENSPSIP00000018455	ENSPSIG00000016120	Pelodiscus_sinensis
ENSCPRP00005012144	ENSCPRG00005008584	Crocodylus_porosus
ENSSPUP00000004838	ENSSPUG00000003723	Sphenodon_punctatus
ENSPCIP00000046670	ENSPCIG00000011289	Phascolarctos_cinereus
ENSVURP00010025055	ENSVURG00010017478	Vombatus_ursinus
ENSMEUP00000014224	ENSMEUG00000015574	Notamacropus_eugenii
ENSMODP00000059095	ENSMODG00000004006	Monodelphis_domestica
ENSSHAP00000022214	ENSSHAG00000018794	Sarcophilus_harrisii
ENSCJAP00000074743	ENSCJAG00000003326	Callithrix_jacchus
ENSCCAP00000037675	ENSCCAG00000036673	Cebus_capucinus_imitator
ENSSBOP00000017244	ENSSBOG00000025206	Saimiri_boliviensis_boliviensis
ENSANAP00000038334	ENSANAG00000035973	Aotus_nancymaae
ENSMFAP00000026504	ENSMFAG00000044631	Macaca_fascicularis
ENSMNEP00000017486	ENSMNEG00000032652	Macaca_nemestrina
ENSTGEP00000010523	ENSTGEG00000008089	Theropithecus_gelada
ENSPANP00000032244	ENSPANG00000008398	Papio_anubis
ENSMMUP00000013794	ENSMMUG00000010526	Macaca_mulatta
ENSMLEP00000016882	ENSMLEG00000032404	Mandrillus_leucophaeus
ENSCATP00000023844	ENSCATG00000035449	Cercocebus_atys
ENSCSAP00000012099	ENSCSAG00000016028	Chlorocebus_sabaeus
ENSRBIP00000015570	ENSRBIG00000031798	Rhinopithecus_bieti
ENSRROP00000042013	ENSRROG00000044165	Rhinopithecus_roxellana
ENSPTEP00000028699	ENSPTEG00000027951	Piliocolobus_tephrosceles
ENSCANP00000032461	ENSCANG00000039862	Colobus_angolensis_palliatus
ENSPTRP00000056571	ENSPTRG00000047916	Pan_troglodytes
ENSPPAP00000010256	ENSPPAG00000028311	Pan_paniscus
ENSP00000438949	ENSG00000182389	Homo_sapiens
ENSGGOP00000041749	ENSGGOG00000038672	Gorilla_gorilla
ENSPPYP00000014343	ENSPPYG00000012849	Pongo_abelii
ENSNLEP00000029454	ENSNLEG00000029444	Nomascus_leucogenys
ENSTSYP00000032220	ENSTSYG00000011905	Carlito_syrichta
ENSPCOP00000024016	ENSPCOG00000024069	Propithecus_coquereli
ENSMICP00000022739	ENSMICG00000005867	Microcebus_murinus
ENSPSMP00000035485	ENSPSMG00000024421	Prolemur_simus
ENSOGAP00000010231	ENSOGAG00000011426	Otolemur_garnettii
ENSOPRP00000009562	ENSOPRG00000010462	Ochotona_princeps
ENSTBEP00000010041	ENSTBEG00000011607	Tupaia_belangeri
MGP_SPRETEiJ_P0053824	MGP_SPRETEiJ_G0024479	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000077438	ENSMUSG00000017412	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0051770	MGP_CAROLIEiJ_G0023558	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0062767	MGP_PahariEiJ_G0025009	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000056186	ENSRNOG00000007666	Rattus_norvegicus
ENSMUGP00000028365	ENSMUGG00000023525	Meriones_unguiculatus
ENSCGRP00001025930	ENSCGRG00001023366	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015643	ENSCGRG00015011704	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000014700	ENSCGRG00000010643	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014966	ENSMAUG00000014567	Mesocricetus_auratus
ENSMOCP00000026773	ENSMOCG00000022468	Microtus_ochrogaster
ENSPEMP00000000052	ENSPEMG00000000044	Peromyscus_maniculatus_bairdii
ENSNGAP00000001172	ENSNGAG00000000866	Nannospalax_galili
ENSJJAP00000014461	ENSJJAG00000016900	Jaculus_jaculus
ENSCCNP00000017709	ENSCCNG00000017993	Castor_canadensis
ENSODEP00000005067	ENSODEG00000003835	Octodon_degus
ENSCLAP00000008214	ENSCLAG00000005759	Chinchilla_lanigera
ENSCPOP00000026155	ENSCPOG00000026052	Cavia_porcellus
ENSHGLP00000002602	ENSHGLG00000001958	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008866	ENSHGLG00100006597	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015351	ENSFDAG00000003173	Fukomys_damarensis
ENSUPAP00010001993	ENSUPAG00010001584	Urocitellus_parryii
ENSSTOP00000030084	ENSSTOG00000016328	Ictidomys_tridecemlineatus
ENSSDAP00000025523	ENSSDAG00000023160	Spermophilus_dauricus
ENSMMMP00000025234	ENSMMMG00000022074	Marmota_marmota_marmota
ENSCAPP00000006530	ENSCAPG00000008663	Cavia_aperea
ENSMMMP00000014222	ENSMMMG00000012676	Marmota_marmota_marmota
ENSDORP00000019855	ENSDORG00000007926	Dipodomys_ordii
ENSOCUP00000044159	ENSOCUG00000000144	Oryctolagus_cuniculus
ENSP00000489697	ENSG00000283228	Homo_sapiens
ENSUAMP00000004823	ENSUAMG00000002586	Ursus_americanus
ENSUMAP00000003325	ENSUMAG00000002493	Ursus_maritimus
ENSAMEP00000009272	ENSAMEG00000008758	Ailuropoda_melanoleuca
ENSNVIP00000005932	ENSNVIG00000003984	Neovison_vison
ENSMPUP00000000398	ENSMPUG00000000400	Mustela_putorius_furo
ENSCAFP00000055439	ENSCAFG00000005773	Canis_lupus_familiaris
ENSCAFP00020035374	ENSCAFG00020027370	Canis_lupus_dingo
ENSVVUP00000019404	ENSVVUG00000014341	Vulpes_vulpes
ENSPTIP00000016123	ENSPTIG00000014914	Panthera_tigris_altaica
ENSPPRP00000013192	ENSPPRG00000006549	Panthera_pardus
ENSFCAP00000033196	ENSFCAG00000024935	Felis_catus
ENSECAP00000049956	ENSECAG00000000231	Equus_caballus
ENSEASP00005034155	ENSEASG00005023346	Equus_asinus_asinus
ENSOARP00000009047	ENSOARG00000008437	Ovis_aries
ENSCHIP00000011095	ENSCHIG00000013367	Capra_hircus
ENSBIXP00000023979	ENSBIXG00000005476	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005014730	ENSBIXG00005003080	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000002971	ENSBTAG00000002297	Bos_taurus
ENSBMUP00000028082	ENSBMUG00000020173	Bos_mutus
ENSBBBP00000019769	ENSBBBG00000014165	Bison_bison_bison
ENSSSCP00000043421	ENSSSCG00000029073	Sus_scrofa_strain_reference
ENSTTRP00000014761	ENSTTRG00000015572	Tursiops_truncatus
ENSVPAP00000002010	ENSVPAG00000002173	Vicugna_pacos
ENSSARP00000006729	ENSSARG00000007430	Sorex_araneus
ENSEEUP00000011430	ENSEEUG00000012533	Erinaceus_europaeus
ENSPVAP00000013662	ENSPVAG00000014493	Pteropus_vampyrus
ENSMLUP00000003159	ENSMLUG00000003465	Myotis_lucifugus
ENSDNOP00000012389	ENSDNOG00000015978	Dasypus_novemcinctus
ENSCHOP00000002731	ENSCHOG00000003080	Choloepus_hoffmanni
ENSLAFP00000029090	ENSLAFG00000009844	Loxodonta_africana
ENSPCAP00000015547	ENSPCAG00000016598	Procavia_capensis
ENSETEP00000009728	ENSETEG00000011985	Echinops_telfairi
ENSOANP00000009737	ENSOANG00000006106	Ornithorhynchus_anatinus
ENSXETP00000023005	ENSXETG00000005166	Xenopus_tropicalis
ENSLACP00000014759	ENSLACG00000012990	Latimeria_chalumnae
ENSCMIP00000021225	ENSCMIG00000009690	Callorhinchus_milii
ENSDCDP00000032792	ENSDCDG00000019917	Denticeps_clupeoides
ENSCSEP00000003316	ENSCSEG00000002163	Cynoglossus_semilaevis
ENSTNIP00000004573	ENSTNIG00000002137	Tetraodon_nigroviridis
ENSAOWP00000017040	ENSAOWG00000011649	Apteryx_owenii
ENSFALP00000008233	ENSFALG00000007892	Ficedula_albicollis
ENSHHUP00000018374	ENSHHUG00000011384	Hucho_hucho
ENSHHUP00000039294	ENSHHUG00000023711	Hucho_hucho
ENSELUP00000023084	ENSELUG00000021961	Esox_lucius
ENSTRUP00000055243	ENSTRUG00000007932	Takifugu_rubripes
ENSTNIP00000020246	ENSTNIG00000017111	Tetraodon_nigroviridis
ENSMMOP00000005382	ENSMMOG00000004259	Mola_mola
ENSLBEP00000022254	ENSLBEG00000017022	Labrus_bergylta
ENSLCRP00005062037	ENSLCRG00005022815	Larimichthys_crocea
ENSGACP00000005344	ENSGACG00000004067	Gasterosteus_aculeatus
ENSCSEP00000000710	ENSCSEG00000000509	Cynoglossus_semilaevis
ENSHCOP00000025510	ENSHCOG00000015727	Hippocampus_comes
ENSXCOP00000015237	ENSXCOG00000011546	Xiphophorus_couchianus
ENSXMAP00000036615	ENSXMAG00000002276	Xiphophorus_maculatus
ENSGAFP00000003866	ENSGAFG00000002605	Gambusia_affinis
ENSPLAP00000030550	ENSPLAG00000021743	Poecilia_latipinna
ENSPFOP00000027747	ENSPFOG00000016676	Poecilia_formosa
ENSPMEP00000019151	ENSPMEG00000022180	Poecilia_mexicana
ENSPREP00000012107	ENSPREG00000008213	Poecilia_reticulata
ENSCVAP00000023464	ENSCVAG00000006849	Cyprinodon_variegatus
ENSFHEP00000011544	ENSFHEG00000014381	Fundulus_heteroclitus
ENSKMAP00000018384	ENSKMAG00000013687	Kryptolebias_marmoratus
ENSORLP00020008909	ENSORLG00020009838	Oryzias_latipes_ASM223471v1
ENSORLP00000033984	ENSORLG00000010896	Oryzias_latipes_ASM223467v1
ENSORLP00015009014	ENSORLG00015009832	Oryzias_latipes_ASM223469v1
ENSOMEP00000002601	ENSOMEG00000003573	Oryzias_melastigma
ENSGWIP00000045826	ENSGWIG00000022659	Gouania_willdenowi
ENSAPEP00000021194	ENSAPEG00000015139	Amphiprion_percula
ENSAOCP00000015974	ENSAOCG00000020853	Amphiprion_ocellaris
ENSAPOP00000013044	ENSAPOG00000016048	Acanthochromis_polyacanthus
ENSSPAP00000016558	ENSSPAG00000012470	Stegastes_partitus
ENSPRNP00000051650	ENSPRNG00000022894	Parambassis_ranga
ENSACLP00000001316	ENSACLG00000000867	Astatotilapia_calliptera
ENSMZEP00005001231	ENSMZEG00005001051	Maylandia_zebra
ENSHBUP00000026480	ENSHBUG00000009170	Haplochromis_burtoni
ENSPNYP00000000867	ENSPNYG00000000672	Pundamilia_nyererei
ENSONIP00000007606	ENSONIG00000006040	Oreochromis_niloticus
ENSNBRP00000020341	ENSNBRG00000015264	Neolamprologus_brichardi
ENSACIP00000021394	ENSACIG00000016610	Amphilophus_citrinellus
ENSMAMP00000007304	ENSMAMG00000004958	Mastacembelus_armatus
ENSMALP00000029280	ENSMALG00000020259	Monopterus_albus
ENSATEP00000006469	ENSATEG00000004521	Anabas_testudineus
ENSBSLP00000008674	ENSBSLG00000003950	Betta_splendens
ENSSDUP00000010424	ENSSDUG00000007603	Seriola_dumerili
ENSSLDP00000027388	ENSSLDG00000021222	Seriola_lalandi_dorsalis
ENSSMAP00000019022	ENSSMAG00000011644	Scophthalmus_maximus
ENSLCAP00010051045	ENSLCAG00010023714	Lates_calcarifer
ENSCGOP00000012561	ENSCGOG00000005583	Cottoperca_gobio
ENSPMGP00000003313	ENSPMGG00000002871	Periophthalmus_magnuspinnatus
ENSGMOP00000005562	ENSGMOG00000005230	Gadus_morhua
ENSAMXP00000048419	ENSAMXG00000010460	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005018970	ENSAMXG00005006434	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001529	ENSPNAG00000000797	Pygocentrus_nattereri
ENSIPUP00000009326	ENSIPUG00000006349	Ictalurus_punctatus
ENSEEEP00000002744	ENSEEEG00000001556	Electrophorus_electricus
ENSDARP00000133097	ENSDARG00000099045	Danio_rerio
ENSDCDP00000022599	ENSDCDG00000017316	Denticeps_clupeoides
ENSSFOP00015002870	ENSSFOG00015001855	Scleropages_formosus
ENSPKIP00000030357	ENSPKIG00000011240	Paramormyrops_kingsleyae
ENSDNOP00000032668	ENSDNOG00000045762	Dasypus_novemcinctus
ENSCHOP00000005741	ENSCHOG00000006483	Choloepus_hoffmanni
ENSOANP00000009080	ENSOANG00000005706	Ornithorhynchus_anatinus
ENSLOCP00000013336	ENSLOCG00000010868	Lepisosteus_oculatus
ENSECRP00000006707	ENSECRG00000004458	Erpetoichthys_calabaricus
ENSPVIP00000007401	ENSPVIG00000006048	Pogona_vitticeps
ENSACAP00000005482	ENSACAG00000005593	Anolis_carolinensis
ENSNSUP00000013029	ENSNSUG00000009744	Notechis_scutatus
ENSSMRP00000018045	ENSSMRG00000014055	Salvator_merianae
ENSSPUP00000018276	ENSSPUG00000014114	Sphenodon_punctatus
ENSAOWP00000018609	ENSAOWG00000012626	Apteryx_owenii
ENSAHAP00000019996	ENSAHAG00000014059	Apteryx_haastii
ENSARWP00000002411	ENSARWG00000001084	Apteryx_rowi
ENSDNVP00000001886	ENSDNVG00000001358	Dromaius_novaehollandiae
ENSNPEP00000002886	ENSNPEG00000001671	Nothoprocta_perdicaria
ENSCPGP00000021439	ENSCPGG00000014923	Calidris_pygmaea
ENSCPUP00000014440	ENSCPUG00000010149	Calidris_pugnax
ENSMUNP00000007515	ENSMUNG00000006010	Melopsittacus_undulatus
ENSCCEP00000015732	ENSCCEG00000014828	Cyanistes_caeruleus
ENSPMJP00000008472	ENSPMJG00000006865	Parus_major
ENSFALP00000007738	ENSFALG00000007405	Ficedula_albicollis
ENSLSDP00000005505	ENSLSDG00000004286	Lonchura_striata_domestica
ENSTGUP00000001294	ENSTGUG00000001247	Taeniopygia_guttata
ENSSCAP00000014064	ENSSCAG00000010347	Serinus_canaria
ENSZALP00000019682	ENSZALG00000015558	Zonotrichia_albicollis
ENSJHYP00000013301	ENSJHYG00000010327	Junco_hyemalis
ENSMVIP00005008777	ENSMVIG00005006501	Manacus_vitellinus
ENSLCOP00000003631	ENSLCOG00000002741	Lepidothrix_coronata
ENSABRP00000004737	ENSABRG00000004355	Anser_brachyrhynchus
ENSAPLP00000019890	ENSAPLG00000013189	Anas_platyrhynchos_platyrhynchos
ENSGALP00000013972	ENSGALG00000008591	Gallus_gallus
ENSMGAP00000007599	ENSMGAG00000007454	Meleagris_gallopavo
ENSCJPP00005004086	ENSCJPG00005004139	Coturnix_japonica
ENSNMEP00000010404	ENSNMEG00000009875	Numida_meleagris
ENSCPRP00005014858	ENSCPRG00005010070	Crocodylus_porosus
ENSCABP00000016059	ENSCABG00000011888	Chelonoidis_abingdonii
ENSGAGP00000015174	ENSGAGG00000011455	Gopherus_agassizii
ENSCPBP00000020961	ENSCPBG00000015061	Chrysemys_picta_bellii
ENSPSIP00000015359	ENSPSIG00000013741	Pelodiscus_sinensis
ENSPCIP00000011095	ENSPCIG00000008958	Phascolarctos_cinereus
ENSVURP00010030339	ENSVURG00010023195	Vombatus_ursinus
ENSMEUP00000004788	ENSMEUG00000005234	Notamacropus_eugenii
ENSMODP00000049291	ENSMODG00000009618	Monodelphis_domestica
ENSSHAP00000010211	ENSSHAG00000008820	Sarcophilus_harrisii
ENSCPOP00000005273	ENSCPOG00000005845	Cavia_porcellus
ENSCAPP00000003503	ENSCAPG00000006218	Cavia_aperea
ENSCLAP00000017474	ENSCLAG00000012002	Chinchilla_lanigera
ENSHGLP00000012710	ENSHGLG00000009093	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024467	ENSHGLG00100017964	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000014218	ENSFDAG00000001334	Fukomys_damarensis
ENSODEP00000013490	ENSODEG00000009971	Octodon_degus
ENSSTOP00000024106	ENSSTOG00000004300	Ictidomys_tridecemlineatus
ENSUPAP00010008260	ENSUPAG00010006575	Urocitellus_parryii
ENSSDAP00000012155	ENSSDAG00000010941	Spermophilus_dauricus
ENSMMMP00000016623	ENSMMMG00000014703	Marmota_marmota_marmota
ENSCCNP00000000960	ENSCCNG00000001055	Castor_canadensis
ENSDORP00000001834	ENSDORG00000001954	Dipodomys_ordii
ENSCGRP00001017057	ENSCGRG00001017190	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023539	ENSCGRG00000017040	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015029723	ENSCGRG00015022368	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003459	ENSMAUG00000003823	Mesocricetus_auratus
ENSPEMP00000015359	ENSPEMG00000014893	Peromyscus_maniculatus_bairdii
ENSMOCP00000005486	ENSMOCG00000004971	Microtus_ochrogaster
ENSMSIP00000037607	ENSMSIG00000031316	Mus_spicilegus
MGP_SPRETEiJ_P0051711	MGP_SPRETEiJ_G0024111	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000110371	ENSMUSG00000057914	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0049701	MGP_CAROLIEiJ_G0023194	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0060718	MGP_PahariEiJ_G0024652	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000037354	ENSRNOG00000018378	Rattus_norvegicus
ENSMUGP00000007588	ENSMUGG00000006911	Meriones_unguiculatus
ENSNGAP00000005594	ENSNGAG00000007965	Nannospalax_galili
ENSOCUP00000040459	ENSOCUG00000014849	Oryctolagus_cuniculus
ENSOPRP00000005502	ENSOPRG00000005985	Ochotona_princeps
ENSPPAP00000019362	ENSPPAG00000032846	Pan_paniscus
ENSPTRP00000044995	ENSPTRG00000002339	Pan_troglodytes
ENSP00000320025	ENSG00000165995	Homo_sapiens
ENSGGOP00000009098	ENSGGOG00000009308	Gorilla_gorilla
ENSPPYP00000002476	ENSPPYG00000002130	Pongo_abelii
ENSNLEP00000043060	ENSNLEG00000012660	Nomascus_leucogenys
ENSMNEP00000013073	ENSMNEG00000030776	Macaca_nemestrina
ENSMMUP00000009770	ENSMMUG00000007445	Macaca_mulatta
ENSMFAP00000017584	ENSMFAG00000031605	Macaca_fascicularis
ENSCATP00000026475	ENSCATG00000036637	Cercocebus_atys
ENSMLEP00000018328	ENSMLEG00000033080	Mandrillus_leucophaeus
ENSTGEP00000008248	ENSTGEG00000006484	Theropithecus_gelada
ENSPANP00000040250	ENSPANG00000023141	Papio_anubis
ENSCSAP00000008761	ENSCSAG00000012581	Chlorocebus_sabaeus
ENSRROP00000013980	ENSRROG00000031204	Rhinopithecus_roxellana
ENSRBIP00000021028	ENSRBIG00000034497	Rhinopithecus_bieti
ENSCANP00000023900	ENSCANG00000035330	Colobus_angolensis_palliatus
ENSPTEP00000032044	ENSPTEG00000030711	Piliocolobus_tephrosceles
ENSCJAP00000061685	ENSCJAG00000008292	Callithrix_jacchus
ENSCCAP00000002444	ENSCCAG00000014414	Cebus_capucinus_imitator
ENSSBOP00000009022	ENSSBOG00000021365	Saimiri_boliviensis_boliviensis
ENSANAP00000030616	ENSANAG00000033021	Aotus_nancymaae
ENSTSYP00000034558	ENSTSYG00000010727	Carlito_syrichta
ENSPCOP00000017959	ENSPCOG00000020808	Propithecus_coquereli
ENSPSMP00000027184	ENSPSMG00000018373	Prolemur_simus
ENSMICP00000016869	ENSMICG00000005995	Microcebus_murinus
ENSTBEP00000009207	ENSTBEG00000010618	Tupaia_belangeri
ENSPVAP00000005978	ENSPVAG00000006328	Pteropus_vampyrus
ENSMLUP00000001660	ENSMLUG00000001818	Myotis_lucifugus
ENSECAP00000052408	ENSECAG00000013884	Equus_caballus
ENSEASP00005029328	ENSEASG00005019932	Equus_asinus_asinus
ENSCAFP00020014945	ENSCAFG00020009860	Canis_lupus_dingo
ENSCAFP00000045208	ENSCAFG00000004474	Canis_lupus_familiaris
ENSVVUP00000004876	ENSVVUG00000003840	Vulpes_vulpes
ENSMPUP00000011807	ENSMPUG00000011897	Mustela_putorius_furo
ENSNVIP00000003075	ENSNVIG00000002329	Neovison_vison
ENSUAMP00000005285	ENSUAMG00000004705	Ursus_americanus
ENSUMAP00000018201	ENSUMAG00000013283	Ursus_maritimus
ENSAMEP00000013642	ENSAMEG00000012933	Ailuropoda_melanoleuca
ENSPPRP00000010803	ENSPPRG00000004882	Panthera_pardus
ENSPTIP00000021793	ENSPTIG00000018789	Panthera_tigris_altaica
ENSFCAP00000041518	ENSFCAG00000015492	Felis_catus
ENSLAFP00000017103	ENSLAFG00000022457	Loxodonta_africana
ENSSSCP00000045516	ENSSSCG00000011040	Sus_scrofa_strain_reference
ENSTTRP00000007022	ENSTTRG00000007422	Tursiops_truncatus
ENSCHIP00000001158	ENSCHIG00000001734	Capra_hircus
ENSOARP00000013799	ENSOARG00000012882	Ovis_aries
ENSBIXP00005043345	ENSBIXG00005005335	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000012982	ENSBIXG00000006359	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000069538	ENSBTAG00000022000	Bos_taurus
ENSBMUP00000011766	ENSBMUG00000008982	Bos_mutus
ENSBBBP00000003931	ENSBBBG00000013199	Bison_bison_bison
ENSVPAP00000009437	ENSVPAG00000010142	Vicugna_pacos
ENSSARP00000012271	ENSSARG00000013573	Sorex_araneus
ENSEEUP00000007464	ENSEEUG00000008177	Erinaceus_europaeus
ENSOGAP00000003491	ENSOGAG00000003922	Otolemur_garnettii
ENSPCAP00000010824	ENSPCAG00000011558	Procavia_capensis
ENSETEP00000016409	ENSETEG00000020199	Echinops_telfairi
ENSJJAP00000016662	ENSJJAG00000018440	Jaculus_jaculus
ENSXETP00000051818	ENSXETG00000020320	Xenopus_tropicalis
ENSLACP00000017896	ENSLACG00000015767	Latimeria_chalumnae
ENSCMIP00000009369	ENSCMIG00000004489	Callorhinchus_milii
ENSEBUP00000004423	ENSEBUG00000003131	Eptatretus_burgeri	ENSEBUT00000004860
ENSEBUP00000009145	ENSEBUG00000005903	Eptatretus_burgeri	ENSEBUT00000009664
ENSSFOP00015004579	ENSSFOG00015002832	Scleropages_formosus
ENSPKIP00000019853	ENSPKIG00000004849	Paramormyrops_kingsleyae
ENSAMXP00005024257	ENSAMXG00005012337	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013638	ENSAMXG00000013243	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000019793	ENSPNAG00000026474	Pygocentrus_nattereri
ENSEEEP00000013380	ENSEEEG00000006702	Electrophorus_electricus
ENSIPUP00000005173	ENSIPUG00000003592	Ictalurus_punctatus
ENSDARP00000109412	ENSDARG00000055565	Danio_rerio
ENSDCDP00000001386	ENSDCDG00000000753	Denticeps_clupeoides
ENSCHAP00000004230	ENSCHAG00000002654	Clupea_harengus
ENSMALP00000028065	ENSMALG00000019444	Monopterus_albus
ENSMAMP00000001415	ENSMAMG00000000996	Mastacembelus_armatus
ENSATEP00000001025	ENSATEG00000000715	Anabas_testudineus
ENSSLDP00000011205	ENSSLDG00000008925	Seriola_lalandi_dorsalis
ENSSDUP00000018841	ENSSDUG00000013742	Seriola_dumerili
ENSLCAP00010043248	ENSLCAG00010020160	Lates_calcarifer
ENSSMAP00000026837	ENSSMAG00000016367	Scophthalmus_maximus
ENSLCRP00005006046	ENSLCRG00005003079	Larimichthys_crocea
ENSLBEP00000019628	ENSLBEG00000015097	Labrus_bergylta
ENSCGOP00000007256	ENSCGOG00000003609	Cottoperca_gobio
ENSMMOP00000012313	ENSMMOG00000009470	Mola_mola
ENSAOCP00000023713	ENSAOCG00000000614	Amphiprion_ocellaris
ENSAPEP00000034097	ENSAPEG00000024216	Amphiprion_percula
ENSAPOP00000016263	ENSAPOG00000019364	Acanthochromis_polyacanthus
ENSSPAP00000018950	ENSSPAG00000014288	Stegastes_partitus
ENSPRNP00000034992	ENSPRNG00000017240	Parambassis_ranga
ENSPLAP00000022137	ENSPLAG00000006474	Poecilia_latipinna
ENSPMEP00000012573	ENSPMEG00000014787	Poecilia_mexicana
ENSPFOP00000002997	ENSPFOG00000003051	Poecilia_formosa
ENSPREP00000020761	ENSPREG00000014033	Poecilia_reticulata
ENSXMAP00000016639	ENSXMAG00000016609	Xiphophorus_maculatus
ENSXCOP00000021868	ENSXCOG00000016336	Xiphophorus_couchianus
ENSGAFP00000003454	ENSGAFG00000002314	Gambusia_affinis
ENSFHEP00000003287	ENSFHEG00000004156	Fundulus_heteroclitus
ENSCVAP00000027322	ENSCVAG00000013591	Cyprinodon_variegatus
ENSKMAP00000001093	ENSKMAG00000000881	Kryptolebias_marmoratus
ENSCSEP00000022033	ENSCSEG00000014040	Cynoglossus_semilaevis
ENSGWIP00000029183	ENSGWIG00000015207	Gouania_willdenowi
ENSBSLP00000057063	ENSBSLG00000026570	Betta_splendens
ENSGACP00000022521	ENSGACG00000017052	Gasterosteus_aculeatus
ENSHCOP00000004729	ENSHCOG00000006249	Hippocampus_comes
ENSPMGP00000011322	ENSPMGG00000009376	Periophthalmus_magnuspinnatus
ENSTRUP00000022327	ENSTRUG00000008881	Takifugu_rubripes
ENSTNIP00000021830	ENSTNIG00000018655	Tetraodon_nigroviridis
ENSORLP00000034587	ENSORLG00000017898	Oryzias_latipes_ASM223467v1
ENSORLP00015004031	ENSORLG00015004772	Oryzias_latipes_ASM223469v1
ENSORLP00020004019	ENSORLG00020004820	Oryzias_latipes_ASM223471v1
ENSOMEP00000010150	ENSOMEG00000011423	Oryzias_melastigma
ENSGMOP00000007548	ENSGMOG00000007090	Gadus_morhua
ENSMZEP00005027023	ENSMZEG00005020157	Maylandia_zebra
ENSACLP00000019215	ENSACLG00000013041	Astatotilapia_calliptera
ENSHBUP00000010774	ENSHBUG00000012332	Haplochromis_burtoni
ENSPNYP00000020568	ENSPNYG00000015548	Pundamilia_nyererei
ENSONIP00000011547	ENSONIG00000009185	Oreochromis_niloticus
ENSNBRP00000013772	ENSNBRG00000010645	Neolamprologus_brichardi
ENSACIP00000006149	ENSACIG00000004824	Amphilophus_citrinellus
