ENSGACP00000021154	ENSGACG00000016029	Gasterosteus_aculeatus
ENSACIP00000003808	ENSACIG00000003005	Amphilophus_citrinellus
ENSMGAP00000006903	ENSMGAG00000006815	Meleagris_gallopavo
ENSNPEP00000009154	ENSNPEG00000006871	Nothoprocta_perdicaria
ENSPCOP00000017301	ENSPCOG00000020449	Propithecus_coquereli
ENSAOCP00000014528	ENSAOCG00000019213	Amphiprion_ocellaris
ENSORLP00015003617	ENSORLG00015004385	Oryzias_latipes_ASM223469v1
ENSNPEP00000014948	ENSNPEG00000011165	Nothoprocta_perdicaria
ENSPMGP00000026294	ENSPMGG00000021212	Periophthalmus_magnuspinnatus
ENSBMUP00000027365	ENSBMUG00000020507	Bos_mutus
ENSNBRP00000019377	ENSNBRG00000014779	Neolamprologus_brichardi
ENSSPAP00000016797	ENSSPAG00000012672	Stegastes_partitus
ENSMUSP00000108595	ENSMUSG00000079418	Mus_musculus_strain_reference_(CL57BL6)
ENSACLP00000000458	ENSACLG00000000346	Astatotilapia_calliptera
ENSPVAP00000005722	ENSPVAG00000006053	Pteropus_vampyrus
ENSCGOP00000048173	ENSCGOG00000021507	Cottoperca_gobio
ENSSDAP00000002843	ENSSDAG00000002717	Spermophilus_dauricus
ENSPMEP00000029727	ENSPMEG00000015662	Poecilia_mexicana
ENSNBRP00000024626	ENSNBRG00000018815	Neolamprologus_brichardi
ENSCSEP00000023451	ENSCSEG00000014816	Cynoglossus_semilaevis
ENSCCNP00000012388	ENSCCNG00000012522	Castor_canadensis
ENSPEMP00000003323	ENSPEMG00000004633	Peromyscus_maniculatus_bairdii
ENSDNVP00000003704	ENSDNVG00000002623	Dromaius_novaehollandiae
ENSAMEP00000012959	ENSAMEG00000012294	Ailuropoda_melanoleuca
ENSRBIP00000006917	ENSRBIG00000027148	Rhinopithecus_bieti
ENSPCAP00000012750	ENSPCAG00000013656	Procavia_capensis
ENSCMIP00000032757	ENSCMIG00000013996	Callorhinchus_milii
ENSCVAP00000001988	ENSCVAG00000003030	Cyprinodon_variegatus
ENSJJAP00000000394	ENSJJAG00000000341	Jaculus_jaculus
ENSPNAP00000022052	ENSPNAG00000004564	Pygocentrus_nattereri
ENSLCRP00005015414	ENSLCRG00005006533	Larimichthys_crocea
ENSPLAP00000009316	ENSPLAG00000012068	Poecilia_latipinna
ENSCJPP00005017821	ENSCJPG00005014485	Coturnix_japonica
ENSORLP00015015029	ENSORLG00015015920	Oryzias_latipes_ASM223469v1
ENSCGOP00000035464	ENSCGOG00000016428	Cottoperca_gobio
ENSBTAP00000013356	ENSBTAG00000010124	Bos_taurus
ENSPANP00000004393	ENSPANG00000020948	Papio_anubis
ENSAMXP00000051101	ENSAMXG00000029938	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000051852
ENSOMEP00000007098	ENSOMEG00000008186	Oryzias_melastigma
ENSLAFP00000007651	ENSLAFG00000009126	Loxodonta_africana
ENSPTIP00000007017	ENSPTIG00000008760	Panthera_tigris_altaica
ENSCJAP00000043851	ENSCJAG00000011210	Callithrix_jacchus
ENSCHOP00000003575	ENSCHOG00000004044	Choloepus_hoffmanni
ENSDCDP00000005939	ENSDCDG00000002884	Denticeps_clupeoides
ENSBIXP00005024491	ENSBIXG00005004641	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMFAP00000042445	ENSMFAG00000039952	Macaca_fascicularis
ENSECAP00000004784	ENSECAG00000006659	Equus_caballus
ENSCAPP00000002973	ENSCAPG00000005854	Cavia_aperea
ENSMALP00000031242	ENSMALG00000021560	Monopterus_albus
ENSCPBP00000001094	ENSCPBG00000000890	Chrysemys_picta_bellii
ENSCAFP00000055377	ENSCAFG00000018009	Canis_lupus_familiaris
ENSMMMP00000012556	ENSMMMG00000011223	Marmota_marmota_marmota
MGP_PahariEiJ_P0078220	MGP_PahariEiJ_G0028528	Mus_pahari_strain_PAHARI_EIJ
ENSEEUP00000012106	ENSEEUG00000013270	Erinaceus_europaeus
ENSDCDP00000002609	ENSDCDG00000001135	Denticeps_clupeoides
ENSAHAP00000005390	ENSAHAG00000004058	Apteryx_haastii
ENSPMJP00000016314	ENSPMJG00000012330	Parus_major
ENSEBUP00000004098	ENSEBUG00000002908	Eptatretus_burgeri
ENSFALP00000000198	ENSFALG00000000192	Ficedula_albicollis
ENSNLEP00000014879	ENSNLEG00000012244	Nomascus_leucogenys
ENSMICP00000049805	ENSMICG00000001538	Microcebus_murinus
ENSMMUP00000000514	ENSMMUG00000000386	Macaca_mulatta
ENSCPBP00000019719	ENSCPBG00000014206	Chrysemys_picta_bellii
ENSPMGP00000002432	ENSPMGG00000002136	Periophthalmus_magnuspinnatus
ENSGACP00000008852	ENSGACG00000006688	Gasterosteus_aculeatus
ENSOARP00000018917	ENSOARG00000017628	Ovis_aries
ENSPFOP00000018710	ENSPFOG00000018593	Poecilia_formosa
ENSCAFP00020032620	ENSCAFG00020025174	Canis_lupus_dingo
ENSSMRP00000015730	ENSSMRG00000012232	Salvator_merianae
ENSHCOP00000019315	ENSHCOG00000000125	Hippocampus_comes
ENSSMRP00000005882	ENSSMRG00000004737	Salvator_merianae
ENSGALP00000072484	ENSGALG00000006298	Gallus_gallus
ENSUMAP00000034868	ENSUMAG00000025090	Ursus_maritimus
ENSACLP00000002082	ENSACLG00000001458	Astatotilapia_calliptera
ENSVPAP00000008934	ENSVPAG00000009600	Vicugna_pacos
ENSPSIP00000009235	ENSPSIG00000008342	Pelodiscus_sinensis
ENSHHUP00000090828	ENSHHUG00000052426	Hucho_hucho
ENSFDAP00000017278	ENSFDAG00000005871	Fukomys_damarensis
ENSAOWP00000018263	ENSAOWG00000012468	Apteryx_owenii
ENSAMXP00005012647	ENSAMXG00005006739	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPPAP00000004458	ENSPPAG00000018771	Pan_paniscus
ENSVURP00010006472	ENSVURG00010005024	Vombatus_ursinus
ENSCANP00000000181	ENSCANG00000000252	Colobus_angolensis_palliatus
ENSCMIP00000006897	ENSCMIG00000003857	Callorhinchus_milii
ENSETEP00000007149	ENSETEG00000008799	Echinops_telfairi
ENSGAFP00000012908	ENSGAFG00000008724	Gambusia_affinis
ENSOANP00000013247	ENSOANG00000008336	Ornithorhynchus_anatinus
ENSCSAP00000003378	ENSCSAG00000007103	Chlorocebus_sabaeus
ENSSDAP00000021327	ENSSDAG00000019389	Spermophilus_dauricus
ENSNMEP00000009988	ENSNMEG00000009543	Numida_meleagris
ENSOARP00000010251	ENSOARG00000009546	Ovis_aries
ENSCGRP00015022554	ENSCGRG00015017156	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015022009	ENSCGRG00015016748	Cricetulus_griseus_CriGri-PICR
ENSHGLP00000009880	ENSHGLG00000007086	Heterocephalus_glaber_HetGla_female_1.0
ENSMLUP00000018876	ENSMLUG00000028269	Myotis_lucifugus
ENSSPUP00000000556	ENSSPUG00000000495	Sphenodon_punctatus
ENSCCEP00000023548	ENSCCEG00000021063	Cyanistes_caeruleus
ENSPPYP00000001492	ENSPPYG00000001279	Pongo_abelii
ENSLCRP00005021667	ENSLCRG00005008780	Larimichthys_crocea
ENSSTOP00000013200	ENSSTOG00000014734	Ictidomys_tridecemlineatus
ENSAMXP00005044557	ENSAMXG00005020615	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCABP00000005962	ENSCABG00000004488	Chelonoidis_abingdonii
ENSECRP00000013304	ENSECRG00000008865	Erpetoichthys_calabaricus
ENSNLEP00000009439	ENSNLEG00000007770	Nomascus_leucogenys
ENSORLP00000019412	ENSORLG00000015500	Oryzias_latipes_ASM223467v1
ENSXCOP00000008774	ENSXCOG00000006696	Xiphophorus_couchianus
ENSAPOP00000002812	ENSAPOG00000004347	Acanthochromis_polyacanthus
ENSSPAP00000026336	ENSSPAG00000019853	Stegastes_partitus
ENSMNEP00000032816	ENSMNEG00000039693	Macaca_nemestrina
ENSJHYP00000022670	ENSJHYG00000017099	Junco_hyemalis
ENSEEUP00000001773	ENSEEUG00000001950	Erinaceus_europaeus
ENSDNVP00000000507	ENSDNVG00000000396	Dromaius_novaehollandiae
ENSPTEP00000039946	ENSPTEG00000036866	Piliocolobus_tephrosceles
ENSDNOP00000009844	ENSDNOG00000012698	Dasypus_novemcinctus
ENSODEP00000007326	ENSODEG00000005462	Octodon_degus
ENSSARP00000001132	ENSSARG00000001225	Sorex_araneus
ZK792.8.1	WBGene00014080	Caenorhabditis_elegans_strain_N2
ENSCPOP00000009263	ENSCPOG00000010314	Cavia_porcellus
ENSXETP00000007256	ENSXETG00000008166	Xenopus_tropicalis
ENSMUSP00000143291	ENSMUSG00000087119	Mus_musculus_strain_reference_(CL57BL6)
ENSCMIP00000022447	ENSCMIG00000010120	Callorhinchus_milii
ENSSPUP00000019104	ENSSPUG00000014705	Sphenodon_punctatus
ENSCAFP00020008187	ENSCAFG00020006639	Canis_lupus_dingo
ENSMPUP00000006498	ENSMPUG00000006554	Mustela_putorius_furo
ENSGACP00000009183	ENSGACG00000006923	Gasterosteus_aculeatus
ENSAPLP00000020101	ENSAPLG00000015314	Anas_platyrhynchos_platyrhynchos
ENSCLAP00000003156	ENSCLAG00000002262	Chinchilla_lanigera
ENSMALP00000021896	ENSMALG00000015304	Monopterus_albus
ENSOCUP00000022235	ENSOCUG00000021604	Oryctolagus_cuniculus
ENSBSLP00000006536	ENSBSLG00000003253	Betta_splendens
ENSPNAP00000011615	ENSPNAG00000005331	Pygocentrus_nattereri
ENSCAFP00020031370	ENSCAFG00020024480	Canis_lupus_dingo
ENSMVIP00005021070	ENSMVIG00005014823	Manacus_vitellinus
ENSEEEP00000012877	ENSEEEG00000006472	Electrophorus_electricus
ENSECAP00000047404	ENSECAG00000000823	Equus_caballus
ENSPRNP00000002883	ENSPRNG00000001761	Parambassis_ranga
ENSMNEP00000042387	ENSMNEG00000043930	Macaca_nemestrina
ENSCPRP00005015637	ENSCPRG00005010945	Crocodylus_porosus
ENSAOCP00000001429	ENSAOCG00000004436	Amphiprion_ocellaris
ENSSSCP00000028239	ENSSSCG00000012569	Sus_scrofa_strain_reference
ENSGAFP00000014156	ENSGAFG00000009574	Gambusia_affinis
ENSPKIP00000033987	ENSPKIG00000013466	Paramormyrops_kingsleyae	ENSPKIT00000014885
MGP_PahariEiJ_P0090487	MGP_PahariEiJ_G0031997	Mus_pahari_strain_PAHARI_EIJ
ENSDORP00000021620	ENSDORG00000027209	Dipodomys_ordii
ENSRROP00000003453	ENSRROG00000013654	Rhinopithecus_roxellana
ENSPPYP00000011808	ENSPPYG00000010544	Pongo_abelii
ENSMSIP00000030995	ENSMSIG00000025942	Mus_spicilegus
ENSPEMP00000001010	ENSPEMG00000000703	Peromyscus_maniculatus_bairdii
ENSEASP00005029229	ENSEASG00005019799	Equus_asinus_asinus
ENSMNEP00000029581	ENSMNEG00000038244	Macaca_nemestrina
ENSLCAP00010022231	ENSLCAG00010010458	Lates_calcarifer
ENSAMXP00000039943	ENSAMXG00000039480	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSBOP00000021288	ENSSBOG00000027164	Saimiri_boliviensis_boliviensis
ENSJJAP00000019320	ENSJJAG00000020306	Jaculus_jaculus
ENSACAP00000011916	ENSACAG00000012035	Anolis_carolinensis
ENSLAFP00000009775	ENSLAFG00000011701	Loxodonta_africana
ENSCAPP00000005751	ENSCAPG00000007995	Cavia_aperea
ENSPVIP00000017898	ENSPVIG00000013702	Pogona_vitticeps
ENSCPOP00000000119	ENSCPOG00000000135	Cavia_porcellus
ENSSDUP00000030799	ENSSDUG00000022191	Seriola_dumerili
ENSUAMP00000015324	ENSUAMG00000012272	Ursus_americanus
ENSORLP00000045131	ENSORLG00000010404	Oryzias_latipes_ASM223467v1
ENSPCAP00000013259	ENSPCAG00000014194	Procavia_capensis
ENSPPRP00000003748	ENSPPRG00000000081	Panthera_pardus
ENSMAMP00000004380	ENSMAMG00000002970	Mastacembelus_armatus
ENSCGRP00000019190	ENSCGRG00000013972	Cricetulus_griseus_CriGri_1.0
ENSAPOP00000022898	ENSAPOG00000004393	Acanthochromis_polyacanthus
ENSTNIP00000021264	ENSTNIG00000018099	Tetraodon_nigroviridis
ENSRBIP00000025867	ENSRBIG00000036804	Rhinopithecus_bieti
ENSCPGP00000020574	ENSCPGG00000014398	Calidris_pygmaea
ENSOCUP00000006655	ENSOCUG00000007695	Oryctolagus_cuniculus
ENSPLAP00000024856	ENSPLAG00000011403	Poecilia_latipinna
ENSFCAP00000057984	ENSFCAG00000004883	Felis_catus
ENSGWIP00000030288	ENSGWIG00000015151	Gouania_willdenowi
ENSCGRP00001000806	ENSCGRG00001000630	Cricetulus_griseus_CHOK1GS_HDv1
ENSHHUP00000050804	ENSHHUG00000030626	Hucho_hucho
ENSVPAP00000010035	ENSVPAG00000010777	Vicugna_pacos
ENSBBBP00000028160	ENSBBBG00000024719	Bison_bison_bison
ENSMEUP00000003415	ENSMEUG00000003736	Notamacropus_eugenii
ENSORLP00020027514	ENSORLG00020010503	Oryzias_latipes_ASM223471v1
ENSMALP00000004592	ENSMALG00000003354	Monopterus_albus
ENSTSYP00000030879	ENSTSYG00000009921	Carlito_syrichta
ENSMMMP00000021606	ENSMMMG00000018985	Marmota_marmota_marmota
ENSMPUP00000000184	ENSMPUG00000000187	Mustela_putorius_furo
ENSAMEP00000017368	ENSAMEG00000016425	Ailuropoda_melanoleuca
ENSPNYP00000001006	ENSPNYG00000000837	Pundamilia_nyererei
ENSPPYP00000014941	ENSPPYG00000013357	Pongo_abelii
ENSTGEP00000013686	ENSTGEG00000011106	Theropithecus_gelada
ENSAPOP00000031164	ENSAPOG00000018253	Acanthochromis_polyacanthus
ENSLCOP00000004687	ENSLCOG00000003544	Lepidothrix_coronata
ENSCABP00000028495	ENSCABG00000020875	Chelonoidis_abingdonii
ENSXMAP00000007039	ENSXMAG00000007016	Xiphophorus_maculatus
ENSKMAP00000010426	ENSKMAG00000007837	Kryptolebias_marmoratus
ENSP00000384259	ENSG00000168397	Homo_sapiens
ENSAMXP00005033810	ENSAMXG00005016329	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCLAP00000006615	ENSCLAG00000004668	Chinchilla_lanigera
ENSTBEP00000009409	ENSTBEG00000010880	Tupaia_belangeri
ENSECAP00000044312	ENSECAG00000010670	Equus_caballus
ENSPMJP00000015048	ENSPMJG00000011410	Parus_major
ENSPANP00000002297	ENSPANG00000006123	Papio_anubis
ENSCATP00000040128	ENSCATG00000042641	Cercocebus_atys
ENSNBRP00000024386	ENSNBRG00000018639	Neolamprologus_brichardi
ENSDNVP00000009466	ENSDNVG00000006578	Dromaius_novaehollandiae
ENSMAMP00000013628	ENSMAMG00000009246	Mastacembelus_armatus
ENSCAPP00000003610	ENSCAPG00000006326	Cavia_aperea
ENSCGRP00001021878	ENSCGRG00001020592	Cricetulus_griseus_CHOK1GS_HDv1
ENSOMEP00000027780	ENSOMEG00000010436	Oryzias_melastigma
ENSGAGP00000005223	ENSGAGG00000004241	Gopherus_agassizii
ENSRNOP00000011631	ENSRNOG00000008767	Rattus_norvegicus
ENSMICP00000030072	ENSMICG00000002066	Microcebus_murinus
ENSLBEP00000036596	ENSLBEG00000027376	Labrus_bergylta
MGP_PahariEiJ_P0090485	MGP_PahariEiJ_G0031996	Mus_pahari_strain_PAHARI_EIJ
ENSCGRP00001017641	ENSCGRG00001017644	Cricetulus_griseus_CHOK1GS_HDv1
ENSPFOP00000008147	ENSPFOG00000008224	Poecilia_formosa
ENSBTAP00000020474	ENSBTAG00000015401	Bos_taurus
ENSVVUP00000031254	ENSVVUG00000022778	Vulpes_vulpes
ENSAOCP00000021706	ENSAOCG00000000325	Amphiprion_ocellaris
ENSXETP00000041597	ENSXETG00000002385	Xenopus_tropicalis
ENSXETP00000021496	ENSXETG00000006414	Xenopus_tropicalis
ENSMUSP00000030279	ENSMUSG00000028550	Mus_musculus_strain_reference_(CL57BL6)
ENSJHYP00000017257	ENSJHYG00000013203	Junco_hyemalis
ENSLCAP00010022767	ENSLCAG00010010672	Lates_calcarifer
ENSCCEP00000008004	ENSCCEG00000008339	Cyanistes_caeruleus
ENSDORP00000018225	ENSDORG00000027774	Dipodomys_ordii
ENSMSIP00000019609	ENSMSIG00000016653	Mus_spicilegus
ENSTNIP00000005842	ENSTNIG00000003259	Tetraodon_nigroviridis
ENSOANP00000015335	ENSOANG00000009658	Ornithorhynchus_anatinus
ENSLBEP00000019047	ENSLBEG00000014620	Labrus_bergylta
ENSMLEP00000031041	ENSMLEG00000039717	Mandrillus_leucophaeus
ENSPVAP00000006433	ENSPVAG00000006815	Pteropus_vampyrus
ENSGGOP00000001192	ENSGGOG00000001208	Gorilla_gorilla
ENSMZEP00005004988	ENSMZEG00005003809	Maylandia_zebra
ENSMLUP00000006478	ENSMLUG00000007097	Myotis_lucifugus
MGP_CAROLIEiJ_P0049577	MGP_CAROLIEiJ_G0023174	Mus_caroli_strain_CAROLI_EIJ
ENSACLP00000038314	ENSACLG00000025862	Astatotilapia_calliptera
ENSCINP00000024422	ENSCING00000003328	Ciona_intestinalis
ENSPREP00000022148	ENSPREG00000014939	Poecilia_reticulata
ENSPMEP00000005997	ENSPMEG00000000820	Poecilia_mexicana
ENSGALP00000057370	ENSGALG00000010985	Gallus_gallus
ENSMSIP00000030674	ENSMSIG00000025696	Mus_spicilegus
ENSKMAP00000026450	ENSKMAG00000019629	Kryptolebias_marmoratus
ENSSARP00000003766	ENSSARG00000004141	Sorex_araneus
ENSSLDP00000005240	ENSSLDG00000004171	Seriola_lalandi_dorsalis
ENSMUNP00000011249	ENSMUNG00000008827	Melopsittacus_undulatus
ENSSPAP00000005771	ENSSPAG00000004473	Stegastes_partitus
ENSOGAP00000003580	ENSOGAG00000004020	Otolemur_garnettii
ENSARWP00000015464	ENSARWG00000010677	Apteryx_rowi
ENSPCIP00000025871	ENSPCIG00000019434	Phascolarctos_cinereus
ENSCHAP00000047794	ENSCHAG00000021507	Clupea_harengus
ENSCPRP00005013557	ENSCPRG00005009583	Crocodylus_porosus
MGP_CAROLIEiJ_P0019262	MGP_CAROLIEiJ_G0014462	Mus_caroli_strain_CAROLI_EIJ
ENSUAMP00000010296	ENSUAMG00000008485	Ursus_americanus
ENSLAFP00000015856	ENSLAFG00000020725	Loxodonta_africana
ENSMGAP00000012316	ENSMGAG00000011740	Meleagris_gallopavo
ENSCGRP00001001839	ENSCGRG00001001760	Cricetulus_griseus_CHOK1GS_HDv1
ENSIPUP00000020140	ENSIPUG00000013600	Ictalurus_punctatus
ENSAHAP00000018957	ENSAHAG00000013402	Apteryx_haastii
ENSCCAP00000023182	ENSCCAG00000029373	Cebus_capucinus_imitator
ENSRNOP00000064764	ENSRNOG00000047625	Rattus_norvegicus
ENSCGRP00000021943	ENSCGRG00000015908	Cricetulus_griseus_CriGri_1.0
ENSLBEP00000027152	ENSLBEG00000020609	Labrus_bergylta
ENSMAUP00000022907	ENSMAUG00000020205	Mesocricetus_auratus
ENSPSIP00000015057	ENSPSIG00000013481	Pelodiscus_sinensis
ENSOPRP00000009970	ENSOPRG00000010913	Ochotona_princeps
ENSCPGP00000006939	ENSCPGG00000004887	Calidris_pygmaea
ENSMMMP00000008678	ENSMMMG00000007760	Marmota_marmota_marmota
ENSPRNP00000052284	ENSPRNG00000024474	Parambassis_ranga
ENSGMOP00000002768	ENSGMOG00000002630	Gadus_morhua
ENSMFAP00000002929	ENSMFAG00000038279	Macaca_fascicularis
ENSPCOP00000006348	ENSPCOG00000014315	Propithecus_coquereli
ENSSSCP00000036288	ENSSSCG00000013645	Sus_scrofa_strain_reference
ENSGWIP00000041906	ENSGWIG00000021063	Gouania_willdenowi
ENSSLDP00000031977	ENSSLDG00000024552	Seriola_lalandi_dorsalis
ENSPPAP00000025348	ENSPPAG00000035793	Pan_paniscus
ENSSMAP00000005170	ENSSMAG00000003181	Scophthalmus_maximus
ENSFCAP00000062317	ENSFCAG00000005188	Felis_catus
ENSXMAP00000011411	ENSXMAG00000011389	Xiphophorus_maculatus
ENSSARP00000008457	ENSSARG00000009354	Sorex_araneus
ENSPSIP00000012313	ENSPSIG00000010954	Pelodiscus_sinensis
ENSPCAP00000004965	ENSPCAG00000005283	Procavia_capensis
ENSSSCP00000056984	ENSSSCG00000003816	Sus_scrofa_strain_reference
ENSLCRP00005037766	ENSLCRG00005014688	Larimichthys_crocea
ENSCATP00000018223	ENSCATG00000032957	Cercocebus_atys
ENSXCOP00000007775	ENSXCOG00000005964	Xiphophorus_couchianus
ENSMLEP00000008699	ENSMLEG00000028526	Mandrillus_leucophaeus
ENSHHUP00000029045	ENSHHUG00000018522	Hucho_hucho
ENSBTAP00000014200	ENSBTAG00000010727	Bos_taurus
ENSPRNP00000014615	ENSPRNG00000007883	Parambassis_ranga
ENSBMUP00000015413	ENSBMUG00000011703	Bos_mutus
ENSNGAP00000026452	ENSNGAG00000024091	Nannospalax_galili
ENSPMJP00000022308	ENSPMJG00000016526	Parus_major
ENSETEP00000015517	ENSETEG00000019104	Echinops_telfairi
ENSTGUP00000010194	ENSTGUG00000009870	Taeniopygia_guttata
ENSHHUP00000070413	ENSHHUG00000041393	Hucho_hucho
ENSACAP00000007948	ENSACAG00000008101	Anolis_carolinensis
ENSGACP00000006045	ENSGACG00000004519	Gasterosteus_aculeatus
ENSCHAP00000026193	ENSCHAG00000012475	Clupea_harengus
ENSEBUP00000010387	ENSEBUG00000006674	Eptatretus_burgeri
ENSPSMP00000032709	ENSPSMG00000022595	Prolemur_simus
ENSOGAP00000005743	ENSOGAG00000006422	Otolemur_garnettii
ENSNVIP00000012652	ENSNVIG00000010028	Neovison_vison
ENSIPUP00000032131	ENSIPUG00000021604	Ictalurus_punctatus
ENSOANP00000013955	ENSOANG00000008758	Ornithorhynchus_anatinus
ENSCSAP00000002063	ENSCSAG00000005753	Chlorocebus_sabaeus
ENSDNOP00000025429	ENSDNOG00000049329	Dasypus_novemcinctus
ENSDCDP00000059899	ENSDCDG00000034438	Denticeps_clupeoides
MGP_SPRETEiJ_P0065581	MGP_SPRETEiJ_G0027159	Mus_spretus_strain_SPRET/EiJ
ENSPPRP00000017679	ENSPPRG00000009565	Panthera_pardus
ENSTGUP00000006115	ENSTGUG00000005940	Taeniopygia_guttata
ENSVVUP00000022330	ENSVVUG00000016398	Vulpes_vulpes
ENSXMAP00000009175	ENSXMAG00000009160	Xiphophorus_maculatus
ENSMUGP00000024988	ENSMUGG00000020867	Meriones_unguiculatus
ENSUPAP00010003994	ENSUPAG00010003261	Urocitellus_parryii
ENSUMAP00000011810	ENSUMAG00000008849	Ursus_maritimus
ENSMMOP00000002019	ENSMMOG00000001678	Mola_mola
ENSPANP00000010435	ENSPANG00000009064	Papio_anubis
ENSTNIP00000007184	ENSTNIG00000004535	Tetraodon_nigroviridis
ENSMEUP00000002881	ENSMEUG00000003156	Notamacropus_eugenii
ENSATEP00000016720	ENSATEG00000011639	Anabas_testudineus
ENSARWP00000010082	ENSARWG00000007019	Apteryx_rowi
ENSCPBP00000002713	ENSCPBG00000002176	Chrysemys_picta_bellii
ENSAOWP00000001401	ENSAOWG00000000972	Apteryx_owenii
ENSSLDP00000030825	ENSSLDG00000023718	Seriola_lalandi_dorsalis
ENSCANP00000035977	ENSCANG00000041682	Colobus_angolensis_palliatus
ENSTTRP00000013192	ENSTTRG00000013910	Tursiops_truncatus
ENSELUP00000032989	ENSELUG00000000396	Esox_lucius
ENSSMAP00000023047	ENSSMAG00000014050	Scophthalmus_maximus
ENSNMEP00000016860	ENSNMEG00000014798	Numida_meleagris
ENSOANP00000014911	ENSOANG00000009372	Ornithorhynchus_anatinus
ENSEEEP00000009830	ENSEEEG00000004904	Electrophorus_electricus
ENSCPUP00000002979	ENSCPUG00000002171	Calidris_pugnax
ENSHGLP00100008623	ENSHGLG00100006421	Heterocephalus_glaber_HetGla_1.0
ENSOARP00000017598	ENSOARG00000016386	Ovis_aries
ENSECRP00000013473	ENSECRG00000008985	Erpetoichthys_calabaricus
ENSAMXP00000034000	ENSAMXG00000004343	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCCNP00000020970	ENSCCNG00000020853	Castor_canadensis
ENSCJAP00000030373	ENSCJAG00000016480	Callithrix_jacchus
ENSDARP00000106508	ENSDARG00000052104	Danio_rerio
ENSSBOP00000033407	ENSSBOG00000032872	Saimiri_boliviensis_boliviensis
MGP_PahariEiJ_P0074563	MGP_PahariEiJ_G0027698	Mus_pahari_strain_PAHARI_EIJ
ENSSTOP00000016348	ENSSTOG00000023750	Ictidomys_tridecemlineatus
ENSVURP00010032725	ENSVURG00010024952	Vombatus_ursinus
ENSMUGP00000030699	ENSMUGG00000025448	Meriones_unguiculatus
ENSMMUP00000075174	ENSMMUG00000046883	Macaca_mulatta
ENSCVAP00000023558	ENSCVAG00000006993	Cyprinodon_variegatus
ENSCGRP00015027362	ENSCGRG00015020750	Cricetulus_griseus_CriGri-PICR
ENSCCAP00000008643	ENSCCAG00000022071	Cebus_capucinus_imitator
ENSCSEP00000013426	ENSCSEG00000008648	Cynoglossus_semilaevis
ENSPTRP00000001405	ENSPTRG00000000813	Pan_troglodytes
ENSACIP00000015278	ENSACIG00000011861	Amphilophus_citrinellus
ENSACIP00000027783	ENSACIG00000021464	Amphilophus_citrinellus
ENSPPRP00000029653	ENSPPRG00000022382	Panthera_pardus
ENSMAUP00000019202	ENSMAUG00000017548	Mesocricetus_auratus
ENSLACP00000022981	ENSLACG00000012655	Latimeria_chalumnae
ENSSDUP00000007294	ENSSDUG00000005344	Seriola_dumerili
ENSDARP00000019179	ENSDARG00000014531	Danio_rerio
ENSLBEP00000022334	ENSLBEG00000017157	Labrus_bergylta
ENSVURP00010011813	ENSVURG00010009137	Vombatus_ursinus
ENSSMRP00000023550	ENSSMRG00000018271	Salvator_merianae
ENSDCDP00000012251	ENSDCDG00000007591	Denticeps_clupeoides
ENSHCOP00000024974	ENSHCOG00000014738	Hippocampus_comes
ENSXCOP00000009386	ENSXCOG00000007147	Xiphophorus_couchianus
ENSMLEP00000018928	ENSMLEG00000033665	Mandrillus_leucophaeus
ENSOPRP00000010766	ENSOPRG00000011791	Ochotona_princeps
ENSHBUP00000004050	ENSHBUG00000005336	Haplochromis_burtoni
ENSMUSP00000027502	ENSMUSG00000026280	Mus_musculus_strain_reference_(CL57BL6)
ENSBSLP00000037661	ENSBSLG00000018355	Betta_splendens
ENSVURP00010027703	ENSVURG00010021203	Vombatus_ursinus
ENSUAMP00000019643	ENSUAMG00000015550	Ursus_americanus
ENSMAUP00000002453	ENSMAUG00000002031	Mesocricetus_auratus
ENSHGLP00100005108	ENSHGLG00100003868	Heterocephalus_glaber_HetGla_1.0
ENSMMOP00000008892	ENSMMOG00000006864	Mola_mola
ENSLCAP00010043871	ENSLCAG00010020427	Lates_calcarifer
ENSPCOP00000013842	ENSPCOG00000018567	Propithecus_coquereli
ENSLACP00000008520	ENSLACG00000007539	Latimeria_chalumnae
ENSORLP00000035695	ENSORLG00000002098	Oryzias_latipes_ASM223467v1
ENSHBUP00000028549	ENSHBUG00000012386	Haplochromis_burtoni
MGP_CAROLIEiJ_P0063092	MGP_CAROLIEiJ_G0026191	Mus_caroli_strain_CAROLI_EIJ
ENSTGUP00000004211	ENSTGUG00000004088	Taeniopygia_guttata
ENSCAFP00000026214	ENSCAFG00000017776	Canis_lupus_familiaris
ENSPFOP00000012903	ENSPFOG00000012852	Poecilia_formosa
ENSRROP00000042326	ENSRROG00000044313	Rhinopithecus_roxellana
ENSPANP00000008351	ENSPANG00000014698	Papio_anubis
ENSAPEP00000030660	ENSAPEG00000021619	Amphiprion_percula
ENSUAMP00000010297	ENSUAMG00000008486	Ursus_americanus
