ENSPPYP00000011905	ENSPPYG00000010643	Pongo_abelii
ENSPCAP00000004345	ENSPCAG00000004631	Procavia_capensis
ENSSPUP00000020853	ENSSPUG00000016013	Sphenodon_punctatus
ENSAOCP00000025981	ENSAOCG00000013979	Amphiprion_ocellaris
ENSCSAP00000009906	ENSCSAG00000013747	Chlorocebus_sabaeus
ENSLAFP00000015020	ENSLAFG00000017913	Loxodonta_africana
ENSCATP00000029190	ENSCATG00000037821	Cercocebus_atys
ENSXCOP00000017369	ENSXCOG00000013092	Xiphophorus_couchianus
ENSJJAP00000017588	ENSJJAG00000019099	Jaculus_jaculus
ENSONIP00000008161	ENSONIG00000006474	Oreochromis_niloticus
ENSORLP00020020374	ENSORLG00020021415	Oryzias_latipes_ASM223471v1
ENSACIP00000022453	ENSACIG00000017462	Amphilophus_citrinellus
ENSCAPP00000017213	ENSCAPG00000016924	Cavia_aperea
ENSGACP00000008590	ENSGACG00000006393	Gasterosteus_aculeatus
ENSPPAP00000035454	ENSPPAG00000040530	Pan_paniscus
ENSPMGP00000027113	ENSPMGG00000021893	Periophthalmus_magnuspinnatus
ENSBSLP00000045292	ENSBSLG00000021417	Betta_splendens
ENSMAMP00000000984	ENSMAMG00000000699	Mastacembelus_armatus
ENSPPYP00000007498	ENSPPYG00000006613	Pongo_abelii
ENSAMXP00005022011	ENSAMXG00005010759	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSTNIP00000002656	ENSTNIG00000006352	Tetraodon_nigroviridis
ENSOPRP00000007873	ENSOPRG00000008602	Ochotona_princeps
ENSSMAP00000023323	ENSSMAG00000014175	Scophthalmus_maximus
ENSCHAP00000020378	ENSCHAG00000010028	Clupea_harengus
ENSCJAP00000055722	ENSCJAG00000042242	Callithrix_jacchus
ENSHHUP00000007778	ENSHHUG00000004725	Hucho_hucho
ENSLBEP00000014139	ENSLBEG00000010965	Labrus_bergylta
ZK593.1a.1	WBGene00014001	Caenorhabditis_elegans_strain_N2	ZK593.1a.1
ENSCGRP00000018033	ENSCGRG00000013113	Cricetulus_griseus_CriGri_1.0
ENSORLP00015013489	ENSORLG00015014394	Oryzias_latipes_ASM223469v1
ENSMUGP00000002969	ENSMUGG00000002754	Meriones_unguiculatus
ENSCSAP00000018170	ENSCSAG00000018644	Chlorocebus_sabaeus
ENSOCUP00000012868	ENSOCUG00000014969	Oryctolagus_cuniculus
ENSCATP00000005880	ENSCATG00000018546	Cercocebus_atys
ENSXCOP00000021929	ENSXCOG00000016389	Xiphophorus_couchianus
ENSMPUP00000005467	ENSMPUG00000005509	Mustela_putorius_furo
ENSMUSP00000035417	ENSMUSG00000041237	Mus_musculus_strain_reference_(CL57BL6)
ENSMFAP00000005508	ENSMFAG00000002427	Macaca_fascicularis
ENSANAP00000008014	ENSANAG00000022050	Aotus_nancymaae
ENSPPAP00000010225	ENSPPAG00000028319	Pan_paniscus
ENSORLP00020007632	ENSORLG00020008524	Oryzias_latipes_ASM223471v1
ENSETEP00000007232	ENSETEG00000008901	Echinops_telfairi
ENSRNOP00000067507	ENSRNOG00000047276	Rattus_norvegicus
ENSCHAP00000007242	ENSCHAG00000002526	Clupea_harengus
ENSCPOP00000008101	ENSCPOG00000009020	Cavia_porcellus
FBpp0304089	FBgn0038258	Drosophila_melanogaster
ENSMODP00000002312	ENSMODG00000001895	Monodelphis_domestica
ENSMSIP00000033074	ENSMSIG00000027687	Mus_spicilegus	ENSMSIT00000041698
ENSGGOP00000018965	ENSGGOG00000024909	Gorilla_gorilla
ENSMOCP00000003573	ENSMOCG00000002852	Microtus_ochrogaster
ENSSBOP00000018313	ENSSBOG00000025769	Saimiri_boliviensis_boliviensis
ENSSPAP00000013019	ENSSPAG00000009860	Stegastes_partitus
ENSSPAP00000010529	ENSSPAG00000007997	Stegastes_partitus
ENSAMXP00005050644	ENSAMXG00005022892	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNBRP00000013087	ENSNBRG00000010179	Neolamprologus_brichardi
ENSORLP00015004657	ENSORLG00015005458	Oryzias_latipes_ASM223469v1
ENSSBOP00000030297	ENSSBOG00000031426	Saimiri_boliviensis_boliviensis
ENSXETP00000053020	ENSXETG00000021202	Xenopus_tropicalis
ENSXETP00000012125	ENSXETG00000014811	Xenopus_tropicalis
ENSTGUP00000004535	ENSTGUG00000004376	Taeniopygia_guttata
ENSDNOP00000006504	ENSDNOG00000008396	Dasypus_novemcinctus
ENSACLP00000030454	ENSACLG00000020605	Astatotilapia_calliptera
ENSODEP00000002153	ENSODEG00000001687	Octodon_degus
ENSMNEP00000002011	ENSMNEG00000009109	Macaca_nemestrina
ENSHHUP00000060114	ENSHHUG00000035329	Hucho_hucho
ENSMLEP00000007151	ENSMLEG00000027557	Mandrillus_leucophaeus
ENSPCIP00000050705	ENSPCIG00000021699	Phascolarctos_cinereus
ENSPVIP00000034440	ENSPVIG00000025143	Pogona_vitticeps
ENSPPAP00000036693	ENSPPAG00000041061	Pan_paniscus
ENSMOCP00000018896	ENSMOCG00000017051	Microtus_ochrogaster
YAL038W_mRNA	YAL038W	Saccharomyces_cerevisiae_strain_S288C
ENSAMXP00000011761	ENSAMXG00000011341	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHGLP00000024313	ENSHGLG00000017328	Heterocephalus_glaber_HetGla_female_1.0
MGP_SPRETEiJ_P0060894	MGP_SPRETEiJ_G0026130	Mus_spretus_strain_SPRET/EiJ
ENSOANP00000012503	ENSOANG00000007849	Ornithorhynchus_anatinus
ENSCGRP00000000636	ENSCGRG00000000528	Cricetulus_griseus_CriGri_1.0
ENSMNEP00000015085	ENSMNEG00000031644	Macaca_nemestrina
ENSLCAP00010052728	ENSLCAG00010024465	Lates_calcarifer
ENSCJAP00000077442	ENSCJAG00000067820	Callithrix_jacchus
ENSCJAP00000034347	ENSCJAG00000018473	Callithrix_jacchus
ENSCGRP00001024724	ENSCGRG00001022547	Cricetulus_griseus_CHOK1GS_HDv1
ENSECAP00000041567	ENSECAG00000007644	Equus_caballus
ENSIPUP00000000019	ENSIPUG00000000042	Ictalurus_punctatus
ENSJJAP00000003840	ENSJJAG00000007726	Jaculus_jaculus
ENSMICP00000012345	ENSMICG00000013532	Microcebus_murinus
ENSXMAP00000016765	ENSXMAG00000016700	Xiphophorus_maculatus
ENSEASP00005028332	ENSEASG00005019252	Equus_asinus_asinus
ENSKMAP00000001250	ENSKMAG00000000995	Kryptolebias_marmoratus
ENSFALP00000010076	ENSFALG00000009648	Ficedula_albicollis
ENSNSUP00000005469	ENSNSUG00000004397	Notechis_scutatus
ENSBBBP00000006613	ENSBBBG00000014928	Bison_bison_bison
ENSCHIP00000015417	ENSCHIG00000016056	Capra_hircus
ENSGMOP00000006032	ENSGMOG00000005669	Gadus_morhua
ENSPTEP00000032833	ENSPTEG00000031473	Piliocolobus_tephrosceles
ENSAMEP00000000060	ENSAMEG00000000055	Ailuropoda_melanoleuca
ENSBSLP00000034252	ENSBSLG00000016059	Betta_splendens
ENSCSEP00000020345	ENSCSEG00000012977	Cynoglossus_semilaevis
ENSOARP00000004524	ENSOARG00000004229	Ovis_aries
ENSLBEP00000017752	ENSLBEG00000013688	Labrus_bergylta
ENSMMOP00000016668	ENSMMOG00000012701	Mola_mola
ENSBMUP00000010116	ENSBMUG00000007638	Bos_mutus
ENSSHAP00000000734	ENSSHAG00000000656	Sarcophilus_harrisii
ENSOPRP00000000155	ENSOPRG00000000173	Ochotona_princeps
ENSCCNP00000019070	ENSCCNG00000019194	Castor_canadensis
ENSPCOP00000023899	ENSPCOG00000024089	Propithecus_coquereli
ENSTNIP00000010893	ENSTNIG00000008069	Tetraodon_nigroviridis
ENSSMRP00000029007	ENSSMRG00000022326	Salvator_merianae
ENSPEMP00000025929	ENSPEMG00000022198	Peromyscus_maniculatus_bairdii
ENSMMOP00000021274	ENSMMOG00000016177	Mola_mola
ENSPRNP00000024774	ENSPRNG00000010957	Parambassis_ranga
ENSCGOP00000049267	ENSCGOG00000021568	Cottoperca_gobio
ENSLCAP00010040011	ENSLCAG00010018222	Lates_calcarifer
ENSBIXP00005006479	ENSBIXG00005012018	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSORLP00015034061	ENSORLG00015019838	Oryzias_latipes_ASM223469v1
ENSGGOP00000043657	ENSGGOG00000038664	Gorilla_gorilla
MGP_PahariEiJ_P0069506	MGP_PahariEiJ_G0026631	Mus_pahari_strain_PAHARI_EIJ
ENSTGEP00000033990	ENSTGEG00000027086	Theropithecus_gelada
ENSPPRP00000021546	ENSPPRG00000012428	Panthera_pardus
ENSKMAP00000005736	ENSKMAG00000004309	Kryptolebias_marmoratus
ENSPMAP00000000233	ENSPMAG00000000202	Petromyzon_marinus
ENSMMUP00000053654	ENSMMUG00000042063	Macaca_mulatta
ENSCLAP00000012284	ENSCLAG00000008484	Chinchilla_lanigera
ENSMAUP00000001331	ENSMAUG00000000987	Mesocricetus_auratus
ENSBTAP00000044619	ENSBTAG00000001601	Bos_taurus
