ENSMVIP00005016961	ENSMVIG00005012136	Manacus_vitellinus
ENSLBEP00000017277	ENSLBEG00000013294	Labrus_bergylta
ENSCJPP00005010409	ENSCJPG00005009064	Coturnix_japonica
ENSCLAP00000017769	ENSCLAG00000012191	Chinchilla_lanigera
ENSGGOP00000033131	ENSGGOG00000011427	Gorilla_gorilla
ENSRBIP00000029206	ENSRBIG00000038488	Rhinopithecus_bieti
ENSIPUP00000012308	ENSIPUG00000008377	Ictalurus_punctatus
ENSPTRP00000060272	ENSPTRG00000021872	Pan_troglodytes
ENSMAMP00000036138	ENSMAMG00000024237	Mastacembelus_armatus
ENSCPRP00005007642	ENSCPRG00005005430	Crocodylus_porosus
ENSBBBP00000000083	ENSBBBG00000009258	Bison_bison_bison
ENSMUNP00000005000	ENSMUNG00000004152	Melopsittacus_undulatus
ENSMLEP00000030689	ENSMLEG00000039526	Mandrillus_leucophaeus
ENSPCOP00000023674	ENSPCOG00000023983	Propithecus_coquereli
ENSPTIP00000024240	ENSPTIG00000020403	Panthera_tigris_altaica
ENSECAP00000019314	ENSECAG00000021816	Equus_caballus
ENSRROP00000040963	ENSRROG00000043689	Rhinopithecus_roxellana
ENSTRUP00000032433	ENSTRUG00000012814	Takifugu_rubripes
ENSSLDP00000032256	ENSSLDG00000024776	Seriola_lalandi_dorsalis
ENSOGAP00000016789	ENSOGAG00000025025	Otolemur_garnettii
MGP_SPRETEiJ_P0021080	MGP_SPRETEiJ_G0015443	Mus_spretus_strain_SPRET/EiJ
