ENSOCUP00000048165	ENSOCUG00000010508	Oryctolagus_cuniculus
ENSRBIP00000000880	ENSRBIG00000004417	Rhinopithecus_bieti
ENSRROP00000032048	ENSRROG00000039689	Rhinopithecus_roxellana
ENSTSYP00000006112	ENSTSYG00000006696	Carlito_syrichta
ENSPCOP00000018750	ENSPCOG00000021282	Propithecus_coquereli
ENSPSMP00000010869	ENSPSMG00000007840	Prolemur_simus
ENSMICP00000020118	ENSMICG00000031243	Microcebus_murinus
ENSOGAP00000013299	ENSOGAG00000014848	Otolemur_garnettii
ENSTBEP00000000530	ENSTBEG00000000608	Tupaia_belangeri
ENSCCNP00000012030	ENSCCNG00000012475	Castor_canadensis
ENSDORP00000005376	ENSDORG00000005744	Dipodomys_ordii
ENSSDAP00000020818	ENSSDAG00000018934	Spermophilus_dauricus
ENSSTOP00000031963	ENSSTOG00000033564	Ictidomys_tridecemlineatus
ENSMMMP00000016987	ENSMMMG00000015109	Marmota_marmota_marmota
ENSMOCP00000020484	ENSMOCG00000018153	Microtus_ochrogaster
ENSPEMP00000017695	ENSPEMG00000016518	Peromyscus_maniculatus_bairdii
ENSCGRP00015038669	ENSCGRG00015028892	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015003251	ENSCGRG00015002577	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019286	ENSCGRG00001018765	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000008552	ENSCGRG00000006237	Cricetulus_griseus_CriGri_1.0
ENSMUSP00000095316	ENSMUSG00000025950	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000011108	ENSMSIG00000009702	Mus_spicilegus
MGP_SPRETEiJ_P0019073	MGP_SPRETEiJ_G0015027	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0018062	MGP_CAROLIEiJ_G0014220	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0073373	MGP_PahariEiJ_G0027458	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000020322	ENSRNOG00000015020	Rattus_norvegicus
ENSNGAP00000004961	ENSNGAG00000006870	Nannospalax_galili
ENSJJAP00000016024	ENSJJAG00000018017	Jaculus_jaculus
ENSHGLP00100002160	ENSHGLG00100001683	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009434	ENSHGLG00000006766	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020933	ENSHGLG00100015433	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000904	ENSHGLG00000000746	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000637	ENSHGLG00100000535	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001098	ENSFDAG00000011174	Fukomys_damarensis
ENSCPOP00000012232	ENSCPOG00000013587	Cavia_porcellus
ENSCAPP00000012966	ENSCAPG00000013695	Cavia_aperea
ENSCLAP00000019244	ENSCLAG00000013186	Chinchilla_lanigera
ENSODEP00000003554	ENSODEG00000002722	Octodon_degus
ENSODEP00000008854	ENSODEG00000006618	Octodon_degus
ENSOCUP00000002310	ENSOCUG00000002671	Oryctolagus_cuniculus
ENSOPRP00000013957	ENSOPRG00000015277	Ochotona_princeps
ENSLAFP00000014152	ENSLAFG00000016882	Loxodonta_africana
ENSCHOP00000004045	ENSCHOG00000004574	Choloepus_hoffmanni
ENSOANP00000006530	ENSOANG00000004115	Ornithorhynchus_anatinus
ENSLSDP00000009790	ENSLSDG00000007232	Lonchura_striata_domestica
ENSTGUP00000009972	ENSTGUG00000009644	Taeniopygia_guttata
ENSSCAP00000001897	ENSSCAG00000001636	Serinus_canaria
ENSJHYP00000015144	ENSJHYG00000011674	Junco_hyemalis
ENSZALP00000022945	ENSZALG00000017778	Zonotrichia_albicollis
ENSFALP00000003794	ENSFALG00000003640	Ficedula_albicollis
ENSPMJP00000024979	ENSPMJG00000018333	Parus_major
ENSCCEP00000022630	ENSCCEG00000020412	Cyanistes_caeruleus
ENSLCOP00000023060	ENSLCOG00000016181	Lepidothrix_coronata
ENSMVIP00005000298	ENSMVIG00005000286	Manacus_vitellinus
ENSMUNP00000007963	ENSMUNG00000006370	Melopsittacus_undulatus
ENSCPUP00000008465	ENSCPUG00000006086	Calidris_pugnax
ENSCPGP00000003117	ENSCPGG00000002299	Calidris_pygmaea
ENSABRP00000007469	ENSABRG00000006852	Anser_brachyrhynchus
ENSAPLP00000014674	ENSAPLG00000014810	Anas_platyrhynchos_platyrhynchos
ENSGALP00000014317	ENSGALG00000008818	Gallus_gallus
ENSMGAP00000009183	ENSMGAG00000008920	Meleagris_gallopavo
ENSCJPP00005020191	ENSCJPG00005016283	Coturnix_japonica
ENSNMEP00000025954	ENSNMEG00000021936	Numida_meleagris
ENSAHAP00000020614	ENSAHAG00000014493	Apteryx_haastii
ENSAOWP00000027132	ENSAOWG00000018284	Apteryx_owenii
ENSARWP00000004891	ENSARWG00000003530	Apteryx_rowi
ENSDNVP00000024147	ENSDNVG00000016758	Dromaius_novaehollandiae
ENSNPEP00000011842	ENSNPEG00000008883	Nothoprocta_perdicaria
ENSCPRP00005002844	ENSCPRG00005002078	Crocodylus_porosus
ENSGAGP00000011443	ENSGAGG00000008828	Gopherus_agassizii
ENSCABP00000029325	ENSCABG00000021521	Chelonoidis_abingdonii
ENSCPBP00000029782	ENSCPBG00000020969	Chrysemys_picta_bellii
ENSPSIP00000004617	ENSPSIG00000004318	Pelodiscus_sinensis
ENSACAP00000009704	ENSACAG00000009873	Anolis_carolinensis
ENSPVIP00000003320	ENSPVIG00000002739	Pogona_vitticeps
ENSNSUP00000006013	ENSNSUG00000004817	Notechis_scutatus
ENSSMRP00000026303	ENSSMRG00000020311	Salvator_merianae
ENSSPUP00000006307	ENSSPUG00000004871	Sphenodon_punctatus
ENSXETP00000029877	ENSXETG00000007172	Xenopus_tropicalis
ENSLACP00000016555	ENSLACG00000014588	Latimeria_chalumnae
ENSCMIP00000032198	ENSCMIG00000013750	Callorhinchus_milii
ENSECRP00000022981	ENSECRG00000015540	Erpetoichthys_calabaricus
ENSPMAP00000000014	ENSPMAG00000000012	Petromyzon_marinus
ENSEBUP00000019342	ENSEBUG00000012038	Eptatretus_burgeri
ENSCSAVP00000006115	ENSCSAVG00000003653	Ciona_savignyi
ENSCINP00000006115	ENSCING00000018343	Ciona_intestinalis
FBpp0305272	FBgn0001248	Drosophila_melanogaster
F59B8.2b.1	WBGene00010317	Caenorhabditis_elegans_strain_N2
C34F6.8.3	WBGene00007942	Caenorhabditis_elegans_strain_N2
ENSPTEP00000037283	ENSPTEG00000034900	Piliocolobus_tephrosceles
YLR174W_mRNA	YLR174W	Saccharomyces_cerevisiae_strain_S288C
YNL009W_mRNA	YNL009W	Saccharomyces_cerevisiae_strain_S288C
YDL066W_mRNA	YDL066W	Saccharomyces_cerevisiae_strain_S288C
