ENSP00000418082	ENSG00000197756	Homo_sapiens
ENSMODP00000042208	ENSMODG00000048171	Monodelphis_domestica
ENSMUGP00000002654	ENSMUGG00000002493	Meriones_unguiculatus
ENSMSIP00000024632	ENSMSIG00000020836	Mus_spicilegus
ENSODEP00000013262	ENSODEG00000009816	Octodon_degus
ENSPTEP00000027865	ENSPTEG00000027659	Piliocolobus_tephrosceles
ENSPTEP00000021202	ENSPTEG00000022311	Piliocolobus_tephrosceles
ENSMLEP00000014893	ENSMLEG00000031610	Mandrillus_leucophaeus
ENSNLEP00000047088	ENSNLEG00000027369	Nomascus_leucogenys
ENSSBOP00000025689	ENSSBOG00000029309	Saimiri_boliviensis_boliviensis
ENSBMUP00000012828	ENSBMUG00000009794	Bos_mutus
ENSOARP00000010362	ENSOARG00000009660	Ovis_aries
ENSNVIP00000021424	ENSNVIG00000016772	Neovison_vison
ENSPEMP00000036937	ENSPEMG00000029256	Peromyscus_maniculatus_bairdii
ENSCHIP00000017821	ENSCHIG00000017509	Capra_hircus
ENSANAP00000013222	ENSANAG00000024516	Aotus_nancymaae
ENSDNOP00000028113	ENSDNOG00000009649	Dasypus_novemcinctus
ENSUMAP00000026899	ENSUMAG00000019573	Ursus_maritimus
ENSUAMP00000013106	ENSUAMG00000010566	Ursus_americanus
ENSVVUP00000034144	ENSVVUG00000024667	Vulpes_vulpes
ENSCCNP00000024590	ENSCCNG00000024063	Castor_canadensis
ENSRROP00000035531	ENSRROG00000041261	Rhinopithecus_roxellana
ENSEASP00005024349	ENSEASG00005016542	Equus_asinus_asinus
ENSECAP00000030015	ENSECAG00000024317	Equus_caballus
ENSMLEP00000019671	ENSMLEG00000034025	Mandrillus_leucophaeus
ENSMSIP00000001535	ENSMSIG00000001490	Mus_spicilegus
ENSPCIP00000033960	ENSPCIG00000025178	Phascolarctos_cinereus
ENSDNVP00000027000	ENSDNVG00000018759	Dromaius_novaehollandiae
ENSARWP00000024171	ENSARWG00000016484	Apteryx_rowi
ENSAPLP00000009541	ENSAPLG00000009836	Anas_platyrhynchos_platyrhynchos
ENSDNOP00000031406	ENSDNOG00000035302	Dasypus_novemcinctus
ENSMMUP00000047768	ENSMMUG00000019544	Macaca_mulatta
ENSXETP00000021785	ENSXETG00000006264	Xenopus_tropicalis
ENSCPRP00005027404	ENSCPRG00005018977	Crocodylus_porosus
ENSPMEP00000021513	ENSPMEG00000001773	Poecilia_mexicana
ENSGAFP00000022581	ENSGAFG00000015250	Gambusia_affinis
ENSKMAP00000025927	ENSKMAG00000019215	Kryptolebias_marmoratus
ENSACIP00000013169	ENSACIG00000010196	Amphilophus_citrinellus
ENSLCAP00010008751	ENSLCAG00010004217	Lates_calcarifer
ENSLBEP00000005568	ENSLBEG00000004282	Labrus_bergylta
ENSMALP00000018736	ENSMALG00000013069	Monopterus_albus
ENSHHUP00000068733	ENSHHUG00000040499	Hucho_hucho
ENSHCOP00000011939	ENSHCOG00000014876	Hippocampus_comes
ENSPRNP00000021136	ENSPRNG00000010946	Parambassis_ranga
ENSCANP00000002086	ENSCANG00000007667	Colobus_angolensis_palliatus
ENSTRUP00000008111	ENSTRUG00000003459	Takifugu_rubripes
ENSMMOP00000017844	ENSMMOG00000013542	Mola_mola
ENSTNIP00000010730	ENSTNIG00000007910	Tetraodon_nigroviridis
ENSPMGP00000025550	ENSPMGG00000020610	Periophthalmus_magnuspinnatus
ENSCSEP00000013732	ENSCSEG00000008838	Cynoglossus_semilaevis
ENSBSLP00000050988	ENSBSLG00000024214	Betta_splendens
ENSCMIP00000038383	ENSCMIG00000016111	Callorhinchus_milii
ENSPCIP00000018228	ENSPCIG00000013947	Phascolarctos_cinereus
ENSACLP00000026553	ENSACLG00000018074	Astatotilapia_calliptera
ENSNBRP00000020778	ENSNBRG00000015974	Neolamprologus_brichardi
ENSPFOP00000014682	ENSPFOG00000014663	Poecilia_formosa
ENSPLAP00000016918	ENSPLAG00000021196	Poecilia_latipinna
ENSXMAP00000022527	ENSXMAG00000022077	Xiphophorus_maculatus
ENSCVAP00000013185	ENSCVAG00000015655	Cyprinodon_variegatus
ENSATEP00000007655	ENSATEG00000005373	Anabas_testudineus
ENSCGOP00000025482	ENSCGOG00000012030	Cottoperca_gobio
ENSMZEP00005014902	ENSMZEG00005011203	Maylandia_zebra
ENSHBUP00000034754	ENSHBUG00000022542	Haplochromis_burtoni
ENSPNYP00000022426	ENSPNYG00000016933	Pundamilia_nyererei
ENSGWIP00000051297	ENSGWIG00000024871	Gouania_willdenowi
ENSPREP00000031565	ENSPREG00000021341	Poecilia_reticulata
ENSXCOP00000010415	ENSXCOG00000007891	Xiphophorus_couchianus
ENSFHEP00000016949	ENSFHEG00000018673	Fundulus_heteroclitus
ENSAPEP00000030792	ENSAPEG00000021880	Amphiprion_percula
ENSGACP00000016501	ENSGACG00000012484	Gasterosteus_aculeatus
ENSLACP00000013146	ENSLACG00000011578	Latimeria_chalumnae
ENSORLP00015002970	ENSORLG00015003669	Oryzias_latipes_ASM223469v1
ENSORLP00000014370	ENSORLG00000011476	Oryzias_latipes_ASM223467v1
ENSORLP00020008166	ENSORLG00020009066	Oryzias_latipes_ASM223471v1
ENSOMEP00000028375	ENSOMEG00000011431	Oryzias_melastigma
ENSSPAP00000004318	ENSSPAG00000003346	Stegastes_partitus
ENSSDUP00000002450	ENSSDUG00000001871	Seriola_dumerili
ENSSLDP00000005195	ENSSLDG00000004137	Seriola_lalandi_dorsalis
ENSLCRP00005034140	ENSLCRG00005013403	Larimichthys_crocea
ENSMAMP00000025751	ENSMAMG00000017291	Mastacembelus_armatus
ENSAOCP00000023850	ENSAOCG00000010205	Amphiprion_ocellaris
ENSSMAP00000020998	ENSSMAG00000012875	Scophthalmus_maximus
ENSPMAP00000000001	ENSPMAG00000000001	Petromyzon_marinus
ENSAMXP00005040101	ENSAMXG00005018874	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000044376	ENSAMXG00000041482	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001238	ENSPNAG00000000609	Pygocentrus_nattereri
ENSIPUP00000032395	ENSIPUG00000021767	Ictalurus_punctatus
ENSEEEP00000002593	ENSEEEG00000001471	Electrophorus_electricus
ENSEBUP00000008712	ENSEBUG00000005627	Eptatretus_burgeri
ENSDCDP00000000987	ENSDCDG00000000568	Denticeps_clupeoides
ENSCHAP00000043701	ENSCHAG00000020336	Clupea_harengus
ENSDARP00000149337	ENSDARG00000115271	Danio_rerio
