ENSPSMP00000027794	ENSPSMG00000019382	Prolemur_simus
ENSKMAP00000021423	ENSKMAG00000015855	Kryptolebias_marmoratus
ENSCPGP00000027483	ENSCPGG00000018946	Calidris_pygmaea
ENSBTAP00000035796	ENSBTAG00000004347	Bos_taurus
ENSMLEP00000003088	ENSMLEG00000013060	Mandrillus_leucophaeus
ENSPMAP00000004295	ENSPMAG00000003944	Petromyzon_marinus
ENSHBUP00000010821	ENSHBUG00000012397	Haplochromis_burtoni
ENSPREP00000029356	ENSPREG00000019871	Poecilia_reticulata
ENSPLAP00000027382	ENSPLAG00000015935	Poecilia_latipinna
ENSHGLP00100007522	ENSHGLG00100005631	Heterocephalus_glaber_HetGla_1.0
ENSAPOP00000028891	ENSAPOG00000014487	Acanthochromis_polyacanthus
ENSATEP00000021877	ENSATEG00000015178	Anabas_testudineus
ENSFCAP00000051669	ENSFCAG00000009300	Felis_catus
ENSPLAP00000005203	ENSPLAG00000007052	Poecilia_latipinna
ENSCVAP00000030610	ENSCVAG00000019251	Cyprinodon_variegatus
ENSRBIP00000033410	ENSRBIG00000040457	Rhinopithecus_bieti
ENSNBRP00000005826	ENSNBRG00000004600	Neolamprologus_brichardi
ENSPLAP00000019796	ENSPLAG00000000033	Poecilia_latipinna
ENSGAFP00000014005	ENSGAFG00000009469	Gambusia_affinis
ENSTTRP00000008016	ENSTTRG00000008452	Tursiops_truncatus
ENSGAFP00000014007	ENSGAFG00000009472	Gambusia_affinis
ENSPMEP00000033035	ENSPMEG00000021309	Poecilia_mexicana
ENSBBBP00000024661	ENSBBBG00000019678	Bison_bison_bison
ENSXMAP00000026905	ENSXMAG00000025144	Xiphophorus_maculatus
ENSXMAP00000014350	ENSXMAG00000014328	Xiphophorus_maculatus
ENSGMOP00000013655	ENSGMOG00000012766	Gadus_morhua
ENSPVIP00000012905	ENSPVIG00000010070	Pogona_vitticeps
ENSLCRP00005056598	ENSLCRG00005021059	Larimichthys_crocea
ENSXETP00000018827	ENSXETG00000001567	Xenopus_tropicalis	ENSXETT00000010529
ENSNLEP00000005337	ENSNLEG00000004314	Nomascus_leucogenys
ENSCVAP00000030620	ENSCVAG00000019289	Cyprinodon_variegatus
ENSMSIP00000028940	ENSMSIG00000024273	Mus_spicilegus
ENSLSDP00000003145	ENSLSDG00000002418	Lonchura_striata_domestica
ENSAPEP00000015551	ENSAPEG00000011075	Amphiprion_percula
ENSOMEP00000011177	ENSOMEG00000012471	Oryzias_melastigma
