ENSPMJP00000013689	ENSPMJG00000010384	Parus_major
ENSPREP00000030614	ENSPREG00000020727	Poecilia_reticulata
ENSMLUP00000003001	ENSMLUG00000003292	Myotis_lucifugus
ENSSDUP00000010895	ENSSDUG00000007927	Seriola_dumerili
ENSPNAP00000008310	ENSPNAG00000013903	Pygocentrus_nattereri
ENSLCOP00000013848	ENSLCOG00000009980	Lepidothrix_coronata
ENSPREP00000012035	ENSPREG00000008186	Poecilia_reticulata
ENSMUSP00000105181	ENSMUSG00000022390	Mus_musculus_strain_reference_(CL57BL6)
ENSLSDP00000003210	ENSLSDG00000002472	Lonchura_striata_domestica
ENSMICP00000012296	ENSMICG00000013471	Microcebus_murinus
ENSXCOP00000022140	ENSXCOG00000016528	Xiphophorus_couchianus
ENSTTRP00000016010	ENSTTRG00000016887	Tursiops_truncatus
ENSSTOP00000014503	ENSSTOG00000016196	Ictidomys_tridecemlineatus
ENSCHIP00000002775	ENSCHIG00000006568	Capra_hircus
ENSARWP00000025597	ENSARWG00000017385	Apteryx_rowi
ENSARWP00000015668	ENSARWG00000010631	Apteryx_rowi	ENSARWT00000017863
ENSCAPP00000018334	ENSCAPG00000017757	Cavia_aperea
ENSCPUP00000024886	ENSCPUG00000016855	Calidris_pugnax
ENSSPUP00000010147	ENSSPUG00000007784	Sphenodon_punctatus
ENSMMUP00000006907	ENSMMUG00000005219	Macaca_mulatta
ENSRROP00000004015	ENSRROG00000016165	Rhinopithecus_roxellana
ENSHCOP00000022286	ENSHCOG00000009865	Hippocampus_comes
ENSNBRP00000004786	ENSNBRG00000003771	Neolamprologus_brichardi
ENSCHIP00000022548	ENSCHIG00000020469	Capra_hircus
ENSONIP00000024789	ENSONIG00000019695	Oreochromis_niloticus
ENSMFAP00000037536	ENSMFAG00000037965	Macaca_fascicularis
ENSPNAP00000004512	ENSPNAG00000010944	Pygocentrus_nattereri
ENSBIXP00000004244	ENSBIXG00000010607	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOANP00000031656	ENSOANG00000030735	Ornithorhynchus_anatinus
ENSPRNP00000016555	ENSPRNG00000008846	Parambassis_ranga
ENSPTRP00000013268	ENSPTRG00000007776	Pan_troglodytes
ENSCJAP00000015611	ENSCJAG00000008403	Callithrix_jacchus
ENSSDAP00000026527	ENSSDAG00000024041	Spermophilus_dauricus
ENSMAMP00000003411	ENSMAMG00000002344	Mastacembelus_armatus
ENSTNIP00000008407	ENSTNIG00000005697	Tetraodon_nigroviridis
ENSODEP00000018030	ENSODEG00000013293	Octodon_degus
ENSTNIP00000021773	ENSTNIG00000018599	Tetraodon_nigroviridis
MGP_PahariEiJ_P0042479	MGP_PahariEiJ_G0020060	Mus_pahari_strain_PAHARI_EIJ
ENSMLEP00000026147	ENSMLEG00000037209	Mandrillus_leucophaeus
ENSKMAP00000009004	ENSKMAG00000006769	Kryptolebias_marmoratus
ENSMEUP00000005211	ENSMEUG00000005691	Notamacropus_eugenii
ENSCPRP00005027518	ENSCPRG00005019062	Crocodylus_porosus
ENSLCRP00005017648	ENSLCRG00005005234	Larimichthys_crocea
ENSONIP00000010652	ENSONIG00000008474	Oreochromis_niloticus
ENSHHUP00000048555	ENSHHUG00000029326	Hucho_hucho
ENSOPRP00000012378	ENSOPRG00000013540	Ochotona_princeps
ENSFCAP00000029938	ENSFCAG00000011684	Felis_catus
ENSKMAP00000020143	ENSKMAG00000014972	Kryptolebias_marmoratus
ENSTSYP00000013833	ENSTSYG00000008375	Carlito_syrichta
ENSATEP00000009340	ENSATEG00000006539	Anabas_testudineus
ENSTNIP00000007055	ENSTNIG00000004418	Tetraodon_nigroviridis
ENSHCOP00000024610	ENSHCOG00000014089	Hippocampus_comes
ENSSDUP00000025793	ENSSDUG00000018706	Seriola_dumerili
ENSCSEP00000033035	ENSCSEG00000021202	Cynoglossus_semilaevis
ENSCSAP00000004519	ENSCSAG00000008311	Chlorocebus_sabaeus
ENSSCAP00000007201	ENSSCAG00000005561	Serinus_canaria
ENSCAFP00020031493	ENSCAFG00020024499	Canis_lupus_dingo
ENSRBIP00000005823	ENSRBIG00000025104	Rhinopithecus_bieti
ENSMICP00000018535	ENSMICG00000026523	Microcebus_murinus
ENSAHAP00000025727	ENSAHAG00000017899	Apteryx_haastii	ENSAHAT00000028334
ENSCPBP00000029165	ENSCPBG00000020560	Chrysemys_picta_bellii
ENSBBBP00000014065	ENSBBBG00000021833	Bison_bison_bison
ENSECRP00000023883	ENSECRG00000016172	Erpetoichthys_calabaricus
ENSPNAP00000026211	ENSPNAG00000001793	Pygocentrus_nattereri
ENSMPUP00000014474	ENSMPUG00000014585	Mustela_putorius_furo
ENSPANP00000046501	ENSPANG00000019690	Papio_anubis
ENSLCRP00005019231	ENSLCRG00005007872	Larimichthys_crocea
ENSACAP00000005365	ENSACAG00000005331	Anolis_carolinensis
ENSNGAP00000009585	ENSNGAG00000012223	Nannospalax_galili
ENSPSIP00000006360	ENSPSIG00000005743	Pelodiscus_sinensis
ENSPMJP00000005763	ENSPMJG00000004469	Parus_major
ENSCCNP00000028142	ENSCCNG00000027147	Castor_canadensis
ENSPCAP00000000182	ENSPCAG00000000183	Procavia_capensis
ENSSLDP00000023566	ENSSLDG00000018333	Seriola_lalandi_dorsalis
ENSANAP00000016799	ENSANAG00000026268	Aotus_nancymaae
ENSPSMP00000001369	ENSPSMG00000001031	Prolemur_simus
ENSVURP00010002116	ENSVURG00010001772	Vombatus_ursinus
ENSACIP00000012347	ENSACIG00000009388	Amphilophus_citrinellus
ENSCAFP00020002354	ENSCAFG00020002005	Canis_lupus_dingo
ENSPPAP00000022126	ENSPPAG00000034228	Pan_paniscus
ENSHGLP00000011371	ENSHGLG00000008151	Heterocephalus_glaber_HetGla_female_1.0
ENSMGAP00000012888	ENSMGAG00000012234	Meleagris_gallopavo
ENSNPEP00000010776	ENSNPEG00000008111	Nothoprocta_perdicaria
ENSFHEP00000033473	ENSFHEG00000020629	Fundulus_heteroclitus
ENSCPGP00000007643	ENSCPGG00000005460	Calidris_pygmaea
ENSAMXP00005034925	ENSAMXG00005016769	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
