ENSCPUP00000018338	ENSCPUG00000012531	Calidris_pugnax
ENSPRNP00000012565	ENSPRNG00000006954	Parambassis_ranga
ENSPNYP00000023165	ENSPNYG00000017391	Pundamilia_nyererei
ENSMZEP00005014136	ENSMZEG00005010550	Maylandia_zebra
ENSHBUP00000032572	ENSHBUG00000019070	Haplochromis_burtoni
ENSACLP00000014290	ENSACLG00000009688	Astatotilapia_calliptera
ENSNBRP00000004137	ENSNBRG00000003218	Neolamprologus_brichardi
ENSPNYP00000007561	ENSPNYG00000005796	Pundamilia_nyererei
ENSACLP00000016132	ENSACLG00000011001	Astatotilapia_calliptera
ENSMZEP00005002194	ENSMZEG00005001736	Maylandia_zebra
ENSONIP00000021583	ENSONIG00000017116	Oreochromis_niloticus
ENSACIP00000011107	ENSACIG00000008594	Amphilophus_citrinellus
ENSXCOP00000016176	ENSXCOG00000012223	Xiphophorus_couchianus
ENSXMAP00000017776	ENSXMAG00000017733	Xiphophorus_maculatus
ENSGAFP00000012509	ENSGAFG00000008456	Gambusia_affinis
ENSPFOP00000011073	ENSPFOG00000010976	Poecilia_formosa
ENSPLAP00000013215	ENSPLAG00000000378	Poecilia_latipinna
ENSPMEP00000009553	ENSPMEG00000011417	Poecilia_mexicana
ENSPREP00000015935	ENSPREG00000010758	Poecilia_reticulata
ENSFHEP00000017417	ENSFHEG00000019134	Fundulus_heteroclitus
ENSCVAP00000007633	ENSCVAG00000009304	Cyprinodon_variegatus
ENSKMAP00000026715	ENSKMAG00000019824	Kryptolebias_marmoratus
ENSORLP00020002337	ENSORLG00020003102	Oryzias_latipes_ASM223471v1
ENSORLP00000014059	ENSORLG00000011210	Oryzias_latipes_ASM223467v1
ENSORLP00015000744	ENSORLG00015001368	Oryzias_latipes_ASM223469v1
ENSOMEP00000009449	ENSOMEG00000010681	Oryzias_melastigma
ENSGWIP00000033074	ENSGWIG00000016984	Gouania_willdenowi
ENSHCOP00000015390	ENSHCOG00000019255	Hippocampus_comes
ENSPMGP00000002301	ENSPMGG00000002037	Periophthalmus_magnuspinnatus
ENSCSEP00000019973	ENSCSEG00000012739	Cynoglossus_semilaevis
ENSGMOP00000014556	ENSGMOG00000013607	Gadus_morhua
ENSGMOP00000011348	ENSGMOG00000010598	Gadus_morhua
ENSLOCP00000001137	ENSLOCG00000001009	Lepisosteus_oculatus
ENSECRP00000013077	ENSECRG00000008743	Erpetoichthys_calabaricus
ENSCMIP00000024353	ENSCMIG00000010799	Callorhinchus_milii
ENSEBUP00000008208	ENSEBUG00000005320	Eptatretus_burgeri
ENSCINP00000010243	ENSCING00000004978	Ciona_intestinalis
ENSCSAVP00000003565	ENSCSAVG00000002119	Ciona_savignyi
FBpp0081148	FBgn0037466	Drosophila_melanogaster
F43G9.12a.1	WBGene00009672	Caenorhabditis_elegans_strain_N2
