,K10D11.2.1,F55G11.6.1,F55G11.4.1,F55G11.5a.1,K10D11.4.1,K10D11.1.1,C32H11.10.1,K08D8.4d.1,C32H11.13.1,K08D8.4b.1,K08D8.4b.2,F17C11.11a.1,ZK896.1.1,K08D8.3.1,K10D11.3c.1,K08D8.5.1,K10D11.5.1,T05E12.6a.1,C32H11.3.1,K08D8.6a.1,T19C9.8.1,C29F3.7b.1,ZK1037.6.1,F55C9.6.1,C32H11.12.1,F17C11.11b.1,C45B11.6.1,ZK896.4.1,K10D11.3a.1,ENSCABT00000029595,K10D11.3b.1,C32H11.1a.1,F55G11.8.1,T05E12.6b.1,F55G11.5b.1,ENSGAGT00000027995,C32H11.1b.1,ZK896.5.2,ZK896.5.1,K08D8.4a.2,F55G11.7.2,K08D8.4a.1,K08D8.6b.1,F55G11.7.1,ENSPNAT00000002131,C32H11.4.1,K10D11.6.1,F55G11.2.1,C49G7.13.1,C29F3.7a.1,K08D8.4c.1,C32H11.9.1
ZK896.4.1,0.8495861094286291,0.8489804159095498,0.8492832626690895,0.8482737734706238,0.7672117908338381,0.8500908540278619,0.7756915001009489,0.7834645669291339,0.8495861094286291,0.7690288713910761,0.7690288713910761,0.7671108419139915,0.9418534221683827,0.7951746416313346,0.8389864728447406,0.8210175651120533,0.7466182111851403,0.7472239047042196,0.8487785180698566,0.9418534221683827,0.7703412073490814,0.7577225923682617,0.7474258025439128,0.8814859681001413,0.7772057338986473,0.7786190187764991,0.7141126589945488,1.0,0.8289925297799313,0.7289521502119928,0.8243488794669896,0.7833636180092873,0.8485766202301636,0.83020391681809,0.8449424591156874,0.7229961639410458,0.8000201897839693,0.9631536442560065,0.9631536442560065,0.773167777104785,0.8500908540278619,0.773167777104785,0.909852614577024,0.8500908540278619,0.794367050272562,0.8474661821118514,0.8319200484554815,0.8497880072683223,0.8496870583484757,0.7474258025439128,0.7935594589137897,0.7732687260246316
K10D11.3a.1,0.8100141328487785,0.8071875630930749,0.8080961033716939,0.809913183928932,0.7578235412881082,0.8080961033716939,0.7508580658186957,0.7853825964062184,0.8097112860892388,0.7726630325055522,0.7726630325055522,0.7748839087421765,0.8285887341005451,0.7931556632344033,0.934484151019584,0.8100141328487785,0.7437916414294367,0.7519685039370079,0.8063799717343024,0.8287906319402383,0.7681203311124571,0.7481324449828387,0.7464163133454472,0.8273773470623864,0.7510599636583889,0.786392085604684,0.7089642640823743,0.8289925297799313,1.0,0.724106602059358,0.9390268524126791,0.7849788007268322,0.809206541490006,0.8316172016959419,0.8166767615586513,0.7182515647082576,0.8016353725015143,0.8304058146577832,0.8304058146577832,0.7750858065818695,0.8075913587724611,0.7750858065818695,0.8437310720775287,0.8075913587724611,0.8002220876236624,0.807389460932768,0.9479103573591763,0.8094084393296992,0.8069856652533818,0.7512618614980819,0.7955784373107208,0.7483343428225318
ENSCABT00000029595,0.7856854431657582,0.7853825964062184,0.7855844942459116,0.7859882899252978,0.7310720775287705,0.785483545326065,0.7519685039370079,0.7337976983646275,0.7864930345245306,0.7695336159903089,0.7695336159903089,0.8006258833030486,0.7306682818493843,0.7314758732081567,0.7225923682616596,0.7752877044215627,0.7279426610135271,0.7281445588532203,0.7855844942459116,0.7278417120936806,0.7662023016353725,0.7385422975974157,0.7292549969715324,0.8343428225317989,0.7519685039370079,0.8088027458106198,0.8206137694326671,0.7289521502119928,0.724106602059358,1.0,0.7271350696547547,0.735513830002019,0.7852816474863719,0.821320411871593,0.7987078538259641,0.9909145972138098,0.7365233192004845,0.7301635372501514,0.7301635372501514,0.7368261659600243,0.7853825964062184,0.7368261659600243,0.7695336159903089,0.7853825964062184,0.8031496062992126,0.7842721582879063,0.7247122955784373,0.7855844942459116,0.784575005047446,0.7282455077730668,0.7456087219866747,0.7495457298606905
K10D11.3b.1,0.8071875630930749,0.8043609933373713,0.8049666868564507,0.8069856652533818,0.7315768221280032,0.8054714314556835,0.7538865334140925,0.7884110640016152,0.807389460932768,0.7756915001009489,0.7756915001009489,0.7779123763375732,0.8245507773066828,0.7961841308298001,0.9375126186149808,0.8130426004441752,0.7264284272158288,0.7307692307692307,0.803755299818292,0.8239450837876034,0.7661013527155259,0.7378356551584898,0.7280436099333737,0.8232384413486775,0.7540884312537856,0.7894205532000808,0.711992731677771,0.8243488794669896,0.9390268524126791,0.7271350696547547,1.0,0.788007268322229,0.8062790228144558,0.8104179285281647,0.8197052291540481,0.7212800323036543,0.8046638400969109,0.8256612154249949,0.8256612154249949,0.7781142741772663,0.8049666868564507,0.7781142741772663,0.8467595396729255,0.8049666868564507,0.8032505552190592,0.8040581465778316,0.9028871391076115,0.8065818695739956,0.8040581465778316,0.7275388653341409,0.7986069049061175,0.7513628104179285
C32H11.1a.1,0.8052695336159903,0.807389460932768,0.80557238037553,0.8061780738946094,0.7375328083989501,0.8053704825358369,0.8210175651120533,0.9406420351302242,0.8070866141732284,0.9102564102564102,0.9102564102564102,0.8154653745204926,0.7830607712497476,0.8948112255198869,0.8242479305471432,0.9231778719967696,0.7507571168988492,0.7585301837270341,0.8059761760549162,0.7817484352917424,0.7903290934786997,0.7709469008681608,0.7596406218453463,0.8356551584898042,0.8214213607914396,0.8269735513830002,0.7173430244296386,0.7833636180092873,0.7849788007268322,0.735513830002019,0.788007268322229,1.0,0.8065818695739956,0.8034524530587522,0.8080961033716939,0.729355945891379,0.9829396325459318,0.7843731072077529,0.7843731072077529,0.9320613769432667,0.8058752271350696,0.9320613769432667,0.8045628911770644,0.8058752271350696,0.8267716535433071,0.8050676357762971,0.7892186553603876,0.806480920654149,0.8052695336159903,0.7606501110438119,0.9285281647486372,0.818594791035736
F55G11.8.1,0.9534625479507369,0.9757722592368262,0.9767817484352918,0.9544720371492025,0.7720573389864729,0.9734504340803554,0.8343428225317989,0.8059761760549162,0.9631536442560065,0.828386836260852,0.828386836260852,0.8107207752877045,0.8519079345851,0.8179890975166566,0.8342418736119523,0.8578639208560468,0.7524732485362406,0.7569150010094892,0.952554007672118,0.848475671310317,0.7915404805168584,0.7641833232384414,0.7535836866545528,0.8948112255198869,0.8346456692913385,0.822228952150212,0.7577225923682617,0.8485766202301636,0.809206541490006,0.7852816474863719,0.8062790228144558,0.8065818695739956,1.0,0.8644256006460731,0.9466989703210176,0.7794266101352716,0.8226327478295983,0.851201292146174,0.851201292146174,0.7956793862305673,0.9752675146375934,0.7956793862305673,0.8505955986270947,0.9752675146375934,0.8379769836462749,0.9516454673934989,0.8131435493640218,0.9726428427215829,0.9716333535231173,0.7538865334140925,0.8149606299212598,0.8319200484554815
T05E12.6b.1,0.8644256006460731,0.8645265495659197,0.8645265495659197,0.8638199071269937,0.8492832626690895,0.86422370280638,0.8500908540278619,0.8040581465778316,0.8646274984857663,0.8264688067837674,0.8264688067837674,0.8740157480314961,0.8310115081768625,0.8143549364021805,0.8058752271350696,0.8582677165354331,0.8616999798102161,0.8924894003634161,0.86422370280638,0.8279830405814658,0.8553401978598829,0.8638199071269937,0.8688673531193216,0.9349888956188169,0.8500908540278619,0.8855239248940037,0.8210175651120533,0.83020391681809,0.8316172016959419,0.821320411871593,0.8104179285281647,0.8034524530587522,0.8644256006460731,1.0,0.868564506359782,0.8152634766807996,0.8195033313143549,0.8305067635776298,0.8305067635776298,0.7937613567534827,0.8643246517262265,0.7937613567534827,0.8676559660811629,0.8643246517262265,0.9012719563900666,0.8639208560468403,0.8330304865737936,0.8641227538865334,0.8646274984857663,0.8683626085200888,0.8288915808600847,0.8476680799515445
F55G11.5b.1,0.9663840096910963,0.9461942257217848,0.9464970724813244,0.9872804360993337,0.7762971936200282,0.9452856854431657,0.8357561074096507,0.8075913587724611,0.9473046638400969,0.830002018978397,0.830002018978397,0.823137492428831,0.8485766202301636,0.8201090248334343,0.8362608520088836,0.8585705632949727,0.758328285887341,0.7610539067231981,0.9421562689279225,0.8440339188370685,0.7967898243488795,0.7701393095093882,0.7598425196850394,0.8892590349283263,0.8362608520088836,0.8346456692913385,0.7701393095093882,0.8449424591156874,0.8166767615586513,0.7987078538259641,0.8197052291540481,0.8080961033716939,0.9466989703210176,0.868564506359782,1.0,0.7928528164748637,0.8241469816272966,0.8458509993943065,0.8458509993943065,0.7972945689481122,0.9467999192408642,0.7972945689481122,0.863315162527761,0.9467999192408642,0.8503937007874016,0.9394306480920654,0.8197052291540481,0.9471027660004038,0.9443771451645467,0.7598425196850394,0.8165758126388047,0.8333333333333334
ENSGAGT00000027995,0.7798304058146578,0.7795275590551181,0.7797294568948112,0.7801332525741974,0.7252170401776701,0.7796285079749646,0.7459115687462144,0.7281445588532203,0.7806379971734303,0.7639814253987482,0.7639814253987482,0.7945689481122552,0.7246113466585907,0.7255198869372098,0.7167373309105592,0.7693317181506157,0.7219866747425803,0.7220876236624268,0.7796285079749646,0.7218857258227337,0.7600444175247325,0.7324853624066222,0.7230971128608924,0.828386836260852,0.7459115687462144,0.8028467595396729,0.8145568342418736,0.7229961639410458,0.7182515647082576,0.9909145972138098,0.7212800323036543,0.729355945891379,0.7794266101352716,0.8152634766807996,0.7928528164748637,1.0,0.7305673329295377,0.7242075509792045,0.7242075509792045,0.7312739753684635,0.7795275590551181,0.7312739753684635,0.7634766807995155,0.7795275590551181,0.7970926711084192,0.7783161720169595,0.7187563093074905,0.7797294568948112,0.7787199676963457,0.7221885725822734,0.7396527357157279,0.743488794669897
C32H11.1b.1,0.821320411871593,0.8234403391883707,0.8216232586311326,0.822228952150212,0.7372299616394105,0.8214213607914396,0.837068443367656,0.9422572178477691,0.823137492428831,0.9101554613365637,0.9101554613365637,0.8125378558449424,0.7997173430244296,0.9108621037754896,0.8409045023218251,0.9401372905309913,0.7508580658186957,0.753987482333939,0.8220270543105189,0.7987078538259641,0.7897233999596205,0.7634766807995155,0.7531798909751666,0.8517060367454068,0.8374722390470422,0.82404603270745,0.7210781344639612,0.8000201897839693,0.8016353725015143,0.7365233192004845,0.8046638400969109,0.9829396325459318,0.8226327478295983,0.8195033313143549,0.8241469816272966,0.7305673329295377,1.0,0.801231576822128,0.801231576822128,0.9319604280234202,0.8219261053906723,0.9319604280234202,0.821522309711286,0.8219261053906723,0.8428225317989098,0.8211185140318998,0.8057742782152231,0.8225317989097517,0.821320411871593,0.7531798909751666,0.9445790430042399,0.8346456692913385
ZK896.5.2,0.8501918029477085,0.8508984453866344,0.851201292146174,0.8487785180698566,0.7666060973147587,0.8500908540278619,0.7759943468604886,0.784575005047446,0.8500908540278619,0.7710478497880072,0.7710478497880072,0.7674136886735312,0.9392287502523723,0.796890773268726,0.8407026044821321,0.822228952150212,0.7465172622652938,0.7471229557843732,0.851201292146174,0.9406420351302242,0.7702402584292348,0.7572178477690289,0.7475267514637594,0.8872400565313951,0.7774076317383404,0.7789218655360388,0.7144155057540884,0.9631536442560065,0.8304058146577832,0.7301635372501514,0.8256612154249949,0.7843731072077529,0.851201292146174,0.8305067635776298,0.8458509993943065,0.7242075509792045,0.801231576822128,1.0,1.0,0.7742782152230971,0.8522107813446396,0.7742782152230971,0.9109630526953362,0.8522107813446396,0.7946698970321018,0.8490813648293963,0.8328285887341006,0.8507974964667878,0.8513022410660206,0.74692105794468,0.7935594589137897,0.7735715727841712
ZK896.5.1,0.8501918029477085,0.8508984453866344,0.851201292146174,0.8487785180698566,0.7666060973147587,0.8500908540278619,0.7759943468604886,0.784575005047446,0.8500908540278619,0.7710478497880072,0.7710478497880072,0.7674136886735312,0.9392287502523723,0.796890773268726,0.8407026044821321,0.822228952150212,0.7465172622652938,0.7471229557843732,0.851201292146174,0.9406420351302242,0.7702402584292348,0.7572178477690289,0.7475267514637594,0.8872400565313951,0.7774076317383404,0.7789218655360388,0.7144155057540884,0.9631536442560065,0.8304058146577832,0.7301635372501514,0.8256612154249949,0.7843731072077529,0.851201292146174,0.8305067635776298,0.8458509993943065,0.7242075509792045,0.801231576822128,1.0,1.0,0.7742782152230971,0.8522107813446396,0.7742782152230971,0.9109630526953362,0.8522107813446396,0.7946698970321018,0.8490813648293963,0.8328285887341006,0.8507974964667878,0.8513022410660206,0.74692105794468,0.7935594589137897,0.7735715727841712
K08D8.4a.2,0.7949727437916414,0.7956793862305673,0.7955784373107208,0.7956793862305673,0.729355945891379,0.794367050272562,0.8095093882495458,0.9897032101756511,0.7971936200282657,0.9672925499697154,0.9672925499697154,0.8058752271350696,0.7738744195437108,0.8853220270543105,0.8137492428831011,0.9008681607106804,0.7421764587118918,0.7456087219866747,0.7958812840702605,0.7705431051887744,0.7817484352917424,0.7561074096507168,0.7466182111851403,0.8258631132646881,0.8109226731273975,0.8173834039975773,0.7131031697960832,0.773167777104785,0.7750858065818695,0.7368261659600243,0.7781142741772663,0.9320613769432667,0.7956793862305673,0.7937613567534827,0.7972945689481122,0.7312739753684635,0.9319604280234202,0.7742782152230971,0.7742782152230971,1.0,0.7951746416313346,1.0,0.7942661013527156,0.7951746416313346,0.8167777104784979,0.7945689481122552,0.7778114274177266,0.795073692711488,0.7942661013527156,0.7458106198263679,0.9555824752675146,0.8071875630930749
F55G11.7.2,0.9531597011911973,0.9843529174237836,0.9754694124772865,0.9546739349888956,0.7715525943872401,0.972844740561276,0.8335352311730264,0.8054714314556835,0.9622451039773875,0.8278820916616192,0.8278820916616192,0.8104179285281647,0.8513022410660206,0.8179890975166566,0.8326266908944074,0.8572582273369675,0.7522713506965475,0.7568140520896426,0.9517464163133454,0.8485766202301636,0.7914395315970119,0.7632747829598223,0.7536846355743994,0.8942055320008075,0.8343428225317989,0.8219261053906723,0.7574197456087219,0.8500908540278619,0.8075913587724611,0.7853825964062184,0.8049666868564507,0.8058752271350696,0.9752675146375934,0.8643246517262265,0.9467999192408642,0.7795275590551181,0.8219261053906723,0.8522107813446396,0.8522107813446396,0.7951746416313346,1.0,0.7951746416313346,0.8519079345851,1.0,0.8376741368867353,0.9519483141530386,0.8115283666464769,0.9745608721986675,0.9786997779123764,0.7529779931354734,0.8146577831617202,0.8311124570967091
K08D8.4a.1,0.7949727437916414,0.7956793862305673,0.7955784373107208,0.7956793862305673,0.729355945891379,0.794367050272562,0.8095093882495458,0.9897032101756511,0.7971936200282657,0.9672925499697154,0.9672925499697154,0.8058752271350696,0.7738744195437108,0.8853220270543105,0.8137492428831011,0.9008681607106804,0.7421764587118918,0.7456087219866747,0.7958812840702605,0.7705431051887744,0.7817484352917424,0.7561074096507168,0.7466182111851403,0.8258631132646881,0.8109226731273975,0.8173834039975773,0.7131031697960832,0.773167777104785,0.7750858065818695,0.7368261659600243,0.7781142741772663,0.9320613769432667,0.7956793862305673,0.7937613567534827,0.7972945689481122,0.7312739753684635,0.9319604280234202,0.7742782152230971,0.7742782152230971,1.0,0.7951746416313346,1.0,0.7942661013527156,0.7951746416313346,0.8167777104784979,0.7945689481122552,0.7778114274177266,0.795073692711488,0.7942661013527156,0.7458106198263679,0.9555824752675146,0.8071875630930749
K08D8.6b.1,0.8518069856652534,0.851201292146174,0.8520088835049465,0.8505955986270947,0.7994144962648899,0.8505955986270947,0.8123359580052494,0.8045628911770644,0.8520088835049465,0.7904300423985463,0.7904300423985463,0.822228952150212,0.9033918837068443,0.8180900464365032,0.8422168382798304,0.8428225317989098,0.7833636180092873,0.782959822329901,0.8517060367454068,0.9430648092065415,0.8171815061578841,0.7933575610740965,0.7830607712497476,0.8658388855239249,0.8130426004441752,0.8337371290127196,0.7692307692307693,0.909852614577024,0.8437310720775287,0.7695336159903089,0.8467595396729255,0.8045628911770644,0.8505955986270947,0.8676559660811629,0.863315162527761,0.7634766807995155,0.821522309711286,0.9109630526953362,0.9109630526953362,0.7942661013527156,0.8519079345851,0.7942661013527156,1.0,0.8519079345851,0.8494851605087825,0.850999394306481,0.8451443569553806,0.8521098324247931,0.851201292146174,0.7830607712497476,0.8136482939632546,0.809913183928932
F55G11.7.1,0.9531597011911973,0.9843529174237836,0.9754694124772865,0.9546739349888956,0.7715525943872401,0.972844740561276,0.8335352311730264,0.8054714314556835,0.9622451039773875,0.8278820916616192,0.8278820916616192,0.8104179285281647,0.8513022410660206,0.8179890975166566,0.8326266908944074,0.8572582273369675,0.7522713506965475,0.7568140520896426,0.9517464163133454,0.8485766202301636,0.7914395315970119,0.7632747829598223,0.7536846355743994,0.8942055320008075,0.8343428225317989,0.8219261053906723,0.7574197456087219,0.8500908540278619,0.8075913587724611,0.7853825964062184,0.8049666868564507,0.8058752271350696,0.9752675146375934,0.8643246517262265,0.9467999192408642,0.7795275590551181,0.8219261053906723,0.8522107813446396,0.8522107813446396,0.7951746416313346,1.0,0.7951746416313346,0.8519079345851,1.0,0.8376741368867353,0.9519483141530386,0.8115283666464769,0.9745608721986675,0.9786997779123764,0.7529779931354734,0.8146577831617202,0.8311124570967091
ENSPNAT00000002131,0.8382798304058147,0.8382798304058147,0.8379769836462749,0.8376741368867353,0.8180900464365032,0.8379769836462749,0.8989501312335958,0.8270745003028468,0.838885523924894,0.8494851605087825,0.8494851605087825,0.9096507167373309,0.7961841308298001,0.8386836260852009,0.7987078538259641,0.8818897637795275,0.8515041389057137,0.854633555420957,0.837068443367656,0.7925499697153241,0.8878457500504745,0.866040783363618,0.8549364021804967,0.8994548758328286,0.899152029073289,0.9211588935998385,0.8028467595396729,0.794367050272562,0.8002220876236624,0.8031496062992126,0.8032505552190592,0.8267716535433071,0.8379769836462749,0.9012719563900666,0.8503937007874016,0.7970926711084192,0.8428225317989098,0.7946698970321018,0.7946698970321018,0.8167777104784979,0.8376741368867353,0.8167777104784979,0.8494851605087825,0.8376741368867353,1.0,0.8364627498485766,0.800323036543509,0.8379769836462749,0.8379769836462749,0.8557439935392691,0.8519079345851,0.8965273571572784
C32H11.4.1,0.9474056127599435,0.952554007672118,0.9510397738744195,0.9469008681607107,0.7712497476277004,0.9490207954774884,0.8328285887341006,0.8048657379366041,0.9508378760347265,0.8272763981425398,0.8272763981425398,0.809206541490006,0.8500908540278619,0.8157682212800323,0.8320209973753281,0.8570563294972744,0.7515647082576217,0.7564102564102564,0.9679991924086412,0.8485766202301636,0.7915404805168584,0.7625681405208964,0.75307894205532,0.8918837068443368,0.8326266908944074,0.8207147183525136,0.7562083585705633,0.8474661821118514,0.807389460932768,0.7842721582879063,0.8040581465778316,0.8050676357762971,0.9516454673934989,0.8639208560468403,0.9394306480920654,0.7783161720169595,0.8211185140318998,0.8490813648293963,0.8490813648293963,0.7945689481122552,0.9519483141530386,0.7945689481122552,0.850999394306481,0.9519483141530386,0.8364627498485766,1.0,0.8111245709670907,0.950030284675954,0.9489198465576418,0.7522713506965475,0.8136482939632546,0.8304058146577832
K10D11.6.1,0.8150615788411064,0.81173026448617,0.8128407026044822,0.8130426004441752,0.7585301837270341,0.8110236220472441,0.7510599636583889,0.7881082172420755,0.8132444982838684,0.7755905511811023,0.7755905511811023,0.7750858065818695,0.8290934786997779,0.7979002624671916,0.8983444377145164,0.8116293155663235,0.7455077730668281,0.7537855844942459,0.8110236220472441,0.8308096103371694,0.7693317181506157,0.7480314960629921,0.7486371895820715,0.8289925297799313,0.7506561679790026,0.7865939834443771,0.709267110841914,0.8319200484554815,0.9479103573591763,0.7247122955784373,0.9028871391076115,0.7892186553603876,0.8131435493640218,0.8330304865737936,0.8197052291540481,0.7187563093074905,0.8057742782152231,0.8328285887341006,0.8328285887341006,0.7778114274177266,0.8115283666464769,0.7778114274177266,0.8451443569553806,0.8115283666464769,0.800323036543509,0.8111245709670907,1.0,0.8131435493640218,0.8109226731273975,0.7517666060973147,0.7956793862305673,0.7485362406622249
F55G11.2.1,0.9543710882293559,0.9735513830002019,0.9794064203513022,0.9551786795881284,0.7720573389864729,0.973046638400969,0.8344437714516455,0.8053704825358369,0.9604280234201494,0.8277811427417726,0.8277811427417726,0.8107207752877045,0.8525136281041793,0.8183928931960428,0.8339390268524127,0.8576620230163537,0.7525741974560872,0.7566121542499495,0.9512416717141127,0.8499899051080153,0.7918433272763982,0.7640823743185948,0.753987482333939,0.8940036341611145,0.8342418736119523,0.822228952150212,0.7577225923682617,0.8497880072683223,0.8094084393296992,0.7855844942459116,0.8065818695739956,0.806480920654149,0.9726428427215829,0.8641227538865334,0.9471027660004038,0.7797294568948112,0.8225317989097517,0.8507974964667878,0.8507974964667878,0.795073692711488,0.9745608721986675,0.795073692711488,0.8521098324247931,0.9745608721986675,0.8379769836462749,0.950030284675954,0.8131435493640218,1.0,0.9712295578437311,0.7537855844942459,0.8145568342418736,0.8320209973753281
C49G7.13.1,0.9514435695538058,0.9782959822329901,0.9729456894811226,0.9513426206339592,0.7714516454673935,0.969412477286493,0.8332323844134868,0.8045628911770644,0.9600242277407631,0.8269735513830002,0.8269735513830002,0.8107207752877045,0.8499899051080153,0.8181909953563496,0.8311124570967091,0.8563496870583485,0.75307894205532,0.7571168988491823,0.9492226933171815,0.8487785180698566,0.7919442761962447,0.7633757318796689,0.7542903290934787,0.8940036341611145,0.8337371290127196,0.822228952150212,0.7577225923682617,0.8496870583484757,0.8069856652533818,0.784575005047446,0.8040581465778316,0.8052695336159903,0.9716333535231173,0.8646274984857663,0.9443771451645467,0.7787199676963457,0.821320411871593,0.8513022410660206,0.8513022410660206,0.7942661013527156,0.9786997779123764,0.7942661013527156,0.851201292146174,0.9786997779123764,0.8379769836462749,0.9489198465576418,0.8109226731273975,0.9712295578437311,1.0,0.75307894205532,0.8147587320815667,0.8308096103371694
C29F3.7a.1,0.7535836866545528,0.753987482333939,0.7537855844942459,0.7528770442156268,0.8223299010700585,0.7535836866545528,0.8133454472037149,0.7555017161316374,0.7531798909751666,0.7785180698566525,0.7785180698566525,0.8443367655966081,0.7479305471431456,0.7448011306279023,0.7229961639410458,0.7920452251160912,0.8956188168786594,0.9123763375731879,0.7525741974560872,0.7451039773874419,0.8809812235009086,0.9897032101756511,0.917625681405209,0.8273773470623864,0.8133454472037149,0.8558449424591157,0.7298606904906118,0.7474258025439128,0.7512618614980819,0.7282455077730668,0.7275388653341409,0.7606501110438119,0.7538865334140925,0.8683626085200888,0.7598425196850394,0.7221885725822734,0.7531798909751666,0.74692105794468,0.74692105794468,0.7458106198263679,0.7529779931354734,0.7458106198263679,0.7830607712497476,0.7529779931354734,0.8557439935392691,0.7522713506965475,0.7517666060973147,0.7537855844942459,0.75307894205532,1.0,0.761962447001817,0.8109226731273975
K08D8.4c.1,0.8143549364021805,0.8150615788411064,0.8155663234403392,0.8149606299212598,0.7458106198263679,0.8143549364021805,0.8446396123561478,0.9658792650918635,0.8163739147991117,0.92287502523723,0.92287502523723,0.8228346456692913,0.7939632545931758,0.9007672117908339,0.8342418736119523,0.917625681405209,0.7589339794064204,0.7629719362002827,0.8141530385624873,0.7899252977993135,0.7984050070664244,0.7722592368261659,0.7627700383605895,0.8609933373712901,0.8460528972339996,0.8343428225317989,0.7304663840096911,0.7935594589137897,0.7955784373107208,0.7456087219866747,0.7986069049061175,0.9285281647486372,0.8149606299212598,0.8288915808600847,0.8165758126388047,0.7396527357157279,0.9445790430042399,0.7935594589137897,0.7935594589137897,0.9555824752675146,0.8146577831617202,0.9555824752675146,0.8136482939632546,0.8146577831617202,0.8519079345851,0.8136482939632546,0.7956793862305673,0.8145568342418736,0.8147587320815667,0.761962447001817,1.0,0.842317787199677
C32H11.9.1,0.8314153038562487,0.8322228952150212,0.8306077124974762,0.8304058146577832,0.782051282051282,0.8311124570967091,0.997476277003836,0.8174843529174238,0.8305067635776298,0.8398950131233596,0.8398950131233596,0.8797698364627499,0.7750858065818695,0.8228346456692913,0.786392085604684,0.8754290329093478,0.8111245709670907,0.8108217242075509,0.8304058146577832,0.7707450030284676,0.8435291742378357,0.8212194629517464,0.81173026448617,0.8636180092873006,0.9578033515041389,0.8823945083787603,0.7492428831011508,0.7732687260246316,0.7483343428225318,0.7495457298606905,0.7513628104179285,0.818594791035736,0.8319200484554815,0.8476680799515445,0.8333333333333334,0.743488794669897,0.8346456692913385,0.7735715727841712,0.7735715727841712,0.8071875630930749,0.8311124570967091,0.8071875630930749,0.809913183928932,0.8311124570967091,0.8965273571572784,0.8304058146577832,0.7485362406622249,0.8320209973753281,0.8308096103371694,0.8109226731273975,0.842317787199677,1.0
