	C24B9.16.1	K07C6.10.1	K07C6.9.1	T10H4.9.1	R05D8.4.1	T26H8.2.1	C03G6.2.1	C06B3.11.1	K07C6.6.1	T06E6.3.1	C29F3.6.1	K07C6.7.1	K06B4.9.1	Y102A5C.22.1	E02C12.3.1	C03A7.6.1	K07C6.8.1	C44B12.4.1	K09D9.10.1	C03A7.5.1	T07H8.3.1	R13D11.9.1	Y43B11AL.2a.1	T10C6.3.1	R13D7.4.1	T01C4.4.1	E02C12.2.1	F31F4.4.1	K07C6.11a.1	R05D8.5.1	F31F4.2.1	C44B12.8.1	T07H8.1.1	C47A10.8.1	Y43B11AL.2b.1	K01B6.2.1	T05A12.1.1	F55B12.8.1	T01C4.6.1	F59B1.7.1	F41H8.4.1	K07C6.11b.1	Y55F3AM.2.1	R13H7.1.1	F31F4.3.1	T01C4.3.1
C44B12.8.1	0.8728323699421965	0.8653044764081194	0.8714881032396827	0.8704126898776717	0.8735045032934534	0.8716225299099342	0.8764618900389838	0.8666487431106331	0.8729667966124479	0.8651700497378678	0.8732356499529507	0.8764618900389838	0.8815701035085359	0.8728323699421965	0.8729667966124479	0.8741766366447103	0.8712192498991801	0.8653044764081194	0.8759241833579782	0.872294663261191	0.8627503696733432	0.8802258368060223	0.8670520231213873	0.8499798359994623	0.8800914101357711	0.8692028498454093	0.8663798897701304	0.8786127167630058	0.8792848501142627	0.8764618900389838	0.8791504234440113	1.0	0.8807635434870278	0.8815701035085359	0.8704126898776717	0.8245731953219518	0.8764618900389838	0.8817045301787875	0.8726979432719452	0.8705471165479232	0.8800914101357711	0.8576421562037908	0.8724290899314424	0.8821078101895417	0.8807635434870278	0.8823766635300444
T07H8.1.1	0.9292915714477752	0.9120849576555988	0.9161177577631402	0.8857373302863288	0.9279473047452614	0.8881570103508536	0.9276784514047588	0.8739077833042076	0.9171931711251512	0.8817045301787875	0.9130259443473584	0.923511224626966	0.9452883452076892	0.8888291437021105	0.8939373571716629	0.8921898104583951	0.9165210377738944	0.8964914639064391	0.92781287807501	0.8901734104046243	0.8775373034009948	0.9405834117488908	0.8817045301787875	0.8596585562575615	0.9228390912757092	0.8854684769458261	0.8845274902540664	0.9436752251646728	0.9257964780212394	0.9357440516198414	0.9411211184298964	0.8807635434870278	1.0	0.9467670385804544	0.8845274902540664	0.8265895953757225	0.9413899717703992	0.9407178384191424	0.8907111170856298	0.8724290899314424	0.9407178384191424	0.8972980239279473	0.8763274633687324	0.944885065196935	0.9462293318994488	0.9045570641215216
C47A10.8.1	0.929560424788278	0.9102029842720796	0.9174620244656541	0.8862750369673343	0.9317112515123	0.8878881570103508	0.921763677913698	0.8721602365909397	0.9193439978491732	0.8821078101895417	0.9123538109961016	0.9247210646592284	0.9372227449926064	0.8885602903616078	0.8921898104583951	0.8868127436483398	0.9138325043688668	0.8944750638526684	0.9221669579244522	0.8866783169780884	0.8713536765694314	0.9325178115338084	0.8764618900389838	0.8575077295335395	0.925258771340234	0.8830487968813012	0.8846619169243178	0.9349374915983332	0.9251243446699824	0.9294259981180266	0.9326522382040596	0.8815701035085359	0.9467670385804544	1.0	0.87901599677376	0.8269928753864767	0.9283505847560156	0.9614195456378546	0.8868127436483398	0.8657077564188735	0.9325178115338084	0.8959537572254336	0.8724290899314424	0.9392391450463772	0.9372227449926064	0.907514450867052
Y43B11AL.2b.1	0.8704126898776717	0.8677241564726442	0.8796881301250168	0.9529506654120178	0.8712192498991801	0.9510686920284984	0.8818389568490389	0.9013308240354886	0.8771340233902406	0.8950127705336739	0.8737733566339562	0.8837209302325582	0.8800914101357711	0.9052291974727786	0.9080521575480576	0.9028095174082538	0.8753864766769727	0.8588519962360532	0.8819733835192902	0.9032127974190078	0.9111439709638391	0.877268450060492	0.9919343997849174	0.8834520768920554	0.8873504503293453	0.9006586906842318	0.8999865573329748	0.8821078101895417	0.8829143702110499	0.8752520500067213	0.8799569834655195	0.8704126898776717	0.8845274902540664	0.87901599677376	1.0	0.861271676300578	0.8786127167630058	0.8811668234977821	0.9100685576018284	0.9127570910068558	0.877268450060492	0.8514585293722274	0.8597929829278129	0.8842586369135637	0.880494690146525	0.8858717569565802
K01B6.2.1	0.8206748218846619	0.8158354617556123	0.8210781018954161	0.8658421830891249	0.8202715418739078	0.8635569296948514	0.8294125554510015	0.8548191961285119	0.8255141820137115	0.8384191423578438	0.8167764484473721	0.8304879688130125	0.8255141820137115	0.8286059954294932	0.8487699959671999	0.8463503159026751	0.8224223685979298	0.8120715149885738	0.8280682887484877	0.8462158892324237	0.8515929560424789	0.8208092485549133	0.8575077295335395	0.8327732222072859	0.8318322355155263	0.8542814894475064	0.8417798091141282	0.8245731953219518	0.8265895953757225	0.8206748218846619	0.8208092485549133	0.8245731953219518	0.8265895953757225	0.8269928753864767	0.861271676300578	1.0	0.8226912219384326	0.8193305551821481	0.8511896760317247	0.8536093560962495	0.8208092485549133	0.8355961822825648	0.8091141282430434	0.8306223954832639	0.823901061970695	0.8229600752789353
T05A12.1.1	0.925258771340234	0.9052291974727786	0.911412824304342	0.8807635434870278	0.926737464712999	0.880494690146525	0.9170587444549	0.8687995698346552	0.9104718376125824	0.8768651700497379	0.9072455975265492	0.9165210377738944	0.9345342115875791	0.8807635434870278	0.8850651969350719	0.8905766904153785	0.911412824304342	0.8881570103508536	0.9201505578706816	0.8874848769995968	0.8737733566339562	0.9374915983331092	0.8769995967199893	0.8526683694044899	0.912488237666353	0.87901599677376	0.8800914101357711	0.9421965317919077	0.9171931711251512	0.9335932248958192	0.9427342384729129	0.8764618900389838	0.9413899717703992	0.9283505847560156	0.8786127167630058	0.8226912219384326	1.0	0.9282161580857642	0.8838553569028095	0.86732087646189	0.9364161849710982	0.8905766904153785	0.8670520231213873	0.9510686920284984	0.9455571985481921	0.8987767173007125
F55B12.8.1	0.9201505578706816	0.9232423712864632	0.9169243177846484	0.8849307702648206	0.9220325312542008	0.8874848769995968	0.9202849845409328	0.8729667966124479	0.9184030111574136	0.8967603172469418	0.9286194380965184	0.9165210377738944	0.9323833848635568	0.8849307702648206	0.8916521037773895	0.8915176771071379	0.9175964511359054	0.8899045570641215	0.9182685844871622	0.8886947170318591	0.8856029036160774	0.9275440247345074	0.8892324237128646	0.8611372496303267	0.9169243177846484	0.8851996236053233	0.8837209302325582	0.9319801048528028	0.9185374378276652	0.9240489313079716	0.929157144777524	0.8817045301787875	0.9407178384191424	0.9614195456378546	0.8811668234977821	0.8193305551821481	0.9282161580857642	1.0	0.8885602903616078	0.8686651431644038	0.9272751713940046	0.9087242908993144	0.8749831966662186	0.9341309315768248	0.9314423981717972	0.9173275977954026
T01C4.6.1	0.8803602634762737	0.8745799166554644	0.8831832235515527	0.9116816776448448	0.8814356768382847	0.9100685576018284	0.8880225836806023	0.8874848769995968	0.8845274902540664	0.9116816776448448	0.8780750100820003	0.889366850383116	0.8905766904153785	0.8833176502218041	0.9142357843796208	0.9213603979029441	0.8796881301250168	0.8610028229600752	0.8900389837343728	0.919612851189676	0.8943406371824171	0.8849307702648206	0.9081865842183088	0.8765963167092351	0.8927275171394005	0.9061701841645382	0.9050947708025272	0.8870815969888426	0.8876193036698481	0.8827799435407985	0.8864094636375857	0.8726979432719452	0.8907111170856298	0.8868127436483398	0.9100685576018284	0.8511896760317247	0.8838553569028095	0.8885602903616078	1.0	0.8892324237128646	0.8847963435945692	0.8647667697271139	0.8764618900389838	0.8917865304476408	0.8856029036160774	0.8947439171931711
F59B1.7.1	0.8628847963435946	0.8572388761930367	0.866245463099879	0.9095308509208226	0.8626159430030919	0.9095308509208226	0.8706815432181745	0.8943406371824171	0.8646323430568624	0.8803602634762737	0.8657077564188735	0.8737733566339562	0.8704126898776717	0.8779405834117489	0.8951471972039252	0.8899045570641215	0.8654389030783708	0.8553569028095174	0.8700094098669175	0.8905766904153785	0.8967603172469418	0.8657077564188735	0.9087242908993144	0.8729667966124479	0.8744454899852131	0.8857373302863288	0.884393063583815	0.8700094098669175	0.8743110633149617	0.8643634897163597	0.8667831697808845	0.8705471165479232	0.8724290899314424	0.8657077564188735	0.9127570910068558	0.8536093560962495	0.86732087646189	0.8686651431644038	0.8892324237128646	1.0	0.8655733297486221	0.8464847425729265	0.8583142895550477	0.8710848232289287	0.8690684231751579	0.876193036698481
F41H8.4.1	0.9345342115875791	0.9028095174082538	0.9106062642828338	0.8802258368060223	0.9357440516198414	0.8827799435407985	0.9201505578706816	0.8689339965049065	0.9099341309315768	0.8736389299637048	0.9080521575480576	0.9177308778061568	0.952009678720258	0.8810323968275305	0.888291437021105	0.8868127436483398	0.9111439709638391	0.8903078370748757	0.9204194112111844	0.882242236859793	0.8718913832504369	0.9954294932114532	0.8748487699959672	0.8529372227449926	0.914639064390375	0.8782094367522516	0.8808979701572792	0.939911278397634	0.919209571178922	0.9469014652507056	0.9397768517273828	0.8800914101357711	0.9407178384191424	0.9325178115338084	0.877268450060492	0.8208092485549133	0.9364161849710982	0.9272751713940046	0.8847963435945692	0.8655733297486221	1.0	0.8907111170856298	0.8682618631536497	0.9330555182148138	0.94340637182417	0.8955504772146794
K07C6.11b.1	0.8877537303400995	0.9354751982793388	0.9053636241430301	0.8554913294797688	0.8881570103508536	0.8573733028632881	0.9052291974727786	0.8494421293184568	0.9046914907917732	0.8759241833579782	0.9227046646054576	0.9102029842720796	0.895416050544428	0.8611372496303267	0.8692028498454093	0.8678585831428955	0.9056324774835328	0.8744454899852131	0.909665277591074	0.8674553031321414	0.855222476139266	0.8912488237666353	0.8595241295873102	0.8467535959134292	0.9041537841107676	0.8619438096518349	0.8627503696733432	0.8927275171394005	0.9346686382578304	0.8880225836806023	0.8927275171394005	0.8576421562037908	0.8972980239279473	0.8959537572254336	0.8514585293722274	0.8355961822825648	0.8905766904153785	0.9087242908993144	0.8647667697271139	0.8464847425729265	0.8907111170856298	1.0	0.8529372227449926	0.8974324505981986	0.8932652238204059	0.8806291168167765
Y55F3AM.2.1	0.8636913563651029	0.8649011963973653	0.8677241564726442	0.8632880763543487	0.8655733297486221	0.8677241564726442	0.8799569834655195	0.8589864229063046	0.8651700497378678	0.8885602903616078	0.8650356230676166	0.8708159698884259	0.8759241833579782	0.8694717031859119	0.8721602365909397	0.8892324237128646	0.8689339965049065	0.8571044495227853	0.8748487699959672	0.8927275171394005	0.8619438096518349	0.8683962898239009	0.8580454362145451	0.8571044495227853	0.8735045032934534	0.8733700766232021	0.8624815163328404	0.8733700766232021	0.8736389299637048	0.8666487431106331	0.8721602365909397	0.8724290899314424	0.8763274633687324	0.8724290899314424	0.8597929829278129	0.8091141282430434	0.8670520231213873	0.8749831966662186	0.8764618900389838	0.8583142895550477	0.8682618631536497	0.8529372227449926	1.0	0.8792848501142627	0.8726979432719452	0.8792848501142627
R13H7.1.1	0.9263341847022448	0.9122193843258504	0.9210915445624412	0.8856029036160774	0.9272751713940046	0.888291437021105	0.9287538647667696	0.8768651700497379	0.9161177577631402	0.8839897835730609	0.9134292243581128	0.9266030380427476	0.9384325850248688	0.8865438903078371	0.8952816238741766	0.8960881838956849	0.9198817045301788	0.8950127705336739	0.9286194380965184	0.8915176771071379	0.8825110902002957	0.9337276515660708	0.8817045301787875	0.8614061029708294	0.9241833579782228	0.8917865304476408	0.8866783169780884	0.9405834117488908	0.9257964780212394	0.9298292781287808	0.9364161849710982	0.8821078101895417	0.944885065196935	0.9392391450463772	0.8842586369135637	0.8306223954832639	0.9510686920284984	0.9341309315768248	0.8917865304476408	0.8710848232289287	0.9330555182148138	0.8974324505981986	0.8792848501142627	1.0	0.9400457050678854	0.9041537841107676
F31F4.3.1	0.927409598064256	0.9065734641752924	0.9167898911143972	0.8831832235515527	0.9287538647667696	0.8865438903078371	0.9229735179459604	0.8681274364833983	0.9149079177308778	0.8774028767307434	0.9097997042613254	0.9218981045839496	0.9374915983331092	0.8839897835730609	0.8885602903616078	0.8869471703185912	0.9136980776986154	0.8901734104046243	0.9247210646592284	0.8865438903078371	0.8774028767307434	0.9436752251646728	0.8775373034009948	0.8542814894475064	0.9174620244656541	0.8800914101357711	0.87901599677376	0.9534883720930232	0.9229735179459604	0.9369538916521036	0.9557736254872968	0.8807635434870278	0.9462293318994488	0.9372227449926064	0.880494690146525	0.823901061970695	0.9455571985481921	0.9314423981717972	0.8856029036160774	0.8690684231751579	0.94340637182417	0.8932652238204059	0.8726979432719452	0.9400457050678854	1.0	0.8994488506519693
T01C4.3.1	0.8982390106197069	0.8974324505981986	0.9116816776448448	0.8884258636913563	0.8998521306627235	0.8895012770533673	0.9030783707487564	0.8753864766769727	0.90926199758032	0.8967603172469418	0.904960344132276	0.902137384056997	0.9013308240354886	0.8892324237128646	0.8946094905229197	0.8970291705874446	0.9080521575480576	0.8726979432719452	0.90146525070574	0.8982390106197069	0.8971635972576959	0.8955504772146794	0.8896357037236188	0.8628847963435946	0.9045570641215216	0.8892324237128646	0.8896357037236188	0.8989111439709638	0.9032127974190078	0.895416050544428	0.8986422906304611	0.8823766635300444	0.9045570641215216	0.907514450867052	0.8858717569565802	0.8229600752789353	0.8987767173007125	0.9173275977954026	0.8947439171931711	0.876193036698481	0.8955504772146794	0.8806291168167765	0.8792848501142627	0.9041537841107676	0.8994488506519693	1.0
