microcebus_murinus ENSMICG00000030890
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019169
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019168
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094637
mus_spicilegus ENSMSIG00000001736
mus_spicilegus ENSMSIG00000001911
mus_spicilegus ENSMSIG00000002029
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069280
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019374
meriones_unguiculatus ENSMUGG00000001445
meriones_unguiculatus ENSMUGG00000014263
cricetulus_griseus_crigri-picr ENSCGRG00015007628
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012015
mesocricetus_auratus ENSMAUG00000000188
peromyscus_maniculatus_bairdii ENSPEMG00000024682
peromyscus_maniculatus_bairdii ENSPEMG00000028519
peromyscus_maniculatus_bairdii ENSPEMG00000031174
nannospalax_galili ENSNGAG00000017772
jaculus_jaculus ENSJJAG00000022549
jaculus_jaculus ENSJJAG00000005342
castor_canadensis ENSCCNG00000010640
castor_canadensis ENSCCNG00000010632
dipodomys_ordii ENSDORG00000025041
oryctolagus_cuniculus ENSOCUG00000024155
oryctolagus_cuniculus ENSOCUG00000028181
oryctolagus_cuniculus ENSOCUG00000023201
oryctolagus_cuniculus ENSOCUG00000027597
oryctolagus_cuniculus ENSOCUG00000022176
otolemur_garnettii ENSOGAG00000034323
otolemur_garnettii ENSOGAG00000029597
prolemur_simus ENSPSMG00000015228
vulpes_vulpes ENSVVUG00000020332
canis_lupus_dingo ENSCAFG00020002529
panthera_pardus ENSPPRG00000014234
felis_catus ENSFCAG00000025970
panthera_pardus ENSPPRG00000014237
panthera_tigris_altaica ENSPTIG00000003210
felis_catus ENSFCAG00000028999
equus_asinus_asinus ENSEASG00005013169
equus_caballus ENSECAG00000001085
spermophilus_dauricus ENSSDAG00000011020
ictidomys_tridecemlineatus ENSSTOG00000033773
ictidomys_tridecemlineatus ENSSTOG00000033423
urocitellus_parryii ENSUPAG00010012111
spermophilus_dauricus ENSSDAG00000010983
ictidomys_tridecemlineatus ENSSTOG00000030654
urocitellus_parryii ENSUPAG00010012088
urocitellus_parryii ENSUPAG00010012075
ictidomys_tridecemlineatus ENSSTOG00000030179
spermophilus_dauricus ENSSDAG00000010992
spermophilus_dauricus ENSSDAG00000011055
urocitellus_parryii ENSUPAG00010012096
urocitellus_parryii ENSUPAG00010012083
spermophilus_dauricus ENSSDAG00000011015
urocitellus_parryii ENSUPAG00010012137
spermophilus_dauricus ENSSDAG00000011046
spermophilus_dauricus ENSSDAG00000011004
urocitellus_parryii ENSUPAG00010012120
marmota_marmota_marmota ENSMMMG00000002407
marmota_marmota_marmota ENSMMMG00000002403
ictidomys_tridecemlineatus ENSSTOG00000030249
spermophilus_dauricus ENSSDAG00000011027
ictidomys_tridecemlineatus ENSSTOG00000023645
ictidomys_tridecemlineatus ENSSTOG00000029728
spermophilus_dauricus ENSSDAG00000011037
chinchilla_lanigera ENSCLAG00000002610
meriones_unguiculatus ENSMUGG00000014277
meriones_unguiculatus ENSMUGG00000003230
meriones_unguiculatus ENSMUGG00000011642
meriones_unguiculatus ENSMUGG00000002484
meriones_unguiculatus ENSMUGG00000014321
meriones_unguiculatus ENSMUGG00000014266
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061376
mus_spicilegus ENSMSIG00000001961
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019357
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115791
mus_spicilegus ENSMSIG00000001939
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019178
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018309
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019359
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096099
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018311
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095916
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019156
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018301
mus_spicilegus ENSMSIG00000001761
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071490
mus_spicilegus ENSMSIG00000001850
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019173
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061829
mus_spicilegus ENSMSIG00000001896
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019175
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069292
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019352
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060024
mus_spicilegus ENSMSIG00000001872
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019174
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000101073
mus_spicilegus ENSMSIG00000001656
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017613
mus_spicilegus ENSMSIG00000001672
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019370
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000082316
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000099611
mus_spicilegus ENSMSIG00000002000
mus_spicilegus ENSMSIG00000001779
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000084136
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071491
mus_spicilegus ENSMSIG00000001745
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000101578
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019360
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019171
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019170
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000100296
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071493
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019369
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019368
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061296
mus_spicilegus ENSMSIG00000001820
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019372
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019371
mus_spicilegus ENSMSIG00000001720
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069289
meriones_unguiculatus ENSMUGG00000014317
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018310
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019358
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017614
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019163
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019353
nannospalax_galili ENSNGAG00000019499
peromyscus_maniculatus_bairdii ENSPEMG00000027624
peromyscus_maniculatus_bairdii ENSPEMG00000025205
peromyscus_maniculatus_bairdii ENSPEMG00000029419
peromyscus_maniculatus_bairdii ENSPEMG00000028695
microtus_ochrogaster ENSMOCG00000014666
cricetulus_griseus_crigri-picr ENSCGRG00015007667
cricetulus_griseus_crigri_1.0 ENSCGRG00000020084
mesocricetus_auratus ENSMAUG00000009629
cricetulus_griseus_crigri-picr ENSCGRG00015007607
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001272
cricetulus_griseus_crigri-picr ENSCGRG00015007599
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002420
cricetulus_griseus_crigri_1.0 ENSCGRG00000006819
mesocricetus_auratus ENSMAUG00000001458
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069299
mus_spicilegus ENSMSIG00000001498
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061022
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019179
mus_spicilegus ENSMSIG00000002019
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019373
meriones_unguiculatus ENSMUGG00000014327
chinchilla_lanigera ENSCLAG00000003596
fukomys_damarensis ENSFDAG00000015254
fukomys_damarensis ENSFDAG00000010266
octodon_degus ENSODEG00000006390
cavia_porcellus ENSCPOG00000033301
cavia_porcellus ENSCPOG00000034461
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019161
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069294
mus_spicilegus ENSMSIG00000001615
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018307
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019172
mus_spicilegus ENSMSIG00000001837
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063998
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019361
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019362
meriones_unguiculatus ENSMUGG00000011635
meriones_unguiculatus ENSMUGG00000025298
cricetulus_griseus_crigri-picr ENSCGRG00015007691
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010420
cricetulus_griseus_crigri-picr ENSCGRG00015007633
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011965
peromyscus_maniculatus_bairdii ENSPEMG00000028432
dipodomys_ordii ENSDORG00000024279
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009554
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008719
castor_canadensis ENSCCNG00000010636
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069295
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019160
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018306
mus_spicilegus ENSMSIG00000001589
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019365
meriones_unguiculatus ENSMUGG00000011659
cricetulus_griseus_crigri-picr ENSCGRG00015007732
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009303
peromyscus_maniculatus_bairdii ENSPEMG00000021962
nannospalax_galili ENSNGAG00000000421
oryctolagus_cuniculus ENSOCUG00000020901
piliocolobus_tephrosceles ENSPTEG00000037356
neovison_vison ENSNVIG00000005818
neovison_vison ENSNVIG00000005797
canis_lupus_dingo ENSCAFG00020002535
canis_lupus_dingo ENSCAFG00020002525
ursus_americanus ENSUAMG00000005372
ursus_maritimus ENSUMAG00000000457
ursus_maritimus ENSUMAG00000000367
ursus_americanus ENSUAMG00000005370
ursus_maritimus ENSUMAG00000000414
felis_catus ENSFCAG00000022668
equus_caballus ENSECAG00000037443
equus_asinus_asinus ENSEASG00005013168
equus_caballus ENSECAG00000037616
ornithorhynchus_anatinus ENSOANG00000012727
ornithorhynchus_anatinus ENSOANG00000008740
ornithorhynchus_anatinus ENSOANG00000000435
ornithorhynchus_anatinus ENSOANG00000002810
ornithorhynchus_anatinus ENSOANG00000003558
ornithorhynchus_anatinus ENSOANG00000001019
ornithorhynchus_anatinus ENSOANG00000003697
ornithorhynchus_anatinus ENSOANG00000012508
ornithorhynchus_anatinus ENSOANG00000011781
ornithorhynchus_anatinus ENSOANG00000010153
ornithorhynchus_anatinus ENSOANG00000004750
ornithorhynchus_anatinus ENSOANG00000003332
ornithorhynchus_anatinus ENSOANG00000006714
ornithorhynchus_anatinus ENSOANG00000006494
ornithorhynchus_anatinus ENSOANG00000020077
ornithorhynchus_anatinus ENSOANG00000007009
ornithorhynchus_anatinus ENSOANG00000020283
ornithorhynchus_anatinus ENSOANG00000004539
ornithorhynchus_anatinus ENSOANG00000003703
ornithorhynchus_anatinus ENSOANG00000011734
ornithorhynchus_anatinus ENSOANG00000012693
ornithorhynchus_anatinus ENSOANG00000004233
ornithorhynchus_anatinus ENSOANG00000013470
ornithorhynchus_anatinus ENSOANG00000002086
ornithorhynchus_anatinus ENSOANG00000003548
ornithorhynchus_anatinus ENSOANG00000006635
ornithorhynchus_anatinus ENSOANG00000009224
ornithorhynchus_anatinus ENSOANG00000001242
ornithorhynchus_anatinus ENSOANG00000003995
ornithorhynchus_anatinus ENSOANG00000015597
ornithorhynchus_anatinus ENSOANG00000002811
ornithorhynchus_anatinus ENSOANG00000002824
ornithorhynchus_anatinus ENSOANG00000003580
ornithorhynchus_anatinus ENSOANG00000021441
ornithorhynchus_anatinus ENSOANG00000008641
ornithorhynchus_anatinus ENSOANG00000010011
ornithorhynchus_anatinus ENSOANG00000005201
ornithorhynchus_anatinus ENSOANG00000020924
ornithorhynchus_anatinus ENSOANG00000005645
ornithorhynchus_anatinus ENSOANG00000008133
ornithorhynchus_anatinus ENSOANG00000013640
ornithorhynchus_anatinus ENSOANG00000004280
ornithorhynchus_anatinus ENSOANG00000013599
ornithorhynchus_anatinus ENSOANG00000012465
ornithorhynchus_anatinus ENSOANG00000008363
ornithorhynchus_anatinus ENSOANG00000008845
ornithorhynchus_anatinus ENSOANG00000002140
ornithorhynchus_anatinus ENSOANG00000004995
ornithorhynchus_anatinus ENSOANG00000021437
ornithorhynchus_anatinus ENSOANG00000008255
ornithorhynchus_anatinus ENSOANG00000002029
ornithorhynchus_anatinus ENSOANG00000012324
ornithorhynchus_anatinus ENSOANG00000015245
ornithorhynchus_anatinus ENSOANG00000012636
ornithorhynchus_anatinus ENSOANG00000008564
ornithorhynchus_anatinus ENSOANG00000022333
ornithorhynchus_anatinus ENSOANG00000014331
ornithorhynchus_anatinus ENSOANG00000014616
ornithorhynchus_anatinus ENSOANG00000008371
ornithorhynchus_anatinus ENSOANG00000021879
ornithorhynchus_anatinus ENSOANG00000021889
ornithorhynchus_anatinus ENSOANG00000008404
ornithorhynchus_anatinus ENSOANG00000008980
ornithorhynchus_anatinus ENSOANG00000022197
ornithorhynchus_anatinus ENSOANG00000004794
ornithorhynchus_anatinus ENSOANG00000005737
ornithorhynchus_anatinus ENSOANG00000013106
ornithorhynchus_anatinus ENSOANG00000013870
ornithorhynchus_anatinus ENSOANG00000021912
ornithorhynchus_anatinus ENSOANG00000013609
ornithorhynchus_anatinus ENSOANG00000006245
ornithorhynchus_anatinus ENSOANG00000008370
ornithorhynchus_anatinus ENSOANG00000013337
